en	twi
No matter how hard it is to get along with your siblings, there are at least two reasons why it’s worth the effort.	Ebetumi ayɛ den sɛ wo ne wo nuanom bɛhwe abom na moatena fɛfɛɛfɛ. Nanso sɛ ɛyɛ den sɛ dɛn mpo a, hwɛ nneɛma mmienu nti a ɛsɛ sɛ woyɛ saa.
People laughed at him.	Nkurɔfo serew no.
With an open mind, discuss the following: Was the matter really that serious? Could it have been overlooked?	Momfa adwempa nsusuw nea edidi so yi ho: So na asɛm no yɛ aniberesɛm ankasa? Anka mubetumi abu mo ani agu so?
It is easier to be forgiving when you accept your partner for who he or she is, flaws and all.	Sɛ wugye wo hokafo tom sɛnea ɔte biara a, ɛrenyɛ den sɛ wode ne mfomso befiri no.
Rev. Akwaa also attributed the disturbing situation which has negative consequences on children to lack of endurance and the combating spirit on the part of couples to protect their marriage or relationship despite the odds.	Ɔsɔfoɔ Akwaa de saa soboɔ yi a ɛkura nsonsuansoɔ bɔne wɔ nkwadaa a wɔnni ahoɔdene de gyina ɛhaw ano ɛne ɛkoo sunsum a awadefoɔ enni sɛ wɔde bɛbɔ wɔn awadeɛ ho ɛban, anaa wɔn ayɔnkofa ɛberɛ a ɛhaw no aba.
GTC’s partnership with GIZ is to provide a huge opportunity for the country to leap frog in the provision of efficient public services such as health, education, revenue generation, creation of new jobs for the growing unemployed youth, protection of human rights and freedoms.	Nkabom apam a GTC ne GIZ kɔeɛ yi bɛbue Kwan kɛseɛ ama ɔman no atu anamɔn kɛseɛ wɔ nkɔso pa a ɛbɛba abn nnwuma te sɛ apɔmuden, nwomasua,ɛtoɔ gyegyeɛ, nnwuma foforɔ a ɛbɛba ama mmabunu7 anya bi ayɛ ne ankorɛankorɛ apɛdeɛ ne faahodie ho banbɔ.
Yes, if we strive to understand another person’s struggles, we are more likely to empathize rather than to criticize.	Nokwasɛm ne sɛ, sɛ yɛbɔ mmɔden sɛ yebehu nea ama nkurɔfo refa ahokyere mu a, ɛbɛma yɛanya tema ama wɔn na yɛrenkasa ntia wɔn.
I like trains.	Mepɛ keteke.
The Vice Chancellor expressed the sentiments in a speech read for him by the Principal of the Tamale Campus of UDS, Prof. Sylvester Z. Galaa at the matriculation of graduate students pursuing sandwich programs in Tamale.	Suapɔn panin yi de n'ano asɛm somaa panin a ɔda UDS Tamale sukuu no ano, Prof. Sylvester Z. Galaa wɔ dwumadie a ɔdi maa asuafoɔ foforɔ ɔrewura sukuu no mu wɔ Tamale
You taught me that.	Wokyerɛɛ me ɛno.
Never speak badly about an absent parent or stepparent within earshot of the children.	Sɛ mmofra no wɔ hɔ a, nka wo kora no akyi asɛmmɔne.
On the other hand, some men and women hesitate to express themselves and feel uncomfortable if their mate pressures them to talk about their feelings.	Nea ɛne eyi bɔ abira no, mmarima ne mmea binom twentwɛn wɔn nan ase sɛ wɔbɛka wɔn nsɛm akyerɛ afoforo, na sɛ wɔn hokafo hyɛ wɔn sɛ wɔnka nea ɛhaw wɔn nkyerɛ wɔn a, ɛma wɔyɛ basaa.
The Committee however exonerated Referee George Mawuli Vormawah for his performance in the Ghana Premier League match between Berekum Chelsea and Mediama	Abɛdwakuo no asiane Referee George Mawuli Vormawah tiri wɔ ne mmɔdenmmɔ a ɔdaa nadi wɔ Ghana Premier League akansie a Berekum Chelsea ne Mediama siieɛ mu.
Typhoon Trami, a Category 1 storm, struck southern Japan on Sunday evening, September 30, 2018, bringing high winds and heavy rainfall.	Kwasida anwummere, September 30, 2018 no, ahum bi a wɔfrɛ no Trami tui wɔ Japan anafo fam.
If you can’t tolerate the imperfections of your siblings, how will you deal with a partner, a workmate, an employer, or anyone else you have to interact with	Sɛ woantumi ne wo nuanom antena ammom, anaa sɛ wɔyɛ biribi na woantumi ammu w’ani angu so seesei a, daakye, wobɛyɛ dɛn ne wo yere, w’adwumamfo, w’adwumam panyin anaa obi foforo atena?
What has led to the stalling of the MASLOC ICT Project?	Deɛn na twentwɛɛn MASLOC ICT Project nase?
I didn't believe him at first.	Mfiase no na minnye no nni.
Meanwhile, Executive Director of Child Rights International, Bright Appiah believes the ruling ordering Achimota School to admit two Rastafarian students is still in force despite the institution’s decision to contest it.“Once a ruling has been given, all the things that are required for the fulfilment of that ruling,	Ansa na no, Executive Director a ɔda (Child Rights International) Wiase Mmofra nyinaa Faahodie) ano Bright Appiah gyedi sɛ, atɛmmua a ɛde ɔhyɛ ato Achimota Sukuu so sɛ wɔnnye Rastafoɔ baanu no da so yɛ adwuma, ɛwom sɛ sukuu no ayɛ wɔn adwene sɛ wɔbɛsan de akɔ kɔɔto bio.
Security officials say some of the money given to the man was allegedly taken from Tala’s accounts.	Banbɔfoɔ no se sika a ɔbaa yi de maa ɔbarima yi wɔyi fii Tala sika mu.
If your daughter fails a test, perhaps that should be a wake-up call to her so that next time she will be better prepared.	Sɛ wo babea di nkogu wɔ sɔhwɛ mu a, ebia ɛsɛ sɛ eyi ma ohu sɛ ɛsɛ sɛ ɔyere ne ho sɛnea ɛbɛyɛ a bere foforo obesiesie ne ho yiye ama sɔhwɛ no.
May I ask a favor of you?	So metumi asrɛ wo hɔ dom?
I saw him first.	Mihuu no nea edi kan.
Subsequent investigation has also established that these suspects are involved in many other robberies cases reported to the region” he added.	Nhwehwɛmu ahodoɔ a akɔ so ada no adi sɛ, saa nnipa a polisifoɔ nsa aka wɔn yi ho bɔn korɔno ahodoɔ a akɔ so wɔ mantam no mu ho.” ɔka kaa ho.
Also, using the military as the primary enforcement agent is wrong. It should be police.	Ne korakora no asraafoɔ a ɔde kyekye manfoɔ no nnyɛ mmara kwan so na mmom wɔmfa apolisifoɔ.
What is the main purpose of dating?	Ɔbaa ne ɔbarima nantew, ne botae ne sɛn?
The second phase of Ghana’s COVID-19 vaccination exercise has started across the country but with incidents of undue delays at various centers.	COVID-19 paneɛ bɔ fa a ɛtɔ so mmienu ahyɛ aseɛ wɔ Ghana afanaa nyinaa nanso nteeɛ kyerɛ dwumadie no bi aka akyiri mmeaeɛ bi.
Such adaptability in electrodes would reduce the likelihood that the body would reject them.	Sɛ afiri no tumi yɛ adwuma saa a, ɛnde ɛrenyɛ den sɛ wɔbɛyɛ obi oprehyɛn wɔ n’amemene mu.
The Appointments Committee of Parliament is set to commence vetting of the nominees on June 2, 2021, but even before the process starts, the Minority Leader insists some nominees are already engaging in activities pre-empting the work of the committee.	Mmarahyɛbɛdwafie mu abɛdwakuo a ɔyiyi asoafoɔ bɛhyɛ ano ntotoeɛ ase Ayɛwohomumɔ da a ɛtɔ so mmienu wɔ afe mpem mmienu ne aduonu baako mu nanso ansa na wɔbɛhyɛ aseɛ mpo no dɔm kumaa panin kyerɛ sɛ wɔn a wayiyi wɔn bi nom no reda nneyɛɛ bi adi a mmoa abɛdwakuo no dwumadie.
I'm only thinking of you.	Masusuw wo ho kɛkɛ.
I have a feeling today is going to be interesting.	M'ani begye nnɛ.
There has been a affinity for the total disregard for uncompleted projects in this country and we have seen one too many of these.	Akɔ yɛ suban bɔne bi a ɛda hɔ wɔ ɔman mu ha sɛ yɛbɛyɛ nnwuma sini dabiara a ɛtoɔ rentwa da.
Additionally, he expressed appreciation to the MP for understanding a number of infrastructure projects in the town.	Biom nso, ɔdaa mmarahyɛbɛdwani no ase sɛ waboa ama mpuntu nnwuma rekɔ so wɔ kuro no mu.
“We see this cashless society in its infancy in developing countries, and we are most likely to copy that	“Yehu saa ekuo a wɔmfa sika ankasa nni nsawɔso yi ahyɛase wɔ aman a afei na wɔahyɛ mpontuo ase.
He was speaking on the topic‘Cashless Economy with Opportunities in Business and Commerce‘.	Na Ɔrekasa afa Afahyɛ no asɛntire,”Akwannya Ahodoɔ a ɛwɔ Nnwuma ne Adwadie a Sika Boten nka ho.”
Defending champions of the MTN FA Cup, Asante Kotoko had no problems in the round of 64 dispatching BYFA 2-0.	Bɔɔlobɔ kuo a wɔkuta WTN FA abasobɔdeɛ kuruwa, Asante Kotoko ammerɛ wɔ akuo 64 bɔɔlobɔ akansie no mu na wɔhyɛɛ BYFA ɛka mmienu a wɔante bi (2-0).
In fact, we later worked together on school plays and field trips.	Eduu baabi mpo no, sukuu dwumadi bi wɔ hɔ a, me ne no nyinaa boaa mmofra no ma wɔyɛe.
Such a robotic arm has already been developed and is being used in simulated operations.	Abenfo atumi ayɛ robɔt bi a ne nsa mu yɛ mmerɛw saa, na wɔresɔ ahwɛ sɛ wobetumi de ayɛ adwuma anaa.
One approach is to pay toward debt with the highest interest rate first!	Ade biako a mubetumi ayɛ ne sɛ, mubedi kan atua ɛka a ɛho nsiho yɛ kɛse no.
Likewise, you should expect to make some embarrassing mistakes as you gain experience in marriage.	Saa ara nso na, ɛsɛ sɛ wohwɛ kwan sɛ wubedi mfomso ahorow bi a ɛbɛma woafɛre bere a worenya aware mu osuahu no.
Education shall be directed to the full development of the human personality and to the strengthening of respect for human rights and fundamental freedoms. It shall promote understanding, tolerance and friendship among all nations, racial or religious groups, and shall further the activities of the United Nations for the maintenance of peace.	Ɛsɛ sɛ ɑdesuɑ nyinɑɑ botɑe yɛ neɑ ɛhwehwɛ nkɔso mɑ onipɑduɑ ne obu mu denhyɛ mɑ ɑdesɑmmɑ kyɛfɑ ɑ ɛfɑ nnipɑ ɑhofɑdi horow no ho. Eyi bɛmɑ nteɑse, denyɛ ne ɑyɔnkofɑ ɑbɑ ɑmɑn, mmusuɑ ɑnɑɑ ɑsɔre horow nyinɑɑ ntɑm. Ɛbɛhyɛ Amɑnɑmɑn Nkɑbom no den ɑmɑ ɑsomdwoe ɑbɑ wiɑse.
If we isolate ourselves from people whom we view negatively, we may reinforce our prejudices.	Nkurɔfo a yenni wɔn ho adwempa no, sɛ yɛanka yɛn ho ankɔ wɔn ho a, ebewie ase no na yekyi wɔn koraa.
If I forgive, I have to forget what happened.	Sɛ mede firi a, ɛnde ɛsɛ sɛ mema me werɛ fi nea esii no.
How to Manage Money	Sɛnea Mobɛhwɛ Mo Sikasɛm Yiye
I help my mother with the housework every day.	Da biara meboa me maame ma ɔyɛ fie nnwuma.
The number of students going abroad to study is increasing each year.	Adesuafo a wɔkɔ amannɔne kosua ade no dodow renya nkɔanim afe biara.
“Various caucuses have taken entrenched positions so people want to make sense, people are speaking logic, people are quoting protocols that exist that is binding, and yet nobody listens.	“Asianamufoɔ a amanyɔkuo ahodoɔ tuu yɛn no mu pii akasa atia nea akɔ so yi, enti nnipa pɛ sɛ wɔkyerɛ adeɛ a adwene wɔ mu, nnipa reka nteasesɛm, nnipa rekyerɛ nhyehyɛe ne mmara papa a ɛkyekyerɛ yɛn, nanso obiara asisi n’aso sɛ ɔrentie.”
That kind of compromise builds a ‘team’ atmosphere rather than a power struggle	Sɛ moyɛ mo adeɛ saa a, ɛma moyɛ baako sene sɛ obiara bɛdwene sɛ deɛ ɔpɛ nko ara na ɛsɛ sɛ moyɛ.
They sounded the alarm when they saw the enemy approaching.	Wɔbɔɔ hu bere a wohui sɛ atamfo no reba no.
With the Ghana School of Law being the nation’s sole institution responsible for professional legal education, and for training eligible persons as lawyers and integrating them into the legal system, President Akufo-Addo expressed his delight about the project taking place under his Presidency. “I have been reliably informed that 1,000 students were admitted during the 2020/2021 academic year, a development which led to the Acting Director and Management of the School taking a cue from the double-track system initiated in our Senior High Schools, to introduce a triple-track system,” he added.	Ɔmanpanin Akuffo-Addo kaa ssɛ ɛyɛ n’ahohoahoa sɛ wɔresi saa dan yi ama Ghana School of Law wɔ n’amanbuo ase firisɛ ɛno nkoara ne sukuu a ɛkyerɛkyere san tete mmaranimfoɔ wɔ ɔman yi mu.  “Manya no nteeɛ sɛ asuafoɔ apem na nyaa kwan wuraa sukuu yi mu wɔ 2020/2021 adesua afe yi mu. Yei nam so maa kwankyerɛfoɔ nisananmu ne sukuu no mpaninfoɔ faa adesua firii double-track system a wɔhyehyɛ maa Senior High School daa triple-track system nso adi maa sukuu no.”
Asphalt overlay costs $200,000 -$250,000.	“Asefate a wɔde gu ɛkwan no so ɛboɔ yɛ nea efiri Dɔla no Mpen Ahaanu kosi Mpen Ahaanu-Aduonum.($200,000-$250,000), kilomita baako biara.
Each accomplishment, no matter how small, was celebrated; each indiscretion, no matter how large, was overlooked.	Sɛ wɔn mma tumi yɛ biribi ketewaa bi a wodi ho ahurusi, na sɛ wodi mfomso kɛse sɛ dɛn mpo a, wobu wɔn ani gu so.
Learning to maintain a excited, balanced marriage relationship is like learning to ride a bicycle.	Sua a wubesua sɛnea wobɛma anigye atena w’aware mu na asɔ no te sɛ nea wusua baesekre ka.
We want to express our support for the victims, their families, and the rescue workers.”	Yɛpɛ sɛ yɛda yɛn mmoa adi kyerɛ wɔn a wɔn ho aka, wɔn mmusua, ne adwumayɛfo a wogye nkurɔfo nkwa no.
Granted, some of your peers might take a casual view of dating.	Nanso, ebia w’atipɛnfo bi remmu ɔbaa ne ɔbarima nantew sɛ ɛyɛ aniberesɛm.
The media ought not to appear to be a den of impunity. Indeed, no institution of state ought to be above lawful enquiry, as Rule of Law demands.	Nsɛntwerɛfoɔ nso nni ho kwan sɛ ɔbɛgu wɔn ani agu mmara so. Anokwa aban adwuma biara nni ho kwan sɛ ɔbɛma neho so aboro nhwehwɛmu a mmara taa akyire.
When most professional programs on campus became dormant during the pandemic, more and more students continued to register to take the Huawei ICT Academy program due to the Innovative Study at Home initiative which Huawei introduced for the students and instructors to be able to take the course irrespective of their location in Ghana.	“Berɛ a asaanodwuma adesua bebree a ɛwɔ sukuu hɔ nnya nnipa ɛsiane yadeɛ no nti, adesuafoɔ bebree kɔɔ so sɛ wɔbɛyɛ Huawei ICT adesua no ɛsiane ɔkwan sononko a wɔfa so kyerɛ adesuafoɔ adɛ wɔ fie a ɛmfa baabi a woteɛ ho.
When on a slippery surface, though, the lizards tend to stumble and jump at the wrong angle.	Nanso sɛ wogyina baabi a ɛyɛ toro a, wotumi watiriw na ɛmma wontumi nhuruw yiye.
The lure of easy credit can also make it easy for newlyweds to overspend.	Baabi a ɛnyɛ den sɛ wobɛbɔ bosea no, sɛ obi ware foforo na wanhwɛ yiye a, ɛka bɛmene no.
He took notice that the establishment of the Bank is in line with the objectives of the European Union, and will help develop Ghana’s private sector, agri-business, manufacturing and ICT initiatives.	Ɔhwɛ hunuu sɛ sikakorabea a wabue no ne European Union botaeɛ yɛ pɛ ɛna ɛbɛboa Ghana ankorɛankorɛ asoeɛ, kuayɛ, adwumayɔ ne ICT nhyehyɛeɛ
The public is entitled to information about how public money is spent.	Ɔmanfo no wɔ hokwan sɛ wɔhu nea wɔde ɔman no sika yɛ
Things like cable TV and going out to eat may sound affordable at first, but they can hurt financially in the long run	Ahyɛase no, ɛbɛyɛ wo sɛ wubetumi atɔ biribi te sɛ cable TV, na wubetumi akɔ restɔrant akodidi, nanso woanhwɛ yiye a, ɛbɛwie aseɛ no, na woabɔ ka susuroo
Laboratory Scientists at KATH began a one-week sit-down strike last week to protest the posting of two medical officers to the Laboratory Services Directorate of the hospital.	Mpɛnsɛmpɛnsɛmmubea animdefoɔ a ɛwɔ KATH no hyɛɛ watuateɛ nnawɔtwe atwa mu no sɛ wɔreyɛ yɛkyerɛ atia mogya mu yareɛ dɔkotafoɔ wɔde waba Mpɛnsɛmpɛnsɛmmubea Asoeɛ a ɛwɔ ayaresabea hɔ no.
My significant other works at a language school and loves it very much.	Me kunu yɛ adwuma wɔ kasa sukuu bi mu na n'ani gye ho yiye
Durability is vital, since snakes usually shed their skin only every two to three months.	Abosome mmienu de rekɔ mmiɛnsa biara, ɔwɔ worɔ ne ho baako pɛ, enti sɛ ne wedeɛ no nyɛ den a, anka ne ho betwitwa.
As a judicial officer of well over forty years standing, H.E the President is keenly aware of our capacities and what must be done to bring us up to speed. This is what he added in September 2018 to the Ghana Bar Association gathered in conference;	Sɛnea ɔmanpanin yɛ obia a wayɛ atɛnmua adwuma mfeɛ aduonan no ɔnim nea ɛwɔ sɛ ɔyɛ ma yɛde sɔ saa asɛm yi ano ntɛm paa ara. Yei ne asɛm ɔkaaeɛ wɔ Ɛbɔ bosome wɔ afe mpem mmienu ne aduowɔtwe mu wɔ Atɛnmuafoɔ Nkabomkuo ase;
BECAUSE they move without limbs, snakes need robust skin that can withstand constant friction.	ƆWƆ nni nsa ne nan a ɔde nantew enti ohia wedeɛ a ɛyɛ den na watumi atwe ne ho ase.
My parents often gave presents to my son but not to my husband’s kids.	yɛ a m’awofo taa kyɛ me ba no nneɛma, nanso me kunu mma no de, wɔnkyɛ wɔn bi
Does what you post online show that you may have the tendency to be competitive or to focus too much on yourself?​	Bisa wo ho sɛ, ‘Nneɛma a mede gu sohyial media so no, ɛkyerɛ sɛ mibu me ho sen afoforo anaa mepɛ sɛ afoforo adwene ba me so?’​
For now, what is going to happen is that gov’t needs to restructure its policies and the policies should engage the private sector,” Dr Mensah said, adding, “the Government must reduce its appetite for borrowing from the local market.”	"Yei yɛ ___ Seisei ara no, nea ɛbɛsi ne sɛ ɛwɔ sɛ aban yɛ nsakraeɛ wɔ ne nhyehyɛeɛ mu ɛna ɛwɔ sɛ nhyehyɛeɛ foforɔ no ne ankorɛankorɛ nnwuma di nsawɔsoɔ."" Dr Mensah kaa sɛ ɛwɔ sɛ aban te bosea a ɔbɔ firi ɔman no adwa so"""
If you look beyond our numbers, if you look at the performance of 2020 and you look beyond the financials, you will see the contribution we have made to this nation through socio economic development- and we see ourselves as a catalyst to that.”	Sɛ wobu nkɔmpɔn hwɛ yɛn dodoɔ, na sɛ wohwɛ yɛn mmɔdenmmɔ afe 2020 mu, na wohwɛ yɛn sika nhyehyɛeɛ a, wobehunu mmoa a yɛayɛ ama ɔman yi anyin wɔ ɔmanfoɔ abrabɔ ne sikasɛm mu-na yehu yɛn ho sɛ yɛyɛ fapem ne nnyinasoɔ turodoo.”
