eng	xho
The incident marked the first major al-Shabab attack on AU forces since the mission changed its name and operational structures last month.	Esi sehlo siphawule uhlaselo lokuqala olukhulu lwe-al-Shabab kumkhosi we-AU ukusukela oko eli phulo litshintshe igama kunye nezakhiwo zalo kwinyanga ephelileyo.
The U.N. Security Council, which authorized the new mission called the African Union Transition Mission in Somalia, gave it a mandate to reduce the threat posed by al-Shabab, support the capacity building of Somali security forces, and conduct a phased handover of security responsibilities to the Somali government.	IBhunga lezoKhuseleko le-UN, eligunyazise i-mission entsha ebizwa ngokuba yi-African Union Transition Mission eSomalia, linike igunya lokunciphisa isoyikiso esibangelwa yi-al-Shabab, ukuxhasa ukuxhotyiswa kwemikhosi yokhuseleko yaseSomalia, kunye nokunikezela ngezigaba uxanduva lokhuseleko. kurhulumente waseSomalia.
The mission's mandate runs through the end of 2024.	Umyalelo wemishini uqhuba ukuya ekupheleni kuka-2024.
This story comes from VOA's Somali and Central African services.	Eli bali liphuma kwiinkonzo zeVOA zaseSomalia nakuMbindi Afrika.
	
South Africa Urges Africa’s First COVID-19 Vaccine Plant to Keep Its Doors Open	UMzantsi Afrika Ubongoza iZiko lokuqala lase-Afrika lokugonya i-COVID-19 ukuba ligcine iingcango zaso zivulekile
South African health officials are urging COVID-19 vaccine manufacturer Aspen to keep its plant in the Eastern Cape province open.	Amagosa ezempilo eMzantsi Afrika abongoza umenzi wesitofu sokugonya i-COVID-19 i-Aspen ukuba igcine isityalo sayo sivulekile kwiphondo leMpuma Koloni.
This follows a Reuters article quoting Aspens senior director saying they may have to shut down as there have been no orders for their rebranded COVID vaccine.	Oku kulandela inqaku leReuters licaphula umlawuli omkhulu wakwa-Aspens esithi kungafuneka bavale njengoko kungakhange kubekho zi-odolo zesitofu sabo sogonyo se-COVID.
A South African-owned subsidiary of pharmaceutical giant Aspen struck a deal with American company Johnson & Johnson in March to package, price, sell and distribute its vaccine in Africa.	Inkampani yaseMzantsi Afrika ephantsi kwenkampani enkulu samayeza i-Aspen yenze isivumelwano nenkampani yaseMelika iJohnson & Johnson ngoMatshi yokupakisha, ixabiso, ukuthengisa kunye nokusasaza isitofu sayo sokugonya e-Afrika.
This vaccine was rebranded as Aspenovax.	Esi sitofu sathiywa ngokutsha njenge-Aspenovax.
The move was hailed by many as there had been much concern about Africas reliance on imported vaccines which were often costly and at times in short supply.	Eli nyathelo liye lanconywa ngabaninzi njengoko bekukho inkxalabo enkulu malunga nokuxhomekeka kweAfrika kumayeza ogonyo asuka kumazwe angaphandle ebesoloko eneendleko kwaye ngamanye amaxesha enqongophele.
But there have been no orders for Aspenovax.	Kodwa akukhange kubekho ziodolo ze-Aspenovax.
South Africas National Health Department Spokesperson Foster Mohale said the lack of orders is due to low vaccination rates not only at home, but globally.	Isithethi seSebe lezeMpilo kuzwelonke eMzantsi Afrika uFoster Mohale uthe ukunqongophala kwee-odolo kungenxa yamazinga aphantsi okugonya kungekuphela nje ekhaya, kodwa kwihlabathi jikelele.
Vaccine hesitancy is one of the factors which contribute to these low vaccination rates or demand for more vaccines which also affect the production. 	“Ukuthandabuza kugonyo yenye yezinto ezinegalelo kula mazinga aphantsi ogonyo okanye imfuno yogonyo engaphezulu echaphazela imveliso.
Because obviously we understand that they are in a business, they cant keep on producing vaccines when they know that the demand for vaccines is very low.	Kuba ngokucacileyo siyaqonda ukuba abakwishishini, abakwazi ukuqhubeka bevelisa izitofu zokugonya xa besazi ukuba imfuno yogonyo iphantsi kakhulu.
So, we understand the situation where they are, and we sympathize with them," he said.	Ke, siyayiqonda imeko abakuyo, kwaye siyavelana nabo,” utshilo.
Mohale said for now, South Africa has enough vaccines.	UMohale uthe okwangoku, uMzantsi Afrika unezitofu ezaneleyo.
He adds that in March, 100,000 vaccines expired.	Wongeza ngelithi ngoMatshi, amayeza ogonyo ayi-100,000 aphelelwe lixesha.
And more are due to expire in June and July.	Kwaye ngaphezulu kulindeleke ukuba ziphelelwe ngoJuni nangoJulayi.
However, he said that Aspens vaccine plant is important because no one knows what the future holds.	Nangona kunjalo, uthe isityalo sokugonya i-Aspens sibalulekile kuba akukho mntu waziyo ukuba ikamva lisiphathele ntoni.
We will try to engage them not to rush their decision precisely because we anticipate especially our scientists, our epidemiologists, we anticipate that the fifth wave might hit the country, South Africa, during the winter season which is a few weeks away from now. 	Siza kuzama ukuthetha nabo ukuba bangasingxameli isigqibo sabo ngokuchanekileyo kuba silindele izazinzulu zethu, iingcali zethu zezifo, ukuba iliza lesihlanu lingabetha ilizwe loMzantsi Afrika ngexesha lasebusika elisele kwiiveki ezimbalwa ukusuka ngoku.
As you can see the number of daily COVID-19 patients has been rising for the past seven days," he said.	Njengoko ubona inani lezigulana ze-COVID-19 zemihla ngemihla zinyuka kwezi ntsuku zisixhenxe zidlulileyo,”utshilo.
Professor Petro Terblanche, who is the managing director of South African company, Afrigen, which in a continent-first made an mRNA COVID vaccine using Modernas data — said the situation at Aspen is a tragedy for the industry.	Unjingalwazi uPetro Terblanche, ongumlawuli wenkampani yaseMzantsi Afrika, i-Afrigen, ethe kwilizwekazi lokuqala yenza isitofu sokugonya i-mRNA COVID isebenzisa Idatha yeModernas - uthe imeko yase-Aspen yintlekele kwishishini.
This is just indicating again how important it is that this continent looks at policy reform. 	“Oku kubonisa kwakhona indlela ekubaluleke ngayo ukuba eli lizwekazi lijonge uhlengahlengiso lomgaqo-nkqubo.
This is about how are we going to make sure that we give preferential procurement to local companies.	Oku kumalunga nendlela esiza kuqinisekisa ngayo ukuba sinikezela ngokukhethekileyo kwiinkampani zasekhaya.
How are we going to make sure that we create a marketplace and eco-system that will absorb local capacity?	Siza kuqinisekisa njani ukuba sivelisa indawo yokuthengisa kunye ne-nkqubo yendalo eya kuthatha umthamo wasekhaya?
Otherwise, we will not have capacity locally in a sustainable manner and were going to get the next pandemic and we will be unprepared, and we will not have health security," said Terblanche.	Ngaphandle koko, asiyi kuba nomthamo wasekhaya ngendlela ezinzileyo kwaye siyakufumana ubhubhane olandelayo sibe singalungiselelanga, kwaye asiyi kuba nokhuseleko lwezempilo, ”utshilo uTerblanche.
She believes money should also be put into educating people on the importance of vaccines.	Ukholelwa ukuba imali kufuneka ifakwe ekufundiseni abantu ngokubaluleka kwezitofu zokugonya.
We need to ensure that we also put effort into advocacy for vaccination. 	“Kufuneka siqinisekise ukuba sikwabeka iinzame zokuxhasa ugonyo.
Because we now have 17% of the continent that is vaccinated.	Kaloku ngoku sine-17% yelizwekazi eligonyiweyo.
We need to get them to at least 40% to ensure that we fully arrest this pandemic," she said.	Kufuneka sibenze bafikelele kwi-40% ubuncinci ukuqinisekisa ukuba siwubamba ngokupheleleyo lo bhubhani, utshilo.
Mohale was unable to say when the Health Department would be meeting with Aspens executives.	UMohale akakwazanga ukuchaza ukuba iSebe lezeMpilo lizakuhlangana nini nabaphathi baseAspens.
	
Disinformation, Censorship, Trigger Global Retreat of Press Freedom.	I-Disinformation, i-Censorship, i-Trigger i-Global Retreat ye-Press Freedom.
Led by the Kremlin's example, a global rise in disinformation and propaganda is having a disastrous effect on independent news around the world, a new report finds.	Ikhokelwa ngumzekelo we-Kremlin, ukunyuka kolwazi olungelulo kunye ne-propaganda ehlabathini kunempembelelo embi kwiindaba ezizimeleyo kwihlabathi jikelele, ngokwengxelo yeendaba.
In its 2022 World Press Freedom Index released Tuesday, the Paris-based Reporters Without Borders (RSF) said Russia's invasion of Ukraine has contributed vastly to the spread of fake news and propaganda.	Kwi-World Press Freedom Index ka-2022 ekhutshwe ngoLwesibini, iiNtatheli ezisekwe eParis ngaphandle kwemida (RSF) zathi ukuhlasela kweRussia eUkraine kube negalelo elikhulu ekusasazeni iindaba zobuxoki kunye nobuxoki.
The journalism watchdog group said its findings are worrying, as they show deep divisions among media within countries and between countries at the international level.	Iqela elijonga ubuntatheli lithe iziphumo zalo ziyaxhalabisa, njengoko zibonisa iyantlukwano enzulu phakathi kwamajelo eendaba kumazwe naphakathi kwamazwe akwinqanaba lehlabathi.
In 2022, it's really undeniable that media polarization and information chaos are really fueling social divisions in ways that are pretty new, said Clayton	Ngo-2022, ayinakuphikiswa into yokuba ukuchasana kwemithombo yeendaba kunye nesiphithiphithi solwazi siphembelela iyantlukwano ekuhlaleni ngeendlela ezintsha,” utshilo uClayton.
Weimers, deputy director of RSF for the United States, told VOA.	Weimers, usekela-mlawuli we-RSF e-United States, uxelele i-VOA.
He said the prevalence of partisan news around the world has come at the expense of authentic journalism.	Uthe ukuxhaphaka kweendaba zamaqela kwihlabathi jikelele kufike ngeendleko zobuntatheli obuyinyani.
The group's annual report ranks 180 countries based on the environment for independent journalism.	Ingxelo yonyaka yeli qela ibala amazwe ali-180 ngokusekelwe kwimekobume yobuntatheli obuzimeleyo.
This year, however, RSF said it used a new method that blends each country's political, legal, economic, sociocultural and security conditions.	Kulo nyaka, nangona kunjalo, iRSF ithe isebenzise indlela entsha edibanisa iimeko zelizwe ngalinye kwezopolitiko, ezomthetho, ezoqoqosho, ezentlalo kunye nokhuseleko.
Now, the index classifies a record 28 countries as "having very bad media freedom.	Ngoku, isalathiso sichaza irekhodi lamazwe angama-28 "njengenkululeko embi kakhulu yeendaba.
That group includes China, which is exporting censorship beyond its borders while also amplifying the Kremlin's propaganda on Russia's devastating war against Ukraine.	Elo qela libandakanya i-China, ethumela ugcino-mthetho ngaphaya kwemida yalo ngelixa ikhulisa inkohliso ye-Kremlin malunga nemfazwe etshabalalisayo yaseRussia ngokuchasene neUkraine.
	
Since its invasion of Ukraine on February 24, Russia has sought total control over news coverage, passing a new law that carries 15-year prison terms for reporting "false news" on the military, and even forbids calling the conflict a "war."	Ukusukela ekuhlaseleni kwayo i-Ukraine nge-24 kaFebruwari, iRussia ifune ulawulo olupheleleyo malunga neendaba, ipasisa umthetho omtsha othwala iminyaka eli-15 entolongweni ngokuxela "iindaba zobuxoki" ngomkhosi, kwaye iyakwalela ukubiza kongquzulwano lwayo ne Ukraine ukuba "yimfazwe."
That has forced most remaining independent news outlets, including the renowned Novaya Gazeta newspaper, Ekho Moskvy radio and Dozhd TV, to shut down or move outside Russia to continue operating.	Oko kunyanzelise uninzi lweendaba eziseleyo ezizimeleyo, kubandakanya iphephandaba elidumileyo leNovaya Gazeta, unomathotholo we-Ekho Moskvy kunye ne-Dozhd TV, ukuba bavale okanye bahambe ngaphandle kweRussia ukuze baqhubeke nokusebenza.
With independent voices absent, experts say, the Russian government has been able to flood state-run airwaves with propaganda that downplays the war and spreads false or misleading justifications for the Kremlin's invasion.	Ukungabikho kwamazwi azimeleyo, iingcali zithi, urhulumente waseRussia ukwazile ukusasaza usasazo ngepropaganda ethoba ubunzulu bemfazwe kwaye isasaze izizathu zobuxoki malunga nohlaselo lweKremlin.
Russia's media repression stands at 155 out of 180 countries included in RSF's index, where one is the most free and 180 the least.	Ingcinezelelo yamajelo eendaba yiRassia ime kwi-155 kumazwe angama-180 afakwe kwi-RSF index, apho enye ikhululekile kwaye i-180 ngeyona ingakhululekanga.
It's safe to say at this point that the free press is a thing of the past in Russia, Clayton said.	Kukhuselekile ukuthetha ngoku ukuba amajelo eendaba akhululekileyo yinto yakudala eRussia, utshilo uClayton.
Throughout Russian President Vladimir Putin's 22 years in power, Moscow has been targeting journalists and the independent press, he said.	Kuyo yonke iminyaka engama-22 kaMongameli waseRussia uVladimir Putin elawula, iMoscow ibijolise kwiintatheli kunye nakumaphephandaba azimeleyo, utshilo.
But since the invasion of Ukraine, it seems that Putin has really finished off the independent media once and for all in Russia, Clayton said.	Kodwa ukusukela oko kwahlaselwa iUkraine, kubonakala ngathi uPutin uwagqibile amajelo eendaba azimeleyo kwaphela eRussia, utshilo uClayton.
At this point, it is impossible to accurately report on the war in Ukraine.	Okwangoku, akunakwenzeka ukunika ingxelo echanekileyo ngemfazwe yaseUkraine.
China ranked 175th in the new report. And now that it is firmly under Beijing's influence, Hong Kong also registered a dramatic decline, ranking 148th out of 180 following a lengthy series of raids and arrests that shuttered pro-democracy news sites.	I-China ibeke indawo ye-175 kwingxelo entsha. Kwaye ngoku iphantsi kwempembelelo yeBeijing, iHong Kong iphinde yabhalisa ukwehla okumangalisayo, ikwindawo ye-148 kwi-180 kulandela uhlaselo olude lokubanjwa kunye nokuvala iindawo zeendaba zedemokhrasi.
RSF's country file on China says it is the world's biggest jailer of journalists, with 120 in detention.	Ifayile yelizwe le-RSF e-China ithi ngoyena mgcini-mabanjwa omkhulu weendaba emhlabeni, kunye ne-120 eluvalelweni.
