fr	fon
Combinez cela avec un entraîneur et un conseil d’administration qui fait confiance aux jeunes joueurs, les représentants catalans peuvent facilement trouver la meilleure forme.	5301- Wà nǔ xá bɔ̀lukplɔ́nmɛ̀tɔ́ kpó gàn lɛ́ɛ sín kplékplémɛ ée ɖó jìɖè dó bɔ̀luxotɔ́ jɔwunjɔja lɛ́ɛ wù ée  ɔ́‚ ɖuɖèjì li hun ní Catalans sín afɔsɔ́ɖotètɔ́ lɛ́ɛ wɛ éɖè.
Sous la pelouse synthétique du stade René Pleven de Cotonou, les Awissi Awassa largement favoris avant le coup d’envoi de la rencontre, n’ont finalement pas pu se retrouver dans cette rencontre dépourvue de la saveur qu’on lui reconnaît.Dans un match complètement fermé durant les 90 minutes de jeu, on n’enregistre pratiquement pas d’occasion franche dans la rencontre.	5231- Ɖo bɔ̀luxotɛn René Pleven ɔ́‚ Awissi Awassa lɛ́ɛ xokàn káká có bɔ é ná nǔ ɖè ǎ.
Les deux équipes neutralisées de bout en bout dans les deux fois 45 minutes, c’est sur le score nul et vierge que le juge central a mis un terme à la rencontre.Notons que c’est la première fois depuis le 20 Décembre 2009 que le Classique béninois s’est soldé par un score de parité.	5232- Bɔ̀lugbɛ̀tá we lɛ́ɛ ɔ́‚ ɖè kpé ɖèwù bó xo ǎ. Sín azǎn 20ɔ́ xwè 2009ɔ́ tɔn gbè ɔ́‚ è sɔ́ xo bɔ̀lu énɛ́ ɖɔwun ɖè ǎ.
C’est également une première depuis 12ans qu’on assiste à un Choc Requins-Dragons sans le moindre but inscrit.	5233- Sín xwè 12 mɔ̀ ɖyè ɔ́‚ Requins kpó Dragons sɔ́ kplé bó xo bɔ̀lu 0-0 kpɔ́n ǎ.
Le malheur des uns fait le bonheur des autres, dit-on.	5234- Mɛ̀ ɖè sín kúkú wɛ nyí mɛ̀ ɖè sín gìngàn.
Le démarrage de répression contre les infractions routières le samedi dernier et sa suspension ont poussé les Béninois à se mettre à jour avant que le moratoire, ne puisse être connu et surprendre.Selon Icône Tv, plus de 3000 dossiers sont reçus par jour depuis l’annonce de la répression contre les infractions routières.	5235- Sɛ́nmɛjɛ̀tɔ́ alijì tɔn lɛ́ɛ wlíwlí bɛ̀ ɖo síbígbè è wàyì èe bɔ kàn sín jì tɔn ɔ́‚ dó alɔ Bènêvi lɛ́ɛ bɔ yě kó ɖo wèmá yětɔn lɛ́ɛ sín kànxo wɛ. Ɖi lée Icône tv ɖɔ gbɔn èe ɔ́‚ wèmá énɛ́ ɔ́‚ 3000 jɛjì wɛ yě nɔ̀ byɔ́ gbè ɖòkpó.
Les dés sont donc jetés pour les clubs qui ont encore des matches à jouer dans cette phase Aller qui annonce des matches à haute tension.Notons aussi que le championnat amateur de la ligue Atlantique/Littoral est à sa 2ème journée avec AS COTONOU en tête du classement.	5248- 3 kpó ɖè din ɔ́‚ è kpó ní bɔ̀lugbɛ̀ bɔ̀lu xìxo kpó nà èe.  .-Mì nì lɛ́ tǔn ɖɔ bɔ̀luxìxo mɛ̀ kpáa lɛ́ɛ tɔn Atlantique/Littoral‚ yě ɖo 2ɔ́ xo wɛ AS COTONOU é ɖo agà èe kpó.
Depuis quelques jours, les femmes artistes de l’orchestre Féminin Kabiyéssi de Parakou étaient en résidence artistique.	5249- Sín azǎn nàbì ɖè ɖyè ɔ́‚ nyɔnu hansinɔ nǔxìxógbɛ̀tà nyɔnu lɛ́ɛ tɔn‚ Kabiyéssi Parakou tɔn ɔ́‚ yě ɖo nǔxíxó vàxɔ̀.
Inscrite dans le cadre du projet « les femmes dans la profession de l’art », les moments plus qu’une résidence artistique, ont été de véritables de séances de donner et du recevoir.Pendant environ une dizaine de jours, les femmes artistes de l’orchestre Féminin Kabiyéssi de Parakou et leurs collègues belges ont joué, chanté, dansé et échangé sur la musique et l’art avec  pour centre d’intérêt la femme.	5250- Ɖo tító «Nyɔnu han'zɔ̌ wàtɔ́ lɛ́ɛ» tɔn ɔ́ mɛ ɔ́‚ yě mà nǔnywɛ́ xá yě ɖè.  .- Ɖo azǎn 10 vlàmɛ ɔ́‚ nyɔnu hansinɔ nǔxìxógbɛ̀tà nyɔnu lɛ́ɛ tɔn‚ Kabiyéssi Parakou tɔn ɔ́ kpó yě tɔn ɖɔwun Belgique tɔn xonǔ‚ jìhan bó ɖúwe bó mà nǔnywɛ́ xá yě ɖè ɖo han kpó nyɔnu kpó kpaxwé.
En effet, si les femmes artistes belges ont travaillé avec les femmes de Kabiyéssi sur les techniques de maîtrise de certains instruments de la musique moderne, elles ont en retour été initiées aux instruments et à la musique traditionnelle du Bénin.Pour Jean Gnonlonfoun, artiste musicien et chargé du projet, l’objectif du projet est de renforcer les capacités des femmes artistes de Parakou au niveau des instruments comme la batterie, la guitare etc…, afin de les rendre professionnelles et aussi, d’encourager d’autres femmes à s’intéresser à la musique et l’art en général.	5251- Ní nyɔnu hansinɔ Belgique tɔn lɛ́ɛ wa azɔ̌ xá nyɔnu Kabiyéssi tɔn lɛ́ɛ ɔ́‚ ɖo wlɛ́nwín han tɔn kpáxwé ɔ́‚ nyɔnu Kabiyéssi tɔn lɛ́ɛ lɔ̀ ɔ́‚ kplɔ́n  hwɛ́ndò nǔxíxó Bénin tɔn lɛ́ɛ yě.  .- Ní Jean Gnonlonfoun ɔ́‚ gàn tító ɔ́ tɔn ɔ́‚ lìnlìn wɛ gàn dó adɔmɛ ní nyɔwà nyɔnu hansinɔ Parakou tɔn lɛ́ɛ tɔn ɖo nǔxónù lɛ́ɛ sín akpáxwé.
Pour faire simple, c’est en vue, ici, d’assurer la continuité du mandat du président de la République en cas de vacance, que le poste de Vice-président a été créé, comme l’a souligné également le député Abdoulaye Gounou.	Ɖo kléwún mɛ ɔ́, nukɔntɔ́ wegɔ́ to ɔ́ tɔn ɖo fɩ́nɛ́ bó ná kpɔ́n tɛnmɛ nú togán hwenun è é má ná ɖe ǎ, nǔ è ɖɛ̌mɛ́nu Abdoulaye Gunú ɖésú ɖɔ énɛ́.
Ernest Tindo était l’invité de l’émission Rendez-vous Médias de BBC Afrique du mardi 18 mai 2021.	Ernest Tindo wɛ yè ylɔ́ dó Ɖɔnúese gbasá BBC Aflɩ́ka tɔn ɖo taatagbe azǎn 18ɔ nǔxwásun xwè 2021ɔ tɔn ɖo ɖɔnúese gan Rendez-vous Médias tɔ́n mɛ.
L’Expert lnternational béninois des questions maritimes a exposé et salué les mesures salvatrices prises par le gouvernement du Président Patrice Talon en faveur de l’Economie maritime au Bénin et son impact dans le Golfe de Guinée.	Nǔnywɛ̂tɔ́ hǎgajɩ́ tɔn Benɛ̂ tɔn dó nǔ é ɖo tɔ̀ mɛ lɛ́ɛ jɩ́ ɔ́ jlá wěɖɩ́ɖe acɛkpikpa Patrice Talɔ̂n tɔn dó dɔkun e nǔ é ɖo tɔxwé nɔ dɔn wá nú Benɛtò kpódó nǔ é ná dɔn wá nú Golfe de Guinée ɔ́ kpán.
Le dimanche 23 mai 2021 aura lieu la cérémonie d’investiture du président et de la Vice-présidente de la République du Bénin.	Aklúnɔ́zángbe azǎn 23ɔ nǔxwásun xwè 2021ɔ tɔ́n gbe wɛ togán Benɛ̂ tɔn ɔ́ kpódó mɛ e bɔdó wǔ tɔn é kpán ná d'ákpá.
Les préparatifs entrant dans ce cadre vont bon train.	Nǔ sɔ́ nú nǔwɩ́wa ɔ́ ɖo yiyi wɛ ɖó ganjɩ́.
C’est le stade Charles de Gaulle qui accueillera cette cérémonie d’investiture du président de la République, Patrice Talon et de la Vice-présidente de la République, Mariam Chabi Talata à Porto-Novo où sont attendus près de 3700 invités.	Nǔwɩ́wa akpádɩ́dó togán Patrice Talɔ̂n kpódó nukɔntɔ́ wegɔ́ tò ɔ́ tɔ̀n Mariam Talata tɔn ná tɩ̂in ɖo bɔ̌lu-afɔ-sɔ́-xó-tɛn Charles de Gaulle tɔn ɖo Xɔgbónú, fɩ́ è è ɖotekpɔ́n jǒnɔ 3700 ɖe wɛ́ é.
À cet effet, en plus du ménage qui s’opère dans la ville, plusieurs événements festifs et culturels sont prévus depuis l’avant-veille, la veille et le jour de l’investiture après la cérémonie officielle.	Ali nɛ́ ɔ́ xo ɔ́, awǎjɩ́jɛ́ kpód'áyihúndɩ́dá tɛnmɛ tɛnmɛ lɛ́ɛ kpán ná gɔ́nú tò ɔ́ mɛ blóɖó nɩ́ fɛ́wǔ ná tɩ̂in ɖo azǎn atɔn è ná sɔ́nǔ nú akpádɩ́dó togán ɔ́ tɔ́n ɔ́.
La promotion de la culture et de l’excellence étant l’un des projets phares de votre Programme d’actions du gouvernement (Pag), “Les Palmes Francophones” voudraient pouvoir compter sur votre leadership et votre détermination pour faire rayonner davantage le Bénin dans le concert des Nations francophones aspirant à la préservation et à la promotion de leurs cultures >>, fait savoir l’adresse.	"""4878- Hwɛndo núwíwá lɛ́ɛ ní gbàkún lóbónú nyɔwa ní tîin ‚ wɛ nyí nǔ jí mí sɔ tutomɛ tò kùnkùn mítɔn tɔn dó lɛ́ɛ ɔ‚ ɖě nɛ; """"Les Palmes Francophones"""" jló ná kán dó tò kùn lɔ mítɔn jí bónú hwɛndo núwíwá Benɛ tɔn lɛ́ɛ ní yì haga jí ɖò tò ée nɔ dó zojagě gbè lɛ́ɛ é mɛ>>‚ lě ɖɔnúèsè è ɔ ɖɔ gbɔn é nɛ."""
Mieux, “Les Palmes Francophones” à cette veille de l’investiture du Chef de l’État béninois, lui souhaitent déjà un mandat présidentiel au service de la communauté francophone internationale et ce, dans un climat de paix, de concorde et d’unité nationale.	"""4879- Gɔna ɔ‚ ɖò tògán Benɛ tɔn ɔ ná sɔ dó zínkpo tɔn jí wɛ dlɔ́ zán ɔ‚ """"Les Palmes Francophones"""" ko ɖò ɖɛ mɛ̀‚ nú tògán ɔ ná síxú sɛ̀n togun ée nɔ dó zojagě gbè lɛ́ɛ é bónú fífá ‚ gbenɔkpɔ kpódó bǔnínɔ kpán na síxú tîin."""
<< Vos efforts seront couronnés de succès et la communauté francophone internationale se réjouit ensemble avec le monde entier des résultats satisfaisants que votre gouvernance commence par faire éclore >>, évoque Constantin Cakpossa dans ce communiqué.	4880- <<Ɖùɖéjí ná tîin nú mí ɖò gǎn è dó mí ɖè ɔ kɔn‚ bɔ togun ée nɔ dó zojagě gbè lɛ́ɛ ɔ bǐ ɖò awǎ ɖaxó jɛ xá gbɛ ɔ wɛ‚ ɖó nǔ è wà wɛ acɛkpìkpà mítɔn ɖè ɔ‚ gbàkún>>‚ mɔ̌ Constantin Cakpossa ɖɔ gbɔn ɖò ɖɔnúèsè tɔn mɛ ɔ nɛ.
Drame dans la commune de Kalalé dans le département du Borgou.	4881- Nǔ baɖa baɖa ɖé jɛ ɖò tokpɔnla Kalale tɔn‚ tokpɔn Bɔɔgu tɔn mɛ.
Un jeune homme, la vingtaine environ, a ôté la vie à son frère aîné en raison de simples remontrances.	4882- Nyaví xwè 20 tɔn ɖé ‚ bó gblé gbɛ nú fofo tɔn ɖó é gbɛ́ nú níí wú.
“Selon les faits rapportés par la Radio SU TII DERA de Nikki, un jeune de 27 ans du nom de Mohammadou Soumanou charcute à mort son grand frère, le nommé Mohammadou Sidi, 35 ans, dans l’arrondissement de Bouca, commune de Kalalé.	"""4883- """"Ɖi lě gbaví bowun bowun gɔnu SU TII DERA Nikki tɔn ɔ‚ ɖɔ gbɔn é ɔ‚ dɔnkpɛvu Mohammadou Soumanou ée ɖó xwè 27 ɔ‚ xú nǔ fofo tɔn Mohammadou Sidi ée ɖó xwè 35 é lóbó hú í ‚ ɖò Bouca‚ tokpɔnla Kalale tɔn ɔ mɛ."""
Selon le média, Mohammadou Sidi aurait été très critique envers son jeune frère parce qu’il aurait injustement levé la main sur son fils aîné dans le champ de pâturage.	4884- Nǔ è xó jlá gɔnu lɛ́ɛ ɖɔ ɔ‚ wɛ nyí ɖɔ ‚ Mohammadou Sidi ɔ ko zun nɔví tɔn hwenu eyɛ tafu nukɔn gbéví tɔn lóbó xò hwenu ye ɖò zunkan mɛ lóbó ɖò kanlin nyì wɛ é.
Mais le meurtrier aura pris ces remontrances comme un « crime de lèse-majesté » commis à son encontre.	4885- Mɛhutɔ ɔ sɔ nǔ è fofo tɔn gbɛ níí ɔ dó mɔ sù ‚ bɔ é ɖù níí.
Pour se venger, le sieur Mohammadou Soumanou s’est alors rendu dans le champ de pâturage en charcutant puis en égorgeant son frère aîné.	4886- Bó ná dó sú axɔ́ nɛ ɔ fofo tɔn ɔ‚ nyaví Mohammadou Soumanou ɔ yí mɔ fofo tɔn ɖò zunkan mɛ lóbó xú nǔ í ‚ bó gbò gbè é.
Actuellement, le meurtrier ayant pris la clé des champs est activement recherché pour répondre de son acte.	4887- Din ɔ‚ mɛhutɔ ɔ bɔ afɔ nyì caɖá mɛ‚ bɔ è ɖò bibɛ ɛ́ wɛ.
Le corps a été autorisé à être inhumé après les constats d’usage des autorités compétentes.	4888- Ée kɔ́mɛgán lɛ́ɛ wá kpɔn cyɔ ɔ‚ ye wá ná gbè bɔ è ɖi í.
Le défunt laisse derrière lui deux veuves et 5 enfants” rapporte beninwebtv.	"""4889- Mɛ ée kú é ɔ‚ jó asukusi we kpódó vǐ 5 kpán dó."
Triste nouvelle !	4890- Nǔbláwǔ tɛ́ ká nɛ́ !
A travers la note circulaire N°504 MEF/CAB/SGM/DGI/DLC-DPSE en date du 23 avril 2021, signée du Directeur Général des Impôts, Nicolas Yénoussi et relative à l’extension de l’obligation de délivrer des factures normalisées à toutes les personnes physiques ou morales relevant du régime de la Taxe Professionnelle synthétique (TPS), les Taxes sur la Valeur Ajoutée (TVA) collectées par les contribuables pour le compte du trésor public et qui sont distraites devront pouvoir revenir à qui de droit et servir utilement le pays en fonction des nouvelles orientations de développement imprimées par le Gouvernement du Bénin et son chef, le Président Patrice Talon.	4891- Takwɛ cyan gbásá gán ɔ‚ Nicolas Yenoissi‚ ɖè wěmá ée xixa tɔn nyí kɛ́n 504 MEF/CAB/SGM/DGI/DLC-DPSE ɔ tɔ́n‚ ɖò azǎn 23ɔ lidósùn xwè 2021ɔ tɔn gbè ‚ bó ɖɔ é ɖò dandan mɛ‚ bɔ mɛ ɖěbǔ ée ná sú takwɛ ɖěbǔ ɔ‚ é síxú nyí gbɛtɔ kpáa alǒ azɔxwé ‚ mɛ ɔ ɖó ná yí kwɛ sú wémá mɔkàn jí tɔn ; lě acɛkpìkpà tògán PatriceTALƆN tɔn byɔ gbɔn é nɛ.
Les choses sont donc claires désormais.	4892- Din ɔ‚ nú lɛ́ɛ bǐ jɛ wexo.
Il n’a pas manqué de remercier toute l’équipe de Werder Brême pour leur soutien et accompagnement tout en invitant la jeunesse béninoise, amoureuse du football au travail, gage d’un avenir meilleur pour le football béninois.	É wɔn gbè dó nú azɔ̌gbɛ́ Werder Brême tɔn nú gǎndólanmɛnúmɛ kpódó alɔgɔ́ tɔ́n kpán ǎ, mɔ̌ wɛ́ ɖɔ bó da jɔwunjɔja Benɛ̂ tɔn e yɩ́wǎn nú bɔ̌lu-afɔ-sɔ́-xó, e nyɩ́ gǎnjɛ́wú nukɔnyiyi Benɛ̂ tɔn ɖo bɔ̌lu-afɔ-sɔ́-xó lɩ́xo.
Au sujet du poste de Vice-président, Victor Prudent Topanou, Enseignant de sciences politiques à l’Université d’Abomey-Calavi, alors, membre du Comité d’experts et rapporteur général du dialogue politique (Octobre 2019) déclencheur de la ‘’réforme de Vice-président’’, confiait en son temps, qu’il s’agit d’un préalable pour une stabilité et une certaine pérennisation du modèle des élections générales vers lesquelles tend le Bénin.	"""Nǔ é kan nukɔntɔ́ wegɔ́ tò tɔn ɔ́, mɛ̌si nǔxwɩ́tɩ́xwɩ́tɩ́ kplɔ́nmɛtɔ́ dó tòxóɖɩ́ɖɔ́ wú ɖo kplɔ́nyijɩ̌ alavɔ xwé Agbǒmɛ Kánɖófɩ́ tɔn, è ɖo azɔ̌wágbɛ́ ényɔ́wátɔ́ lɛ́ɛ tɔ́n mɛ lobo ka lɛ́ nyɩ́ gbeɖótɔ́ nukɔntɔn nú xóɖɔ́ɖókpɔ́ ɖo toxóɖɩ́ɖɔ́ lɩ́nu (Kɔ́nyásun xwè 2019) ɔ́ wɛ́ hunnǔ sɩ́n """"sɛ́n yɔyɔ́ Nukɔntɔ́ wegɔ́ tò tɔn"""" ɔ́ nu, ɖo hwe tɔn nu. É tɩ́nmɛ ɖɔ́jɩ́ ayɩ̌blóɖónú é ná zɔ́n acɛkpikpa ɔ́ ná júnjɔ́n ayɩ̌ bɔ sɔ́-mɩ̀-sɔ́-mɩ̀ lɛ́ɛ ná sixú kplé ɔ́ nɛ́. Fɩ́ e Benɛ̂tò ɔ́ ká sɔ́nǔ xwè é nɛ́."""
«Si vous avez des mandats à cinq ans et que par un coup du sort un président venait à décéder, vous êtes obligés lorsque le poste de vice-président n’est pas prévu, de reprendre les élections.	"""""""Nú togán hwénu mɩ̀tɔn bló xwè 5 bónú togán kú ɖ'ázinkpo jɩ́ bɔ mɩ̀ ma ɖó nukɔntɔ́ wegɔ́ ɔ́ ǎ ɔ́, é ɖo dandan mɛ bɔ mɩ̀ ná lɛ́ bló sɔ́-mɩ̀-sɔ́-mɩ̀ ɖěvo."""
Ce qui crée un nouveau décalage.	Nǔ nɛ́ ɔ́ lɛ́ sɛ̀ dò kpɛɖé.
Lorsque le président ghanéen ou le président nigérian est décédé en cours de mandat, automatiquement, le vice-président a pris le relai et dans la même journée, l’Etat a continué de fonctionner comme si de rien n’avait été.	Hwenu è togán Ghana tɔn alǒ Awɔnlin tɔn ɔ́ kú ɖo togáb zɩ́nkpo jɩ́, tlóló jɛ́n mɛ wegɔ́ tò ɔ́ tɔn yɩ́ tɛn tɔn mɛ ɖo kéze ɖokpó ɔ́ mɛ bɔ Axɔ́sú zɔ́ gbɛkan d'énu ɖi nǔɖé kún jɛ ó ɖɔ́hun.
Et donc, c’est un peu dans ce sens-là que le Bénin aussi a choisi d’aller », explique-t-il.	"""Ali ɖokpó nɛ́ ɔ́ jɛ́n Benɛ̂ lɔmɔ̌ jló ná sɔ́"""", tɩ́nmɛ e é ná énɛ́. """
Se faisant plus concis, il précise : «Il n’est là que pour assurer la vacance et éventuellement, accomplir les tâches que le Président voudra bien lui confier».	"""Bó ná ɖɔxó céɖé céɖé ɔ́, é tɛɖɛ̌ jɩ́ ɖɔ: """"é ɖo fɩ́nɛ́ kpowun nú hwenu è togán zɩ́nkpo ná jɛ vɔ̌ é alǒ bó ná wa azɔ̌ e togán ɔ́ ná jló bó sɔ́ nɩ́ɩ́ é kɛ́ɖɛ́""""."""
Ainsi, conformément à l’article 50 de la Constitution, «en cas de vacance de la présidence de la République par décès, démission ou empêchement définitif, l’Assemblée nationale se réunit pour statuer sur le cas à la majorité absolue  de ses membres.	Lěe gbetakɛ́n 50ɔ sɛ́n dòdó ɔ́ tɔ́n ɖɔ́ gbɔn ɔ́: « nú togán zɩ́nkpo ɔ́ jɛ vɔ̌ ɖó togán ó kú, alǒ é gbɛ́ azɔ̌ alǒ nǔjánmɛ ɖé glɔ́n ɛ́ manágbo ɔ́, ɖɛ̌mɛnu gbasá ɔ́ nɔ́ kplé ɖo mɛ tɔn lɛ́ɛ mɛ, kplékplémɛ ɔ́ ɖó ná zɛ vlɔ̌ dó atɔn we wú, bó nɔ́ gbo lěe é ná nyɩ́ gbɔn é.
Le Président de l’Assemblée nationale saisit la Cour constitutionnelle qui constate et déclare la vacance de la présidence de la République.	Ɖɛmɛnugbasá sɩ́n nukɔntɔ́ ɔ́ nɔ́ sɔ́ xwlé Sɛ́n dòdó gbásá ɔ́ bɛ́ nɔ́ mɔnǔ jɛ́ wú lobo nɔ́ jlá ɖɔ togán zɩ́nkpo ɔ́ ɖò vɔ̌.
Les fonctions du Président de la République sont exercées par le Vice-président de la République pour le reste de la durée du mandat en cours.	Azɔ̌ ée nyɩ́ togán tò ɔ́ tɔn tɔn ɔ́ mɛ wegɔ́ tò ɔ́ tɔ́n nɔ́ kpénukún éwú yi vivɔnu.
Aussi, a-t-il assuré de sa disponibilité à la moindre sollicitation.Quant au Commissaire de l’UEMOA chargé des transports et des infrastructures, Koffi Paul Koffi, il a salué le sérieux du travail abattu par le Bénin pour parvenir à cette Certification sans oublier ses acteurs dont principalement le ministre  Hêhomey.	5092- É ká ɖɔ mi ɖo gbèsìsɔ́mɛ bó ná dó alɔ mi hwebi nù é jɛ xá ée. Koffi Paul Koffi, UEMOA tɔn ɔ́‚ dó gbè mɛ̀ ée xo kàn dó acɛ wèmá mímɔ́ énɛ́ ée bi‚ ɖo tàjì ɔ́‚ gànhɔ̀nyìtɔ́ Hervé HEHOMEY.
Des plaques d’immatriculation datant de 2014 ne sont toujours pas retirées par leurs propriétaires.	5236- Kpànùxwɛ kɛ̀kɛ̀ tɔn é blǒ sín xwè 2014ɔ́ mɛ ée ɔ́‚ énɔ̀ lɛ́ɛ kó yì ǎ.
Pour lui, tous ces investissements cadrent avec la vision du président Patrice Talon dans révélation du Bénin.	5095- Ní éyɛ́ ɔ́‚ nǔwìwà lɛ́ɛ bi xwédó lìnlìn tògàn ɔ́ tɔn ɖo Bénin tò sɔ́ cítè tà mɛ.
« Le Gouvernement du Président Patrice TALON, dans son Programme d’Actions, Bénin Révélé a entrepris de rendre l’Aéroport International de Cotonou conforme aux standards internationaux, en vue de soutenir le développement du transport aérien.	5096- Acɛkpìkpà Patrice Talon tɔn sɔ́ títómɛ ɖè ɖo tè nó ná dó sɔ́ jɔmɛhùnjayìtɛn gbɛ ɔ́ tɔn Kútɔ́nú tɔn ɔ́ ɖó nìnɔ̀mɛ jɔmɛhùnjayìtɛn gbɛ ɔ́ tɔn lɛ́ɛ.
» A-t-il dit.A l’issue de ces discours, il a été procéder à la remise de cette certification aux Dg Sab, gestionnaire de l’aéroport de Cotonou qui avec ce document prouve son sérieux et maitrise de la sécurité aéroportuaire.Seul pays en Afrique à en détenirLorsque vous êtes sous une bonne étoile, tout vous réussit, un bonheur peu enclencher un autre aussi.	5097- Ɖo xó ɖiɖɔ lɛ́ɛ gùdó ɔ́‚ é sɔ́ acɛ wèmá énɛ́ sɔ́ dó alɔmɛ ní jɔmɛhùnjayìtɛn Kútɔ́nú tɔn gàn ɔ́. Bénin ɖòkpó wɛ nyí tò èe do wèmá mɔ̀nyíkɔ́ tɔn ée.
Avec cette certification d’une validité d’un an renouvelable, l’aéroport de Cotonou qui peut traiter avec les grandes compagnies aériennes sans exception, démontrer aussi toute sa détermination à relever n’importe quel défi aussi bien en infrastructure que logistique.C’est ce qui explique l’installation de deux  bornes d’enregistrement libre-service qui permettent aux passagers en une minute maximum de s’enregistrer et d’obtenir leur carte d’embarquement et de faire la sélection de leur siège eux-mêmes sans aller au comptoir d’enregistrement.	5098- Kpódó acɛ wèmá xwè ɖòkpó mɛ‚ xwè ɖòkpó mɛ tɔn énɛ́ ɔ́ kpó ɔ́‚ jɔmɛhùnjayìtɛn ɔ́‚ hin ɔ́‚ é ná wà nǔ xá jɔmɛhùn gɔ̀nù lɛ́ bi. Énɛ́ wú wɛ zɔ́n bɔ è zè mɛ̀ yì tɛn we ɖo jɔmɛhùnjayìtɛn ɖo yìyà wú.
