fr	bbj
M Philemon YANG Grand Chancelier des Ordres Nationaux.	Tá Philemon YANG Mə́cwɔ̂ʼ gəmkədóʼ Gùŋ
LE MINISTÈRE DE LA DÉFENSE PLACE SOUS L’AUTORITE D’UN MINISTRE DELEGUE.	Wə́ Ŋwâlâʼ Byâpguŋ yə é faʼ bí Ŋwâlâʼ mfaʼ wə́ dôgùŋ
M Joseph BETI ASSOMO Ministre Délégué à la Présidence chargé de la Défense.	Joseph BETI ASSOMO Ŋwâlâʼ Pyápgùŋ wə́ dôgùŋ
LES SERVICES DU CONTROLE SUPERIEUR DE L’ETAT PLACES SOUS L’AUTORITE D’UN MINISTRE DELEGUE.	MDYƏ́ MFAꞋ MƏ́CWƆ̂Ꞌ DÊ GUŊ TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLǍꞋ MFAꞋ WƏ́ DÔGÙŊ
MBAH ACHA née FOMUNDAM Rose NGWARI Ministre Délégué à la Présidence chargé du Contrôle Supérieur de l’Etat.	MBAH ACHA tsǒ tsə̂ FOMUNDAM Rose NGWARI Ŋwâlǎʼ Nəmo Dôguŋ Tâdyə̂ Mə́cɔ̂ʼ Cam Gùŋ
LES SERVICES CHARGES DES RELATIONS AVEC LES ASSEMBLÉES PLACES SOUS L’AUTORITE D’UN MINISTRE DÉLÉGUÉ.	MDYƏ́MFAꞋ MYƏ Á LÉ PƏ PƏŊTHƏ́ LÂꞋLǍꞋ Á TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLÂꞋ MFAꞋ WƏ́ DÔGÙŊ
M WAKATA Bolvine Ministre Délégué à la Présidence chargé des Relations avec les Assemblées.	Má WAKATA Bolvine Ŋwâlǎʼ mfaʼ wə́ Dôguŋ nə́ mnwə myə  á lé pəpəŋthə́ lâʼlǎʼ áá
LE MINISTÈRE DES MARCHES PUBLICS PLACE SOUS L’AUTORITE D’UN MINISTRE DELEGUE.	ŊWÂLǍꞋ HÂMFAꞋGUŊ TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLÂꞋ MFAꞋ WƏ́ DÔGÙŊ
M TALBA MALLA Ibrahim Ministre Délégué à la Présidence chargé des Marchés Publics.	Tá TALBA MALLA Ibrahim Ŋwâlâʼ mfaʼ wə́ Dôguŋ bə́ Hâ mfáʼ Gùŋ
LES MINISTRES CHARGES DE MISSION A LA PRÉSIDENCE DE LA RÉPUBLIQUE.	ŊWÂLÂꞋ NTƏ̂MGUŊ WƏ́ DÒGÙŊ
LA DELEGATION GENERALE A LA SURETE NATIONALE.	Dəŋdzə Dyə̂ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ
M Martin MBARGA NGUELE Délégué Général à la Sûreté Nationale.	Tá Martin MBARGA NGUELE Tâdyə̂ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ
LA DIRECTION GENERALE A LA RECHERCHE EXTERIEURE.	DYƏ̂ Guŋ NƏNTƏ́ŊTƏ́ ZHYƏ̂ TƏ́M
M Léopold Maxime EKO EKO Directeur Général de la Recherche Extérieure.	Tá Léopold Maxime EKO EKO Dəŋdzə Tâdyə̂ dyə̂ nəntə́ŋtə́ mzhyə̂ tə́m
LES CONSEILLERS SPÉCIAUX A LA PRÉSIDENCE DE LA RÉPUBLIQUE.	MMƏ́CWƆ̂Ꞌ MGHƐVƏ HÂNTƆ́K WƏ́ DÔGÙŊ
LES AMBASSADEURS ITINÉRANTS A LA PRÉSIDENCE DE LA RÉPUBLIQUE.	PƏ AMBASADƐ́ ITINELÂŊ NƏMO GÙŊ
L’INTENDANCE DU PALAIS DE L’UNITE DES RÉSIDENCES ET PAVILLONS PRÉSIDENTIELS.	DÊ NƏMO NTAMTƏ PÚ A TSɄꞋCWƏ̂ PƆMNƏŊ NTɄ́M GHƏ́ŊLÁꞋ FOGUŊ
M Christophe FOE NDI Intendant Principal.	Tá Christophe FOE NDI Tâdyə̌ bə́ á sí
L’ETAT -MAJOR PARTICULIER DU PRESIDENT DE LA REPUBLIQUE.	ETÁ-MAZHƆ HWÍTƏ NTɄ́M NƏMO DÔGÙŊ
Général de Brigade Aérienne Emmanuel AMOUGOU Chef d’Etat Major Particulier du Président de la République.	Mə́cwɔ̂ʼ sâʼ Mpɛcoʼ mfaʼ ntʉ́m fɔ́k Emmanuel AMOUGOU Tâdyə̂ Etá Mazhɔ̂ Dôguŋ Dǒ é
LA DIRECTION DE LA SECURITE PRESIDENTIELLE.	ZHƏŊ MFAꞋ NƏBƆ́MTƏ́ HWÍTƏ PFƏ́LÁꞋ DÔGÙŊ
Général de Division IVO DESANCIO YENWO Directeur de la Sécurité Présidentielle.	Mə́cwɔ̂ʼ Sâʼ Msə̌ŋwi IVO DESANCIO YENWO Tâdyə̌ bɔ́mtə Hwítə Dôgùŋ
Colonel Raymond Jean Charles BEKO'O ABONDO Commandant de la Garde Présidentielle.	Kolonɛ́l Raymond Jean Charles BEKO'O ABONDO Tâdyə̌ Msə̌ŋwi Dôgùŋ
LE CONSEIL NATIONAL DE SECURITE.	CÚꞋTƏ GUŊ NƏ́ NWƏ HWÍTƏ̀
M Paul ATANGA NJI Secrétaire Permanent du Conseil National de Sécurité.	Tá Paul ATANGA NJI Tâdyə̂ Cúʼtə Guŋ nə́ Nwə Hwítə̀
LA COMMISSION NATIONALE ANTI -CORRUPTION.	CAM GUŊ NƏ DÓꞋ BɄƏ̌ NÙꞋSHWƏ̀
Dieudonné MASSI GAMS Président de la CONAC.	Dieudonné MASSI GAMS Tâdyə̂ CGDN
LA COMMISSION NATIONALE DES FRONTIERES.	CAM GUŊ DÊ MKƏ̌ŊSɄ́M
Jean Pierre FOGUI Secrétaire Permanent.	Jean Pierre FOGUI Kəláʼ Bə́ á sí
LE COMITE DE SUIVI DES GRANDS PROJETS.	CAM NƏ DÉ MFAꞋ GUŊ MYƏ GWYƏ́
Sont rattachés au Secrétariat Général de la Présidence de la République.	Pɔ pyə wâp faʼ pú a Kəlák Dwɔʼcam Guŋ â bə́
la Grande Chancellerie des Ordres Nationaux.	Mə́cwɔ̂ʼ gə mŋkədóʼ Gùŋ
les Services du Contrôle Supérieur de l’Etat.	Mfaʼ Mə́cwɔ̂ʼ Dê Guŋ
le Ministère des Marchés Publics.	Dyə̂ Ŋwâlâʼ Hâ mfaʼ gùŋ
la Délégation Générale à la Sûreté Nationale en ce qui concerne son administration.	Dyə̂ Guŋ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ nə́ mfaʼ gɔ̂pnaʼ myə á lé é áá
la Direction Générale à la Recherche Extérieure en ce qui concerne son administration.	Dyə̂ Guŋ nəntə́ŋtə́ mnwə tə́m nə̂ mfaʼ gɔ̂pnaʼ myə á lé é áá
le Programme de Formation Bilingue.	Zhəŋmfaʼ nəjíʼtə́ mghɔmguŋ mə́bʉə́ə́
le Conseil National de Sécurité.	Cúʼtə Guŋ nə́ nwə Hwítə̀
la Commission Nationale Anti -Corruption.	Cam Guŋ pəlóʼnwə nə́ nə́ Nùʼshwə̀
la Commission Nationale des Frontières.	Cam Guŋ dé mkə̌ŋsʉ́m
le Comité de Suivi des Grands Projets.	Cam nə Dé Mfaʼguŋ myə Gwyə́
le Ministère de la Défense placé sous l’autorité d’un Ministre Délégué.	Dyə̂mfaʼ ŋwâlâʼ Byâpguŋ wə́ ŋwâlâʼ mfaʼ Nə̀mò
les Services chargés des Relations avec les Assemblées placés sous l’autorité d’un Ministre Délégué.	Mtsʉʼ mfaʼ myə á lé pəpəŋthə́ lâʼlǎʼ á Tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ
les Ministres Chargés de Mission.	Mŋwâlâʼ Ntə̂mgùŋ
les Ministres sans portefeuille le cas échéant.	Mŋwâlâʼ tə Dyə̂fàʼ
les Ambassadeurs Itinérants.	pə ambasadɛ́ itinelâŋ
l’Intendance du Palais de l’Unité des Résidences et Pavillons Présidentiels.	Dê Nəmo Ntamtə pú a mtsʉʼcwə̂ pɔmnəŋ ntʉ́m Nəmo Gùŋ
l’Etat -Major Particulier du Président de la République.	Etá-Mazhɔ̂ Dôguŋ dǒ é
la Direction de la Sécurité Présidentielle.	Zhəŋ nwə Hwítə ntʉ́m Tsaəgùŋ
VU le décret n°2011/408 du 09 décembre 2011 portant organisation du Gouvernement.	Mlaʼ mcoʼ batə 2011/408 tyə̂ 9 nə́ Fʉ̂ʼbvʉ 2011 nə́ nə nyáptə́ mmcwə́ Gùŋ
ARTICLE 1er -La Présidence de la République comprend.	Poʼtə 1- mtsʉʼfaʼ Nəmo Gûŋ bə á ghə
les Services du Contrôle Supérieur de l’Etat placés sous l’autorité d’un Ministre Délégué.	Mə́cwɔ̂ʼ Dê Guŋ tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ
le Ministère des Marchés Publics placé sous l’autorité d’un Ministre Délégué.	Ŋwâlâʼ Hâfaʼguŋ Tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ
la Délégation Générale à la Sûreté Nationale.	Dyə̂mfaʼ Guŋ nəbɔ́mtə́ Hwítə̀ Gùŋ
la Direction Générale de la Recherche Extérieure.	Dyǝ̂mfa' Guŋ nə́ Mtǝ́ŋtǝ́ ntʉ́m Guŋtǝ́m
la Commission Nationale Anti Corruption.	Cam Guŋ pəlóʼnwə nə́ nə́ Nùʼshwə̀
CHAPITRE DU SECRETARIAT GENERAL.	KAM KƏKÁK DWƆ'CAM DÔGÙŊ
Le Secrétariat Général est dirigé par un Secrétaire Général assisté de deux (02) Secrétaires Généraux Adjoints.	Kǝlák Dwɔ'cam Dôgûŋ fa' pú a Kwípû Kǝlák Dwɔ'cam pǝ́pʉǝ́ǝ́
Il est chargé des relations entre la Présidence de la République et le Gouvernement.	Ê dyəʼ mnwə myə á cəcə̌ Nəmo Guŋ pú Gɔ̂pnaʼ áá
Le Secrétaire Général assiste le Président de la République dans l’accomplissement de sa mission.	Kəlák Dwɔʼcâm ŋkwítə́ Dôguŋ nə́ mfaʼ myə́
il reçoit du Président de la République toutes directives relatives à la définition de la politique de la Nation.	Ê dyəʼ guŋ mnwə myə Dôgǔŋ sɛ́ gaə́ é gɔ tyəʼ tə́ nəsáʼ guŋ é lə
il suit l’exécution des décisions prises par le Président de la République.	Ê dé gaǝ́ ghǝ́ ywǝ́ yǝ Dôgǔŋ ghɔm áá
il coordonne l’action des Administrations rattachées à la Présidence de la République ainsi que précisées aux articles 5 et 37 du présent décret.	Ê bə́ thə́dzə nə́ mfaʼ gɔ̂pnaʼ myə á lé Nəmo Dôguŋ á páʼ poʼtə batə 5 pú 37 nə́ mcoʼ mɔ gɔm áá
il instruit les dossiers que lui confie le Président de la République et suit l’exécution des instructions données.	Ê dyǝ' mnwǝ myǝ Dôgǔŋ ghɔm bí í á nǝ́ŋ dé gaǝ́ á cyǝ́tǝ́ pǝpúŋ
Le Secrétariat Général de la Présidence de la République comprend.	Dyə̂ Kəlák Dwɔʼcam Dôgûŋ ghə
des Conseillers Techniques.	Mghɛvə Hântɔ̌k
les Secrétariats Particuliers du Secrétaire Général et des Secrétaires Généraux Adjoints.	Kəlák Kwɔʼcam Kəlák e dǒé gə́ mkwípû kəlák dwɔʼcàm
des Administrations rattachées.	Mtsʉ'fa' gɔ̂pna' myǝ â da nǝ́
SECTION DES CONSEILLERS TECHNIQUES DES CHARGES DE MISSIONS ET DES ATTACHES.	ZHƏŊ MGHƐVƏ HÂNTƆ̌K, PƏ NTƏ̂MGUŊ DƏ́ PƏATASHÊ
Les Conseillers Techniques les Chargés de Mission et les Attachés effectuent tous les travaux qui leur sont confiés par.	Mghɛvə Hântɔ̌k Pə Ntə̂mguŋ pú a pə atashə̂ faʼ mfaʼ myə pû há bi̧ pú áá páʼ:
le Président de la République.	Dôgùŋ/Fògùŋ
les Secrétaires Généraux Adjoints.	mkwípû Kəlák Dwɔʼcàm
Ils peuvent bénéficier d’une délégation de signature.	wáp ghə nə́ tíŋnyə nə́ bəyá faʼ yə pú ghó wáp
SECTION DES SECRETARIATS PARTICULIERS DU SECRETAIRE GENERAL ET DES SECRETAIRES GENERAUX ADJOINTS.	ZHƏŊ KƏLÁK A DǑ M, MZHƏŊ DƏŊDZƏ KƏLÁK DWƆꞋCAM GƏ́ MKWÍPÛ KƏLÁK DWƆꞋCÀM
Les services internes du Secrétariat Général comprennent.	Mfaʼ ntʉ́m dyə̂ Kəlák Dwɔʼcâm bə́
le Service des Déplacements.	Nwə nədyə́ nə́ghɔ tsʉʼ bî mghɛ̀fàʼ
l’Imprimerie du Palais de l‘Unité.	Dyə̂ Mákmcuŋ nə́ cúŋtə Nəmo Dôgùŋ
la Direction de l’Informatique.	Dyə̂ ɛ́ŋfɔmatîk
la Direction du Courrier Présidentiel.	Dyə̂ mkʉɔ Dôgùŋ
la Direction du Journal Officiel.	Dyə̂ cyanyə mcuŋ gùŋ
la Direction des Affaires Générales.	Dyə̂ Kwɔtə́ Mnwə̀
le Secrétariat des Conseils Ministériels.	Dyə̂ kəlák cúʼtə mŋwǎláʼ
l’Observatoire des Ressources Humaines.	Dyə̂ nedyə́ Nwəláʼ
la Division Linguistique et du Bilinguisme.	Dyə̂ Zhyə̂mghɔm ba yə gɔm ghɔm mə́bʉə́ə́
Les responsables des services internes peuvent bénéficier d’une délégation de signature.	Pɔ pyə wâp ntíŋnyə́ nə́ mfaʼ ntʉ́m dyə́ á ghə nə́ tíŋnyə nə́ bəyá faʼ yə pú ghó wáp
PARAGRAPHE DU SERVICE DES DEPLACEMENTS.	KAM MNWƏ  NƏ́ GHƆ TSɄꞋ BÎ MGHƐ̀FÀꞋ
Placé sous l’autorité d’un Chef de service le Service des Déplacements est chargé des formalités des déplacements dûment autorisés.	Mnwə cwɛ́ʼkwə mghɛfaʼ yə taʼ Tâdyə̌ nê dé â dyəʼ mnwə cwəyə mǒ wə́ gɔ́ mtsʉʼ bə pú píŋ áá
Le Premier ministre vient de se rendre dans le NOSO	Dəŋdzə ŋwâlǎʼ wə́ tə́ fə́ m NOZO
We’ve detected that JavaScript is disabled in this browser	Á bə pyə̌ yɔ́ gaə́ Javascript vʉŋoʼ ntʉ́m mə́lɔ̌mgəgʉɔ́ yə̌ŋ
Please enable JavaScript or switch to a supported browser to continue using twittercom	Sə́sô téŋoʼ nə́ Javascript kə fɛ́ m nə́ mə́lɔ̌mgəgʉɔ́ yə á kuʼ á tə́ gwím twítercom nə́ gɔ́dzə̀
You can see a list of supported browsers in our Help Center	Pə́ o yɔ́ mə́lɔ̌mgəgʉɔ́ myə á kuʼnyə á nə́ Tsʉʼ Kwítə̀
Please read the Terms and conditions below before you register	Sə́sô ké bʉɔ̌ghiŋ mɔ sîsǐ tə́ bvə́ tsó
Password will be sent to your email address after you accept these terms	Pú gɔ cya nəhé ntʉ́m ímê o jʉm páʼ ó gɔ píŋ bʉɔ̌ghiŋ mɔ áá
"transl8(""Click here""); ?>if you already have an account"	"(""Nwɔʼ tsɔʼɔ""); ?> bə́yə ó tsə̂m ghə cwɛ áá"
Click here if you have forgotten your password	Nwɔʼ tsɔʼ bə́yə ó tʉɔnyə páswɔ̂ ó lə
France: Cyrille Kemmegne glorifie la BAS	Fəlaŋsí: Cyrille Kemmegne wə́ gámtə́ BAS
Une femme accuse le journaliste Eric Christian Nya de coucher avec son mari (vidéo)	Taʼ mə̂jwǐ wə́ dáʼ mə́kwɛ́ Eric Christian Nya gaə́ ě nuŋ dhə̂ e (ciŋyə shyəcyə)
Voici la véritable cause du décès de Christian Penda Ekoka	Yɔ nwə nyə́nyɔ́ nə̂ mkwɔ̌pvʉ́ Christian Penda Ekoka yə̌ŋ
voici la vidéo sex3uelle de Shakiro qui a mis les jeunes en colère	Yɔ ciŋnyə shyəcyə nə́ tsə́nɔm Shakiro yə a kə yɛ̌lúŋ ŋkɛ̂mo á yə̌ŋ
La dépouille de Christian Penda Ekoka est méconnaissable	Mo ka píŋ jiŋ pfə́ Christian Penda Ekoka
NOSO: la tension monte au sein de l'armée le Gal Nka Valere convoqué à Yaoundé	NOSO: Ǎ wə́ sə́ cəcə̌ msə̌ŋwì pú ké Mə́cwɔ̂ʼ Tâdyə̂ msə̌ŋwi Nka Valere m Yàwùdè
Départ d'Paul Biya évoque sa retraite politique	Nə́ghɔ Paul Biya gɔ há bí nə́ hwítə nwə khəkhə
Dieudonné Essomba: les 6 minutes de parole qui ont conduit Vision4 à le virer (vidéo)	Dieudonné Essomba: jɛ̂ghɔm nə́ mə́nêk ntɔkɔ́ yə a gə Vizyɔ́ŋ4 zhə̂ŋ é fàʼ (ciŋnyə shyəcyə)
l'armée neutralise le 'General NO PITY' et plusieurs de ses combattants	Msə̌ŋwǐ zhwə́ 'General NO PITY' pú a shə́ pə́khʉ̌ pəlóʼshu pyə́
Vision4: la belle Marcelline Mintamack virée par Amougou Bélinga après son mariage	Vizyɔ́ŋ4: Amougou Bélinga nɔ́ twatwa Marcelline Mintamack faʼ jʉm páʼ e dɔ́mdyə́ lə
Paul Biya retire son cachet sec à Ferdinand Ngoh Ngoh	Paul Biya kwí sətâm e bí Ferdinand Ngoh Ngoh
NOSO: plusieurs militaires camerounais font défection	NOZO: Boʼyɔ̂m msə̌ŋwi Kaməlúm wə́ bɔ́k
Brenda Biya échappe de justesse un kidnapping en Europe	Brenda Biya vɔk nə́ghəm é gɔ́ dwɔʼ á mûywə́ Erɔpe
Conflits fratricides à Mvomeka: Paul Biya 'convoqué' à la Sous -préfecture de Kribi 1	Bɔnyə thə́kǒgɔ́p Mvɔmekà: Paul Biya ké Tâdyə̂ Pfə́láʼ Kribi 1
les éléments du ‘General NO PITY’ publient la vidéo de l’attaque d'Elak Oku	Pə̂ŋkʉ̌ 'General NP PITY' ghap ciŋnyə shyəcyə nə́ shu Elak Okù
les ministres (encore) interdits de sortie du pays la tension monte	Ŋwâlǎʼ pyə bú biŋ shóʼ wáp nə́ ghɔ tə́m ǎ wə́ jɛ́
des médias livrent des détails sur la santé de Paul Biya	Mmedyá wə́ há lasicwə nə́ nə̂ntʉɔ Paul  Biyà
en colère Paul Biya refuse de recevoir le président de la CAF	Lǔŋ Paul Biyǎ yɛ́ tə e kəŋnyə nə́ lə gʉɔ Tâdyə̂ KÂF
voici la lettre confidentielle qui liste les intrigues de Ngoh Ngoh	Yɔ́ ŋwaʼnyə dʉmtʉm yə á wə́ ntʉɔ́tə́ nə́wimo Ngoh Ngoh
Manaouda'passe sa première nuit' au TCS	Mnaoudǎ tí dəŋdzə tyə̌ʼ Mə́cwɔ̂ʼ tsʉʼ Sâʼ Bɔ̂kbɔ́k nwə̀ MBN
Démission collective au PRCN dans la circonscription de Nourane Foster	Pɔmnə̌ŋ cəŋvəŋ ntə́m nə̂ PCRN ntʉ́m cú'tǝ khǝkhǝ pfǝ́lá' Nourane Foster
NOTE CONFIDENTIELLE: les dirigeants suisses tournent le dos à Paul Biya	Nwə dʉmtʉm: Mkǎmguŋ Swísə̌ há ŋkaʼtə yáp bí Paul Biyà
Conditions d'une secte: voici pourquoi l'homme s'est suicidé devant sa fille	Mcoʼ sʉɔ̀ sɛ̂ktə̀: Yɔ́ ywə́ yə aa kə ghə tə́ tâmbɛ̂ cəŋnyə dzə̌ mú e yəmjwǐ á yə̌ŋ
Acculé par le TCS Paul Atanga Nji brise enfin le silence	MBN shyányə́ Paul Atanga Nji shyányə́ tə e ghɔ̂mnwə̀
Accueil de Paul Biya: le FDC parle 'd'illustration d'une communication aux accents tribalistes	Sɔ'pǝpúŋ Paul Biya: FDC ghɔm gaǝ́ pú kǝ yɔ̂ kyǝ nǝ́ mfa' tsʉ́'ʉ́
Affaire s3xtape: Malicka choque l'audience par ses propos sexuels contre Martin Camus	Nwə stə́nɔ̀m: Malicka tényə́ ntúŋ pəyúʼshɛ pú a mghɔm tsə́nɔm bí Martin Camus
Fausses instructions de les aveux de Ferdinand Ngoh Ngoh	Cwanwə Ferdinand Ngoh Ngoh
Un bunker au palais d'Etoudi:voici où dort Paul Biya dans la forteresse secrète	taʼ búŋkɛ Nəmo Etùdì: yɔ́ tsʉʼ yə paul Biyâ dí nə́ ntʉ́m ŋə́mŋə̂m fám á yə̌ŋ
Corruption au Cameroun: grosses révélations de MEDIAPART sur les secteurs touchés	Nùʼshwə kaməlûm: Nwətəzhyə̌ myə a fə́ bî MEDIAPART nə́ mtsʉʼ myə á bə́ nə́
CAN voici l’hôtel où Mimi Fawaz jouait avec les moustiques	KAN: Yɔ́ ɔtɛ̂ yə Mimi Fawaz kə̌ wə́ fyə́ pú a mníníŋ á yə̌ŋ
voici les résultats de l’exploitation des téléphones de Camus Mimb et Eteki	Yɔ mcuŋ myə pú nté ntʉ́m khətʉɔ́ Camus Mimb pû Eteki á mɔ̌
Arrestation au Nigéria du principal fournisseur d'armes et d'explosifs aux Ambazoniens	Pú ghəm tâdyə̂ pənyapmgá há bí pə ambazonyɛ̂ŋ Nizhéryà
Santé de Paul Biya: les nouvelles de Suisse ne sont pas bonnes	Nə́ntʉɔ Paul Biyà: Mcuŋ myə a fə́ Swîsə á ka pûŋ
Sérail: 'la France écarte Franck Biya de la succession et choisit un joker	Seráyə: Fəlaŋsí té Franck Biya nə́ tsʉ̌dyə́ shí taʼ jokɛ̂
Faux acte de naissance: 'un mandat d'amener délivré contre Rébecca Enonchong	Ŋwaʼnyə tsə̂ yə cwə̀pùŋ: pú cya taʼ 'maŋdâ nəsɔ́ʼɔ́' bí Rébecca Enonchong
Media: Dieudonné Essomba banni de Vision 4	Medyâ: Pú nɔ́ Dieudonné Essomba Vozyɔ́ŋ 4
Assassinat en série - Interpol: une dame révèle tous les secrets de Billy Akele	Zhwə́tɔ́ pɔ̀: -Taʼ mâmjwǐ tú mnwə Billy Akele
4 journalistes arrêtés à Douala	Pú ghəm pəmə́kwɛ́ 4 Dwǎlá
NOSO: réponse d'un élément du BIR à l'ultimatum du 'General No Pity	NOZO: pìŋghɔm taʼ sə̌ŋwi BIR bí 'General NO PITY' nə́ ultimatûm myə́
Tentative d'assassinat: un prof d'université livre son ancienne femme à sa conquête	Nə́ shə̂ŋ nə́ zhwə̂mò: taʼ mə́cwɔ̂ʼ Gɛzhíʼtə səkú Cyəgwɛ̌ fiŋ bvo jwî i bí mə́ghap e
mauvaise nouvelle pour Alain Fogué et Bibou Nissack	Mcuŋ bɔ̂kpɔ̌k nə́ Alain Fogué pû Bibou Nissack
Université de Yaoundé Paul Biya rend justice à Fridolin Nke	Səkú Cyəgwɛ Yawude Paul Biyǎ pîŋ yə́ nwə Fridolin Nke
Notes contre de l'argent ou du se3xe: le gros scandale de l'université de Buea	Dəŋpe səkú nə́ ŋkwí ŋkǎp kə to lə̂: Tɔ̂mnwə yə a kə tə̌m Səkú Cyəgwɛ Bweyà
le MRC appelle Michelle Ndoki à présenter sa démission du parti	MRC ghɔm gaə́ Michelle Ndoki ŋwáʼ ŋwaʼnyə nəntə́m ntʉ́m cúʼtə khəkhə
Groupe l'Anecdote: révélations sur les raisons du remplacement de Martial Owona	Pɔ Anɛkdɔ̂t: Nwətəzhyə̌ nə́ ywə́ yə a kə ghə tə́ pú kwípnyə Martial Owona
Qui est cette première dame africaine que Kadhafi a tenté de violer à Tripoli ?	Â bə́ yá Jwî Foguŋ Afrika tə́ Kadhafí lə foʼ nə́ nuŋ é Tripolî təkuŋŋkúŋŋ́?
Fridolin Nke a beaucoup provoqué le Colonel Bamkoui ce n'est pas bon	Frodolin Nke náʼ ŋkám Kolonɛ́l Bamkoui teʼ a ka pûŋ
Trafic de une jeune fille et un puissant gang arrêtés à Douala	Pú ghəm mjwǐ shǔŋ gə́ shə́ pəbɛ̂ Dwǎlá
Frais d’Nalova Lyonga et les 25000 Fcfa de la discorde	Nalóva Lyɔ́ŋga pú a ŋkâp 25000 FCFA yə á wə́ gɔ́mnwə̀
Prof Bahebeck à propos de Pierre 'je ne le reconnais pas c'est un traître	Mə́cwɔ̂ʼ Gɛlaʼtə Tá Bahebeck nə̂ Pierre: 'Ŋ ka zhyə́ é â bə́ taʼ fìŋgùŋ'
Torture d'un civil à la machette: Mbraga Nguele violemment rappelé à l'ordre	Nə́ maʼnyə pú a nyə̂dwɔ̀p: pú lə á shu ntéŋ Mbarge Nguele
