english	yoruba
She added that free tuition initiatives for learners have had to scale down due to social distancing rules imposed by the government and health officials.	Ó fi kún un pé iná ètò fún owó ilé-ìwé ọ̀fẹ́ fún àwọn akẹ́kọ̀ọ́ ní láti jó rẹ̀yìn nítorí òfin jíjìnnà síraẹni láwùjọ tí ìjọba àti àwọn ikọ̀ elétò ìlera kàn nípá.
Asha Jaffar, a journalist and Kibra resident, points over Kibra settlement.	Asha Jaffar, akọ̀rọ̀yìn àti olùgbé Kibra ń nawọ́ sí àwọn ibùgbé Kibra.
Photo by Kibra Food Drive, August 2020, used with permission.	Àwòrán láti Ètò ìpèsè Ouńjẹ ọ̀fé Kibra, Oṣù Ògún, ọdún 2020,  àwòrán jẹ́ lílò pẹ̀lú ìyọ̀nda.
The long-term impact of school closures are wide-ranging and even more devastating to families living below the poverty line.	Ipa ìtìpa ọlọ́jọ́ gbọọrọ àwọn ilé-ìwé náà ti ń kọjá agbára bẹ́ẹ̀ ni ó sì ń lapa burúkú lórí àwọn ìdílé tí wọn kò rọ́wọ́ họrí.
As food security takes precedence over education, learners — particularly girls and young women — from vulnerable families often have to work on farms and contribute to household chores or care work instead of learning.	Pẹ̀lú bí aáyan àtijẹ-àtimu ṣe borí aáyan ètò- ẹ̀kọ́, àwọn akẹ́kọ̀ọ́ pàápàá àwọn omọdébìnrin àti àwọn abilékọ kékèké láti àwọn ìdílé tí ìṣẹ́ ń bá fínra nílò láti ṣe iṣẹ́ oko dídá àti àwọn iṣẹ́ ilé tàbí iṣẹ́ àgbàtọ́ dípò ẹ̀kọ́ ìwé kíkọ́.
This played out during the lockdown which coincided with the peak planting season in March.	Èyí wáyé nínú ìtìpa yìí tí ó ṣe déédé pẹ̀lú àkókò tí ọ̀gbìn ṣíṣe wọ́pọ̀ jùlọ ní oṣù Ẹrẹ́nà.
Some girls may even be subject to early marriage which puts them at a higher risk of dropping out of school, often as a result of early pregnancies.	Àwọn ọmọdébìnrin mìíràn gan-an lè tibẹ̀ ti kékeré lọ́kọ léyìí tí yóò sọ wọ́n sínú ewu pípa ilé-ìwé tì láti ara oyún àpàpàndodo.
Hence, educational outcomes for the most vulnerable families will suffer as they have little reason to send their children back to school when it reopens.	Nítorí náà, ètò-ẹ̀kọ́ nínú àwọn ìdílé tí ìṣẹ́ ń bá fínra yóò lami, ìdí ni pé ọ̀pọ̀ nínú wọn ni kò rí ìdí pàtàkì tí ó fi yẹ kí wọn ó darí àwọn ọmọ wọn padà sí ilé-ìwé tí àwọn ilé-ìwé bá di ṣísí padà.
In  March, Jaffar launched Kibra Food Drive to help alleviate hunger in the Kibra community through donations of food parcels to the most vulnerable families.	Ní oṣù Ẹrénà, Jaffar ṣe ìfilọ́lẹ̀ Ìpèsè Ouńjẹ ọ̀fé Kibra, láti lé ebi jìnà sí agbègbè Kibra pẹ̀lú fífi àpọ̀ kékèké tí ó kún fún oríṣìíríṣìí oúnjẹ ta àwọn ìdílé kòlàkòṣagbe lọ́ọrẹ.
It started through donation solicitation via M-Pesa (a mobile wallet), with the aim of feeding 100 vulnerable families a week, but with an increasing need for support, the initiative has fed 2,400 families, as of August 5.	Ó bẹ̀rẹ̀ pẹ̀lú wíwá àwọn ìtọrẹ àánú lórí M-pesa (àpò owó orí èrọ ìbánisọ̀rọ̀ alágbèéká) pẹ̀lú èrọ̀ngbà láti bọ́ àwọn ìdílé tí kò ń ọ̀pọ́n pọ́n là 100 fún ọ̀ṣẹ̀ kan, ṣùgbọ́n pẹ̀lú bí àwọn tí wọ́n nílò ìrànlọ́wọ́ ṣe ń pọ̀ si, ètò yìí ti bọ́ ìdílé tí ó tó 2400 títí di Ọjọ 5, Oṣù Ògún.
Jaffar recognizes that providing free meals is not enough because the families ultimately need support to start small businesses.	Jaffar rí i mọ̀ pé ìpèsè oúnjẹ ọ̀fẹ́ kò tó nítorí pé àwọn ìdílé yìí nílò àtìlẹ́yìn láti bẹ̀rẹ̀ oko-òwò kéékèèké.
However, the community remains in a deadlock as trade and economic activity stalls.	Àmọ́ ṣá o, orọ̀ ajé agbègbè yìí dùró gbọhin pẹ̀lú bí káràkátà ṣe ti wara ro.
A volunteer delivers food to Kibra residents through the Kibra food drive in Kibra, Kenya, August 2020.	Afínúfẹ́dọ̀ pín oúnjẹ fún àwọn ènìyàn ibùgbé Kibra láti Ètò ìpèsè Ouńjẹ ọ̀fé Kibra, Kenya, Oṣù Ògún, ọdún 2020.
Photo by Kibra Food Drive, used with permission.	Àwòrán láti Ètò ìpèsè Ouńjẹ ọ̀fé Kibra, àwòrán jẹ́ lílò pẹ̀lú ìyọ̀nda.
Kenya anticipates a new academic year in 2021 — but this all depends on the number of COVID-19 infections — according to Education Cabinet Secretary Magoha.	Kenya ń retí ọdún ètò-ẹ̀kọ́ tuntun nì ọdún 2021— Ṣùgbọ́n èyí tún wà lọ́wọ́ iye ènìyàn tí àrùn COVID-19 bá kọlù —  gẹ́gẹ́ bí ọ̀rọ̀ Magoha, Akọ̀wé Ìgbìmọ̀ Ètò-ẹ̀kọ́.
Several education experts say that this period is an opportune time for the government to conduct a gap analysis of the education system and perform a complete reboot in the quest to provide equitable access to learning for all as envisioned in the Kenya Basic Education COVID-19 Emergency Response Plan.	Ọ̀pọ̀ àwọn amòye nídìí ètò ẹ̀kọ́ sọ báyìí pé àkókò yìí jé oore-ọ̀fẹ́ fún ìjọba láti ṣe ìgbéléwọ̀n ètò-ẹ̀kọ́, kí wọn ó sì tún iná ìpèsè ẹ̀kọ́ fún tẹ̀rútọmọ dá gẹ́gẹ́ bí àfojúsùn àjọ elétò ẹ̀kọ́ ìpìlẹ, abetíwéré sí ìṣẹ̀lè pàjáwìrì COVID-19 ti ilẹ̀ Kenya.
The first step would be to allocate budget toward improving the school infrastructure in terms of lighting, desks and chairs and providing reliable electricity supply — especially in rural areas.	Ìgbésẹ̀ àkọ́kọ́, yóò jẹ́ ìya owó sọ́tọ̀ láti mú ìdàgbàsókè bá ilé-ìwé nípa ìpèsè iná, àwọn tábìlì ìkàwé, àga ìjókòó àti iná mọ̀nàmọ́ná tó ṣeé fọkàn tán, pàápàá jùlọ ní àwọn ìgbèríko.
Next, the government could lower water and electricity tariffs for schools as these huge costs are hurting their operations.	Léyìn èyí, ìjọba lè mú àdínkù bá owó iná àti owó omi ní àwọn ilé ìwé nítorí pé bí ó ṣe gbérí yìí ń pa iṣẹ́ wọn lára.
Only when these priorities are sorted can efforts resume on a stalled digital literacy project initiated in 2013 by the government.	Léyin bí àwọn ohun tí ó ṣe kókó wọ̀nyí bá ti di yíyanjú nìkan ni ìgbìyànjú le bẹ̀rẹ̀ lórí Iṣẹ́ àkànṣe ìkàwé ìgbàlódé alápilẹ̀rọ tí ìjọba gbé jáde ni ọdún 2013.
The digital literacy program aimed to ensure that learners in lower primary school (grades 1-3) can use digital technology and communication tools, with an overarching objective to transform learning in Kenya into a 21st-century education system.	Ètò Mọ̀ọ́kọ-mọ̀ọ́kà Ẹ̀rọ-ayárabíàṣá yìí gbèrò láti rí i wí pé àwọn akẹ́kọ̀ọ́ ilé-ìwé alákọ̀ọ́bẹ̀rẹ̀ (onípò 1-3) lè lo àwọn èrọ ìgbàlódé àti àwọn ohun èlò ìbáraẹnisọ̀rọ̀ pẹ̀lú èròǹgbà láti mú kí ètò ẹ̀kọ́ ilẹ̀ Kenya ó bá ti ọgọ́rùn-ún ọdún 21 mu.
The project stalled barely got off the ground after its pilot phase due to failure to meet intended outcomes and educators being ill-prepared to scale out the initiative.	Iṣẹ́ àkànṣe náà fẹ́rẹ̀ẹ́ má gbéra sọ bí wọ́n ṣe kọ́kọ́ múra sí i tó pẹ̀lú bí àwọn àfojúsùn wọn ṣe kùnà àti bí ìmúrasílẹ̀ àwọn olùkọ́ ṣe mẹ́hẹ.
To achieve success, the program requires extensive ICT training for educators so they can effectively use and troubleshoot these gadgets.	Láti le kẹ́sẹ járí, ètò yìí nílò kí wọn ó dá àwọn olùkọ́ lẹ́kọ̀ọ́ ìlò àwọn ẹ̀rọ ìgbàlódé kí wọn ó bà lè ṣàmúlò àwọn ẹ̀rọ náà bí ó ti yẹ.
Kenya has progressed from a Universal Primary Education (UPE) agenda into an Education For All (EFA) agenda.	Ọ̀pọ́n Orílẹ̀-èdè Kenya ti sún láti ìṣètò Ẹ̀kọ́ alákọ̀ọ́bẹ̀ẹ̀rẹ̀ káàkiri àgbáyé (UPE) sí àgbéṣe Ẹ̀kọ́-ìwé fún gbogbo ènìyàn (EFA).
UPE, the second goal in the United Nations Millennium Development Goal, aimed to ensure that by 2015, all children around the world completed primary schooling, whereas EFA, was a global movement led by UNESCO, aimed to bring the benefits of education to “every citizen in every society.”	UPE tí ó jẹ́ Ìlépa kejì Ilépa ìdàgbàsókè ti Ẹgbẹ̀rún ọdún Àjọ Ìsọ̀kan Àgbáyé tí ó gbèrò láti rí i wí pé nígbà tí ó bá fi máa di ọdún 2015, gbogbo ọmọ ní jákèjádò àgbáyé ni wọn ó ti parí ilé-ìwé alákòóbẹ̀ẹ̀rẹ̀, ṣùgbọ́n EFA ní tirẹ̀ jẹ́ ìpolongo àgbáyé tí àjọ UNESCO léwájú rẹ̀, pẹ̀lú èròǹgbà láti mú àǹfààní ẹ̀kọ́-ìwé tọ “gbogbo ọmọ ìlú ní gbogbo àwọn àwùjọ ”  àgbáyé lọ.
With these gains, Kenya cannot afford to roll back on progress.	Pẹ̀lú àwọn àǹfààní wọ̀nyí, orílẹ̀-èdè Kenya ò gbọdọ̀ fa ọwọ́ aago ìdàgbàsókè yìí sẹ́yìn.
Kenya’s next challenge is now to ensure that learners have access to digital literacy projects that provide not just conventional education, but holistic, skills-based, autonomous learning in order to meet its education vision and sustainable development goals by 2030.	Ìpènijà tí ó kángun sí orílẹ̀-èdè Kenya báyìí ni láti rí i wí pé àwọn akẹ́kọ̀ọ́ ní oore-ọ̀fẹ́ sí àwọn iṣẹ́ àkànṣe ìkàwé ìgbàlódé tí kì í ṣe ẹ̀kọ́-ìwé nìkan ni yóò máa kọ́ni, sùgbọ́n àpapọ̀ ẹ̀kọ́ tí yóò tún máa kọ́ni lọ́gbọ́n àtiṣe lóríṣìiríṣìi, ìmọ̀ àtilèdádúró láti lè bá àfojúsùn wọn àti ìmúṣẹ ìlepa ìgbérò ìdàgbàsókè tí ó bá fi máa di ọdún 2030.
The struggle to end Nigeria's brutal SARS police unit continues	Ìlàkàkà láti fi òpin sí òkúrorò SARS ẹ̀ka ilé-isẹ́ ọlọ́pàá ilẹ̀ Nàìjííríà ń tẹ̀síwájú.
Nigerian youth continue to protest throughout the country	Àwọn ọ̀dọ́ Nàìjíríà ń tẹ̀síwájú ìfẹ̀hónúhàn jákèjádò orílèèdè náà
Posted 15 October 2020 14:40 GMT	Àtẹ̀jáde ìtúmọ̀ 15 Ọ̀wàrà 2020
Read this post in Yorùbá, Français, Español	Ka àtẹ̀jáde yìí ní Français, Español, English
Protesters gather to end SARS on October 13, 2020, in Ikeja, Lagos.	Àwọn afẹ̀hónúhàn kóra jọ láti fi òpin sí ikọ̀ SARS ní Ọjọ́ 13, Oṣù Òwàrà, Ọdún 2020, ní Ikeja, Èkó.
Photo by Nora Awolowo, used with permission.	Àwòrán láti ọwọ́ Nora Awolowo, s̩ís̩àmúlò pẹ̀lú ìyọ̀nda.
Over the last week, Nigerian youth have risen up in masses to wage war against a unit of the Nigeria Police Force known as The Special Anti-Robbery Squad (SARS), notorious for extrajudicial killings, extortion, kidnapping, and rape since the unit was created in 1992.	Láti ọ̀sẹ̀ tó ti kọjá, àwọn ọ̀dọ́ ọmọ orílẹ̀-èdè Nàìjííríà ti gbéra sọ lọ́pọ̀ yanturu láti gbógun ti ẹ̀ka kan lábẹ Ilé-Iṣẹ́ Ọlọ́pàá Orílẹ̀-èdè Nàìjííríà tí a mọ̀ sí Ikọ̀ Agbógunti Ìdigunjalè (SARS), èyí tí wó̩n gbajúgbajà fún ìṣekúpani, ìlọ́nilọ́wọ́gbà, ìjínigbé, ìfipábánilòpọ̀ láti ọdún 1992 tí wọ́n ti dáwo̩n sílẹ̀.
More than 100 people have reportedly been killed by SARS in past four to five years, according to Amnesty International.	Ó lé ní o̩gó̩rùn-ún ènìyàn tí Ikọ̀ SARS ti ṣekú pa láti bí ọdún mẹ́rin sí márùn-ún sẹ́yìn gẹ́gẹ́ bí Amnesty International ṣe jábọ̀.
Nigerian youth — often the target of SARS — have, on several occasions, clamored for a total scrap of the unit, to no avail.	Àwọn ọ̀dọ́ ọmọ orílẹ̀-èdè Nàìjííríà ­— tí ó máa ń jẹ́ àfojúsùn ikọ̀ SARS lọ́pọ̀ ìgbà — ti figbe ta láìmọye ìgbà pé kí wọn ó pa ẹ̀ka náà rẹ́ pátápátá ṣùgbọ́n wó̩n ko̩tí o̩gbó̩in si.
But this time, several recent arrests and killings in Lagos State sparked the zeal to make this a reality — after the SARS was disbanded about four times in four years — has driven mass action on the streets.	Ṣùgbọ́n ní báyìí, ìfipáńpẹ́-ọba-gbé àti ìṣekúpani tó ń peléke sí i lẹ́nu lọ́ọ́lọ́ yìí ní ìpínlẹ̀ Èkó ni ó tún ta àwọn ènìyàn jí láti rí i pé ó wá sí ìmúṣẹ —lẹ́yìn tí Ikọ̀ SARS ti kọ́kọ́ di tíkúkà ní ẹ̀ẹ̀mẹrin ọ̀tọ̀ọ̀tọ̀ láàárín ọdún mẹ́rin — ti fa ìwó̩de ọ̀pọ̀lọpọ̀ ènìyàn nígboro.
READ MORE: ‘Lazy’ Nigerian youth mobilize #EndSARS protest from social media to the streets	KÀ SÍWÁJÚ: ‘Ò̩lẹ’ ọ̀dọ́ orílẹ̀-èdè Nàìjííríà kó ìfẹ̀hónúhàn #EndSars (FI ÒPIN SÍ IKỌ̀ SARS) jọ láti orí ẹ̀rọ alátagbà títí dé àárín ìgboro.
This war against police brutality has also created a wave of awareness and generated a lot of conversations in the media space.	Ìgbógunti ìwà òkúrorò àwọn ọlọ́pàá yìí tún di ohun tí gbogbo ènìyàn ń gbà bí ẹni gba igbá ọtí, ó sì tún di kókó ọ̀rọ̀ ọ̀pọ̀lọpọ̀ ìtàkùrọsọ lórí gbàgede ẹ̀rọ alátagbà
Protests have erupted in at least 12 of Nigeria’s 36 states, including Abuja, the federal capital, and Lagos, where protesters have blocked toll gates and airports within the state, hoping it makes an economic effect so elected leaders can acknowledge the protesters’ wishes in no time.	Ìfẹ̀hónúhàn ti gbéra sọ ní ó kéré tán ìpínlẹ̀ méjìlá nínú ìpínlẹ̀ mé̩rìndínlógójì orílẹ̀-èdè Nàìjííríà tí ó fi mọ́ Abuja, olú-ìlú orílẹ̀-èdè náà àti Èkọ́, níbi tí àwọn afẹ̀hónúhàn ti dí àwọn ẹnu ibodè asanwó-kí-a-tó-kọjá àti àwọn pápákọ̀ òfuurufú ní ìpínlẹ̀ náà, pẹ̀lú ìrètí àtimú kí ó fa ètò ọrọ̀ ajé sẹ́yìn kí àwọn adarí tí a yàn lè gbọ́ sí àwọn àfẹ̀hónúhàn lẹ́nu láifi àkókò ṣòfò.
Here are the protesters’ demands:	Èyí ni àwọn ohun tí àwọn afẹ̀hónúhàn ń fẹ́:
Nigerians in the diaspora have also taken to the streets to show their displeasure with the notorious SARS unit which has, for years, committed crimes with impunity.	Àwọn ọmọ orílẹ̀-èdè Nàìjííríà lẹ́yìn odi náà ti fọ́n sígboro láti fi àìdùnnú wọn hàn sí ikọ̀ ògbólógbo SARS yìí, tí ó ti ń hu oríṣiríṣi ìwa láabi láti àìmọye ọdún sẹ́yìn.
Protesters have gathered to denounce SARS in London, England, Dublin, Ireland, Ottawa and Toronto, Canada, Cologne, Germany, Moscow, Russia, Pretoria, South Africa, as well as Texas and Washington, DC, in the US.	Àwọn afẹ̀hónúhàn ti kóra jọ ní London, England, Dublin, Ireland, Ottawa, àti Toronto, Canada, Cologne, Germany, Moscow, Russia, Pretoria, South Africa tí ó fi mọ́ Texas àti Washington, DC ní ilẹ̀ Amẹ́ríkà láti bu ẹnu àtẹ́ lu ikọ̀ SARS.
At least 10 protesters have been killed during the protests, according to Amnesty International.	Ó kéré tan àwọn afẹ̀hónúhàn mé̩wàá ni wọ́n ti ṣekú pa ní àsìkò ìfẹ̀hónúhàn, gẹ́gẹ́ bí Amnesty International ṣe sọ.
Among those killed is Jimoh Isiaq, killed in Ogbomosho, Oyo State, and Ikechukwu Ilohamauzo, killed at the Surulere protest in Lagos, whose names both went viral on social media.	Lára àwọn tí wọ́n pa ni Jimoh Isiaq, tí wọ́n pa ní ìlú Ògbómò̩s̩ó̩, Ìpínlẹ̀ Oyo, àti Ikechukwu Ilohamauzo tí wọn pa ní àsìkò ìfẹ̀hónúhàn Sùúrùlérè ní Èkó, tí orúkọ wọn gba orí àwọn ìkànnì ìbánidọ́rẹ̀ẹ́ orí ẹ̀rọ alátagbà kan.
Medical doctors have begun to accompany protesters in cases of emergency.	Àwọn oníṣègùn òyìnbó tí ń kọ́wọ̀ọ́ rìn pẹ̀lú àwọn afẹ̀hónúhàn tórí bí ìṣẹ̀lẹ̀ pàjáwìrì bá wáyé.
Protesters gather to denounce SARS, Monday, October 12, 2020, in Yaba, Lagos.	Àwon afẹ̀hónúhàn kóra jọ láti bu ẹnu àtẹ́ lu ikọ̀ SARS ní Ọjọ́ kejìlá, Oṣù Ọ̀wàrà, Ọdún 2020 ní Yaba, Èkó.
Photo by Aremu Adeola Jr., used with permission.	Àwòrán láti ọwọ́ Aremu Adeola Jr, s̩ís̩àmúlò pẹ̀lú ìyọ̀nda.
Inspector-General of Police Muhammad Adamu disbanded the unit a few days ago, but Nigerians are not convinced this will take effect as the previous disbandment of the unit never yielded positive results.	Ọ̀gá àgbà Ọlọ́pàá nílẹ̀ Nàìjííríà Muhammad Adamu tú ikọ̀ náà ká ní bí ọjọ́ mélòó kan sẹ́yìn, ṣùgbọ́n ìgbésẹ̀ yìí kò tẹ́ àwọn ọmọ orílẹ̀-èdè Nàìjííríà lọ́rùn nítorí pé àwọn ìgbésẹ̀ tí wọ́n ti gbé ṣáájú nípa ikọ̀ náà kò so èso rere.
On Monday, President Muhammad Buhari of Nigeria assured citizens that the disbandment will be effective immediately and that the federal government will establish a presidential reform panel to look into police welfare and other critical areas, ensuring the demands of the masses be put into action.	Ní ọjọ́ Ajé, Ààrẹ orílẹ̀-èdè President Nàìjííríà Muhammad Buhari fi ọkàn àwọn ọmọ orílẹ̀-èdè balẹ̀ pé ìgbésẹ̀ ì-tú-ikọ̀ náà ká yóò fẹsẹ̀ múlẹ̀ ní kíá, bẹ́ẹ̀ sì ni ìgbìmọ̀ àtúndá ilé iṣẹ́ ààrẹ yóò rí sí ìgbáyégbádùn àwọn ọlọ́pàá àti àwọn nǹkan mìíràn tí ó tun ṣe pàtàkì, ó ń fi àrídájú hàn pé àwọn ìbéèrè àwọn ará ìlú yóò di mímú ṣe.
