en	tsn
Judas and the Black Messiah: First best picture nominee made by an all-Black production team.	E ne e le tlhopho ya ntlha ya ga Boseman ya di Oscar, yo o tlhokafetseng ka ntlha ya kankere ka Phatwe 2020, pele ga kgololo ya filimi ya gagwe ya bofelo (Black Bottom ya ga Ma Rainey).
First South Korean actor or actress to land an Oscar nomination (Minari).	Judas and the Black Messiah: Tlhopho ya ntlha ya Setswhantsho se se gaisitseng se se dirilweng ke setlhopha ba bantshakono ba batho bantsho
First Asian American to receive a best actor nomination (Minari).	Modiragatsi wa ntlha wa moKorea go fitlhela tlhopho ya di Oscar (Minari).
Her fourth acting nomination makes Davis the most nominated Black actress in Oscar history.	Modiragatsi wa ntlha wa MoAsia wa kwa Amerika go bona tlhopho ya modiragatsi yo o gaisang (Minari).
She has won once.	Tlhopho ya gagwe ya bone, e baya Davis mo maemong a go nna modiragatsi wa mosadi yo o tlhophilweng go ba feta botlhe mo hisetoring ya di Oscar.
At age 83, Hopkins is the oldest best actor nominee ever.	O kile a fenya gangwe.
First nomination for the North African country (The Man Who Sold His Skin).	Ka dingwaga di le 83, Hopkins ke modiragatsi yo o tsofetseng go ba feta yo o tlhophilweng go nna modiragatsi yo o gaisang.
First nomination for Romania (Collective), which is competing in both the international film field and best documentary categories.	Tlhopho ya ntlha ya naga ya Bokone jwa Aforika (The Man Who Sold His Skin).
First Bulgarian actress to be Oscar nominated (Borat Subsequent Moviefilm).	Tlhopho ya ntlha ya Romania (e e kopanetsweng), e e gaisanang mo karolong ya filimi ya  boditšhabatšhaba le mo karolong ya lenaneo la tshedimosetso le le gaisang.
A record nine of the 20 acting nominees are people of color: Andra Day, Chadwick Boseman, Leslie Odom Jr., LaKeith Stanfield, Riz Ahmed, Daniel Kaluuya, Viola Davis, Steven Yeun, Youn Yuh-jung.	Modiragatsi wa ntlha wa kwa Bulgaria go tlhophelwa Oscar (Borat Subsequent Moviefilm ).
Academy Awards Ceremony Will be held on April 25 at Union Station in downtown Los Angeles for the first time, as well as at the Dolby Theatre in Hollywood.	Rekoto: Ba le robonngwe ba badiragatsi ba le 20 ba ba tlhophilweng ke batho ba mmala: Andra Day, Chadwick Boseman, Leslie Odom Jr., LaKeith Stanfield, Riz Ahmed, Daniel Kaluuya, Viola Davis, Steven Yeun, Youn Yuh-jung
American rapper and actor Earl Simmons, known by his stage name DMX or Dark Man X, will be mourned by fans around the world in a livestreamed event from Brooklyns Barclays Centre on Saturday.	Moletlo wa dikgele tsa akatemi e tla tshwarwa ka la 25 Motsheganong kwa seteišeneng sa Union kwa toropong ya Los Angeles lwa ntlha, gammogo le kwa bobogelong jwa Dolby kwa Hollywood.
Simmons, 50, died on April 9 after suffering a heart attack a week earlier, which many media outlets initially attributed to a drug overdose.	Modiragatsi wa mmino wa Rap, Earl Simmons, yo o neng a itsege ka la DMX kgotsa Dark Man X, o tlaa hutsafalewa ke baetleetsi ba gagwe lefatshe ka bophara mo moletlong yo o tlaa tshwarelwang kwa Barclays Centre kwa Brooklyn ka Lamatlhatso.
The memorial at the Barclays Centre will be closed to the public but will be streamed live on DMXs YouTube account at 4 p.m. ET (2000 GMT).	Simmons wa dingwaga di le 50, o tlhokafetse ka la 9 Moranang morago ga go tlhaselwa ke bolwetse jwa pelo beke pele ga foo. Ba le bantsi ba metswedi ya dikgang ba setse ba e golagantse le tiriso e e botlhwaswa ya diritibatsi
A second event will be broadcast live on BET Sunday at 2:30 p.m. ET (1830 GMT) from an undisclosed church in the New York City area.	Setšhaba ga se kitla go letlelelwa go tsena kwa segopotsong se se tlaa tshwarelwang kwa Barclays Center mme ba tlaa letlelelwa go bogela mo mafaratlhatlheng mo akhaontong ya DMX ya YouTube ka ura ya 4 motshegare ET (2000 GMT).
His chart-topping songs included Party Up (Up in Here) and X Gon Give It to Ya.	Moletlo wa bobedi o tlaa phasalatswa ka tlhamalalo mo BET ka Sontanga ka 2:30 motshegare ET (1830 GMT) go tswa kwa kerekeng e leina la yona le sa rebolwang kwa lefelong la New York City.
The Yonkers, New York natives’ career had been marked by legal troubles and prison time, and a well-publicised struggle with drug addiction.	Dipina tsa gagwe tse di neng di tumile thata di akaretsa Party Up (Up in Here) and X Gon Give It to Ya.
The musician’s family, in a statement to People magazine, said he died at New York’s White Plains Hospital with family by his side.	Tiro ya monna yo o neng a tswa kwa The Yonkers kwa New York yo, e ne e dikaganyeditswe ke mathata a semolao, nako e a neng a e dula kwa kgolegelong le bokgoba jwa ba diritibatsi jo bo neng bo itsege thata.
Fans had gathered for days before his death, holding prayer vigils outside the suburban New York hospital, where he had been reported on life support and in a coma.	Ba lelapa la seopedi se, mo tlhagisong ya makasine wa People’s magazine, le kaile fa a tlhokafaletse kwa bookelong jwa White’s Plain kwa New York, a na le ba lelapa mo letlhakore la gagwe.
His rap career had an impressive start, with his debut album in 1998 Its Dark and Hell is Hot, listed as number one on the Billboard 200 chart in the United States.	Baetleetsi ba gagwe ba ne bakgobokana matsatsi pele ga loso lwa gagwe, go tshwara thapelo kwa ntle ga bookelo jwa kwa New York, kwa go neng go begilwe fa mo botshelo jwa bo ne bo tshegeditswe ke metšhine gona.
It sold more than 5 million copies.	Tiro ya gagwe ya mmino wa RAP e simolotse e kgatlhisa fa album wa gagwe ya ntlha ka 1998 e e neng e bidiwa “Its Dark and Hell is Hot” e ne e tlhageletse mo maemong a ntlha mo chateng ya dipina di le 200 kwa United States.
Along with being mourned by fans around the world, his death spurred an outpouring of condolences from stars such as Chance the Rapper who said on social media, Rest in Heaven DMX.	E rekisitse dikhopi tse di fetang dimilione di le 5 ka palo.
Healthcare workers took time out from their hectic and heavy schedules to de-stress in Durban today.	Mmogo le go hutsafalelwa ke baetleetsi ba gagwe lefatshe ka bophara, loso lwa gagwe lo bakile thologelo ya melaetsa e le mentsi ya matshediso go tswa kwa dinaleding tse di tshwanang le seopedi sa mmino wa Rap, Chance, yo o rileng mo mmedieng wa botsalano “Robala kwa legodimong DMX”
They participated in an inter-hospital tournament.	Badiri ba tlhokomelo ya boitekanelo ba tsere nako go tswa mo tirong ya bona e e boima go ya go ikhutsisa ditshika tsa bona tsa tlhaloganyo kwa Durban gompieno.
Under the banner Caring for Caregivers, nurses and doctors from 10 public and private health facilities played sports such as soccer and netball.	Ba ne ba tsaya karolo mo kgaisanong ya thomamente ya kwa bookelong.
More than 700 healthcare workers have succumbed to COVID-19 related complications since April last year.	Ka fa tlase ga ga moono o o reng “Go tlhokomela batlhokomedi”, baoki le dingaka go tswa kwa maokelong a le 10 a setšhaba le a poraefete ba ne ba tshameka metshameko e e tshwanang le motshameko wa kgwele ya dinao le bolotloa.
We are hoping to bring them together and be the one team we have seen them during COVID-19 they are working together, saving our lives.	Badiri ba tlhokomelo ya boitekanelo ba ba fetang 700 ka palo, ba tlhokafetse ka ntlha ya malwetse a a marara a a amanang le COVID-19 go tloga ka Moranang mo ngwageng o o fetileng.
Some have lost their lives during this time.	Re solofela go ba kopanya go nna setlhopha se le sengwe. Re ba bone ka nako ya COVID-19 gore ba ne ba dira mmogo, go boloka matshelo a rona.
We want to express how thankful we are and we are appreciative about the work they have done, says Samukelisiwe Mnguni, one of the Medi-Splash Sport Tournament organisers.	Bangwe ba latlhegetswe ke matshelo a bona ka nako e.
Government has now begun registering the elderly and those with comorbidities for the COVID-19 vaccine.	Re batla go bontsha ditebogo tsa rona go bona ka ditiro tse ba di dirileng, go bua  Samukelisiwe Mnguni, mongwe wa barulaganyi ba thonamente ya metshameko ya Medi-Splash.
Healthcare workers have been prioritised, but with the third wave looming, doctors say it’s up to the public to delay it or prevent the spread by adhering to all COVID-19 protocols.	Puso jaanong e simolotse go kwadisa bagodi le ba ba nang le malwetse a mangwe gore ba bone mokento Wa COVID-19.
We don’t know if we will get a third wave or not. with God’s grace we hope it doesn’t come.	Badiri ba tlhokomelo ba tla pele mme ka lekhubu la boraro le le tlang, dingaka di a re, go mo diatleng tsa setšhaba go le diegisa kgotsa go thibela kanamo ka go latela melao yotlhe ya COVID-19.
But it all depends on you and I, what we do to save the population from the third wave, says Dr Stephen Simango.	Ga re itse gore a re tla bona lekhubu la boraro kgotsa nnyaa. Ka kutlwelobotlhoko ya Modimo, re solofela gore ga le kitla le nna teng.
Healthcare practitioners shared their experiences of working during a pandemic.	Tsotlhe di ikaegile mo go nna le wena, gore re dira eng go sireletsa setšhaba kgatlhanong le lekhubu la boraro, go bua Ngaka Stephen Simango.
It was a tricky situation for us because it’s something we have never experienced before but with the grace of God, we managed to take good care of them (patients).	Badiri ba tlhokomelo ya boitekanelo ba abelane ka maitemogelo a bona a go dira ka nako ya leroborobo.
It wasn’t about us but taking good care of our patients we are there with them, holding their hands because we were actually like a family to them and proving them with all their needs, says Thozama Lwana, a nurse.	E ne e le maemo a a seng bonolo mo go rona ka gonne ke selo se re se nang maitemogelo a sona, mme ka kutlwelobotlhoko ya Modimo, re kgonne go ba fa tlhokomelo e ntle (balwetse).
Pharmacist Sphamandla Made adds: It’s been a very tough year especially with COVID-19 coming along so this is the opportunity to meet up with old friends and family because we treat them like family.	Ga e se fela ka ga tlhokomelo e ntle e re e fang balwetse ba rona, re ntse re na le bona, re ba tshwere ka diatla gonne re tshwana le ba lelapa mo go bona mme re ba tlamela ka ditlhokego tsa bona, go bua Thozama Lwana, mooki.
So it’s great to be outside to be playing and free again.	Ramelemo, Sphamandla o a tlaleletsa: E nnile ngwaga o o boima thata segologolo ka ntlha ya COVID-19 ka jalo se ke tšhono ya gore re kopane le ditsala tsa kgale ba losika gonne re ba tshwara fela jaaka ba losika.
Participants were awarded prizes for their service to the community.	Ka jalo go a itumedisa go nna kwa ntle, go tshameka le go lokologa gape.
Former New York Mayor Rudy Giuliani’s unwitting appearance in Borat Subsequent Moviefilm was named one of the years worst performances by voters for the annual Razzie prizes on Saturday.	Batsayakarolo ba ne ba newa dikabelo tsa ditiro tsa bona tse ba di direlang baagi.
The Razzies, or Golden Raspberry Awards, were created in 1980 and serve as an antidote to Hollywood’s glitzy Oscar’s ceremony, which take place on Sunday.	Tiragatso ya mmeyara wa maloba wa kwa New York mo filiming ya Borat, e ne a kaiwa e le nngwe ya ditiragatso tse di sa kgatlhiseng ke batlhophi ba moputso wa ngwaga le ngwaga wa Razzie ka Lamatlhatso.
Giuliani was named the worst supporting actor for his brief appearance in Sacha Baron Cohens Borat mockumentary sequel.	Di Razzie, kgotsa meputso ya Golden Raspberry, e tlhamilwe ka ngwaga wa 1980 mme di dira jaaka pheko kwa moletlong wa manobonobo wa di Oscar kwa Hollywood, o o tlaa diragalang ka Sontaga.
The former mayor was unknowingly filmed in a hotel room with an actress pretending to be a reporter.	Giuliani o ne a kaiwa e le modiragatsi yo o tshegetsang yo o sa kgatlhiseng mo tlhagelelong ya gagwe ya nakwana mo lenaneong la tshedimosetso la Borat la ga Sacha Baron Cohen.
Giuliani has said nothing inappropriate happened.	Meyara wa maloba o ne a gatisiwa kwa ntle ga kitso ya gagwe kwa phaposing ya kwa hoteleng le modiragatsi yo o neng a itirile mmegadikgang.
Absolute Proof, a movie by My Pillow Chief Executive Mike Lindell, was voted the years worst picture.	Giuliani o rile ga go na sepe se se sa siamang se se diragetseng.
The film featured baseless claims of fraud in the 2020 US presidential election.	Bopaki jo bo tletseng, filimi ya ga Mike Lindell e e bidiwang “My pillow’ e tlhophilwe go nna setshwantsho sa ngwaga se se maswe go di feta tshotlhe.
Lindell, a vocal supporter of former US President Donald Trump, also was named worst actor.	Filimi e, e tlhagisitse ditletlebo tsa tsietso kwa ditlhophong tsa moporeditente ka ngwaga wa 2020.
Music, a movie directed by musician Sia about a young girl with autism, won the most Razzies overall, with three including worst actress for Kate Hudson.	Lindell, motshegetsi wa moporesidente wa maloba Donald trump, le ena o ne kaiwa e le modiragatsi yo o se nang bokgoni.
Razzie winners were chosen by 1 097 members from more than two dozen countries.	Mmino, filimi e e tsamaisiwang ke Sia ka ga mosetsana yo monnye yo o nang le bolwetse jwa autism, e fentse di Razzie di le dintsi ka kakaretso, tse tharo di akaretsa ya modiragatsi yo o se nang bokgoni ya ga Kate Hudson.
Members sign up online and pay a $40 membership fee.	Bafenyi ba di Razzie ba ne ba tlhopilwe ke ditokololo di le 1 097 go tswa kwa dinageng tse di fetang tse pedi.
The City of Tshwane says it wants to take control of the neglected Women’s Living Heritage Monument at Lillian Ngoyi Square in Pretoria.	Ditokololo di ikwadisa mo inthaneteng mme di duela madi a botokololo a a kanang ka dilolara di le 40.
The monument remains closed, four years after its launch.	Toropo ya Tshwane ya re e batla go tsaya taolo ya sefikantswe sa Women’s Living Heritage kwa Lillian Ngoyi square kwa Pretoria.
