en	lug
The Uganda Peoples' Defence Forces head offices in both Bombo and Mbuya were reinforced with barricades.	Eby'okwerinda byeyongera okunywezebwa ku bitebe bya UPDF e Bombo n'e Mbuya.
at the headquarters of the Joint Anti-Terrorist Task Force in Kololo, summit view.	ku kitebbe ekikulu eky'ekitongole ekirwanyisa obutujju ekisangibwa e Kololo.
to help spy on their comrades they were led at the meeting by their former chief of staff, Benz Tushabe Munyangondo.	okusobola okuketta bannaabwe, ku lukuŋŋaana baagenda bakulembeddwamu eyali mukama waabwe akulira abakozi, Benz Tushabe Munyangondo.
Saying that the government of Uganda and Joint Anti-Terrorist Task Force had used and dumped them.	Okugamba nti gavumenti ya Uganda n'ekitongole ekirwanyisa obutujju byali bibakozesezza oluvannyuma ne bibakasuka eri.
The American invasion of Iraq and Afghanistan and the events taking place in Somalia.	Amerika okulumba Iraq ne Afghanistan n'ebyo ebigenda mu maaso mu Somalia.
The meeting was organised by then chief of staff, Maj. Gen. Joshua Masaba and attended by then minister of state for security, Betty Akech.	Olukuŋŋaana olwo lwategekebwa Maj. Gen. Joshua Masaba mu kiseera ekyo eyali akulira abakozi era lwaliko minisita w'eggwanga ku nsonga z'eby'okwerinda, Betty Akech.
For them to work as a team by conducting mass mobilisation campaigns to convince other Allied Democratic Forces combatants to renounce rebellion.	Okukolera awamu okukubiriza n'abalala mu ADF okulekayo obuyeekera.
Allied Democartic Forces terrorists had accumulated a lot of information on the location of security organisations, especially Joint Anti Terrorist Task Force.	Aba ADF baali bamanyi bingi ku wa ebitongole by'okwerinda we bisangibwa, naddala ekyo ekirwanyisa obutujju.
It was stated that the intentions of arrested Allied Democratic Forces operatives were among others elimination of security staff.	Kyagambibwa nti ekimu ku biruubirirwa by'abakessi ba ADF abaakwatibwa kwali kutta ab'eby'okwerinda.
Allied Democratic Forces Infiltrated intelligence.	Aba ADF baayingira mu kitongole ekikessi.
Yudaya Nansubuga and Mubiru Muhammad, all siblings of Ali Mubiru for their connection with Allied Democratic Forces activities on July 25, 2008.	Yudaya Nansubuga ne  Mubiru Muhammad, bonna nga baganda ba Ali Mubiru [baakwatibwa??] olw'okwenyigira mu bikolwa bya ADF nga Jjulaayi 25, 2008.
The government’s main advantage over them was its ability to provide them with monetary incentives.	Gavumenti we yali ebasingira kwe kuba nti yali esobola okubawa ssente.
Leaking internal state intelligence within security agencies to Allied Democartic Forces and provide misleading intelligence to security organisations.	Okubuulira aba ADF ebyama by'ebitongole eby'eby'okwerinda n'okuwa ebitongole by'eby'okwerinda obubaka obutali butuufu.
This was through Kenya, Tanzania and Rwanda before crossing to Goma	Baayitira mu Kenya, Tanzania ne Rwanda nga tebannasomoka kutuuka Goma
Especially in Busoga where there are many Muslim living in poverty.	Nnaddala mu Busoga awali abasiraamu bangi abaavu.
This must be a new tactic introduced through its work with Al Shabaab	Kano kakodyo kapya ke baafuna oluvannyuma lw'okukolagana ne Al Shabaab
Al Shabaab, not so much.	Al Shabaab, si nnyo.
Gen. Aronda informed Museveni 7 days to the attacks.	Gen. Aronda yategeeza Museveni ng'ebula ennaku 7 obulumbaganyi bukolebwe.
Security officers comb the scene of the bomb blast at Kyadondo Rugby Club Lugogo and exterminate urban terrorist squads and those in the countryside.	Ab'eby'okwerinda beekebejja awaabwatukira bbomu e Kyadondo Rugby Club e Lugogo era baamalawo obubiina bw'abatujju mu kibuga be mu bitundu ebirala.
The Joint Anti-Terrorist Task Force team was led by a  Major	Ab'ekitongole ekirwanyisa obutujju baakulemberwa Meja
At the Lugogo scene, security found a Koran next to the severed head of the suicide bomber.	E Lugogo bbomu we yabwatukira ab'eby'okwerinda baasanga Koran okumpi n'omutwe gw'omutujju ogwali gubetenteddwa bbomu.
Again, the Independent is withholding the numbers in order not to jeopardise police investigations.	Omuwendo tegwatuukiriziddwa okwewala okutaataaganya okunoonyereza kwa poliisi.
From these leads, police suspects that the bombs were assembled in Kampala, largely but not entirely.	Okusinziira ku kunoonyereza, poliisi eteebereza nti okusingira ddala bbomu ezo zaapangibwa mu Kampala.
On July twelveth, security organisations deactivated a bomb at Makindye house.	Nga Jjulaayi 12, ab'eby'okwerinda baategulula bbomu ku nnyumba emu e Makindye.
It is not yet clear as to why the bomb did not go off on July eleventh.	Tekinnamanyibwa bulungi lwaki bbomu eyo teyabwatuka nga Jjulaayi 11.
However, security retrieved a Nokia one thousand two hundred eight series from the suicide jacket on which the explosive device was attached.	Naye ab'eby'okwerinda baggya essimu y'ekikya kya Nokia lukumi bibiri mu munaana mu jaketi y'omutujju eyaliko akuuma akatulisa bbomu.
The simcard inside the phone was first inserted into the handset on July eighth.	Kaadi y'esimu eyalimu yasooka okuteekebwa mu ssimu eyo nga Jjulaayi 8.
Police sources told the Independent that the handset retrieved from the suicide jacket had previously used Somali telephone numbers.	Ensonda mu poliisi zaategeeza Independent nti essimu eyaggibwa mu jaketi y'omutujju emabega yalimu layini za Somalia.
This therefore was not the first time Somalia was featuring in intelligence with connections to the Allied Democratic Forces.	Guno si gwe mulundi ogwali gusoose Somalia okulabikira mu kunoonyereza kw'eby'ab'okwerinda ng'ekwataganyizibwa ne ADF.
The ex-rebels in their two thousand eight document had clearly informed authorities of this possibe link.	Mu kiwandiiko kye baawandiika mu 2008, abayeekera abaali baabulidde ADF baategeeza ab'obuyinza ku kakwate ako.
The Somali numbers on the phone showed maximum integration between Al-Shabaab and Allied Democratic Forces.	Nnamba za Somalia ezaali ku ssimu eyo zaalagala nti waaliwo okukwatagana kwa maanyi wakati wa Al-Shabaab ne ADF.
However, the mobile handset used a Kenyan number between June twenty fourth and twenty eighth.	Naye wakati wa Jjuuni 24 ne Jjuuni 28 essimu eyo yalimu layini ya Kenya.
This further creates the link to some terrorists working in Kenya with a general indication of their regional reach.	Ekyo kiraga nti abatujju abamu bakolera mu Kenya era kiraga nti bakolera mu bitundu ebiwerako.
The bombings took place amidst increasing Allied Democratic Forces attacks in the Democratic Republic of Congo.	Mu kiseera bbomu ezo we zaabwatukira, aba ADF baali beeyongedde okukola obulumbaganyi mu bitundu bya Democratic Republic of Congo.
The terrorists are now international working through Somalia, Kenya, Democratic Republic of Congo and Uganda.	Abatujju kati bakolera mu mawanga agawerako, omuli Somalia, Kenya, Democratic Republic of Congo, ne Uganda.
Safaricom and Mobile Telephone Network numbers were involved in the bombing according to the Independent.	Okusinziira ku Independent, empuliziganya eyaliwo nga bbomu tezinnabwatuka zaalimu layini za Safaricom n'eza MTN.
The Independent decided not to publish them on the advice of security officials as it would jeopardise Police investigations.	Aba Independent baasalawo obutafulumya nnamba za ssimu ezo olw'okuba ab'eby'okwerinda baakiraga nti kyanditaataaganyizza okunoonyereza kwa poliisi.
General Aronda Nyakairima, Brigadier James Mugira and Major General Kale Kayihura spearheaded the investigations.	Genero Aronda Nyakairima, Brigediya James Mugira ne Meja Genero Kale Kayihura be baawoma omutwe mu kunoonyereza.
On July seventh, Uganda sent a team to Nairobi to work with Kenyan security on how to handle the arrested terror suspects.	Nga Jjulaayi 7, Uganda yasindika ababaka e Nairobi okukolera awamu n'ekitongole kya Kenya eky'eby'okwerinda basalewo eky'okukola abo abaali bakwatiddwa nga bateeberezebwa okuba abatujju.
On June thirtieth, the Joint Anti-terrorism Task force under Criminal Millitary Intelligence killed Twaha Mohammed Kakande.	Nga Jjuuni 30, ekitongole ekirwanyisa obutujju nga kikolera wansi wa CMI kyatta Twaha Mohammed Kakande.
The Joint Anti-terrorism Task force arrested the Allied Democratic Forces collaborators in Mayuge district on July eighth.	Nga Jjulaayi 8, ekitongole ekirwanyisa obutujju kyakwata abo abaali bakolagana ne ADF mu disitulikiti y'e Mayuge.
Inspite of the security operations, security forces were unable to stop the terror attacks in Uganda on July eleventh.	Wadde ng'ab'eby'okwerinda baakola ebikwekweto bingi, tebaasobola kutangira batujju kubwatula bbomu mu Uganda nga Jjulaayi 11.
According to the chief of Criminal Millitary Intelligence Brigadier James Mugira, it is not easy to fight a symmetric warfare.	Okusinziira ku akulira ekitongole kya CMI Brigediya James Mugira, tekiba kyangu kulwana lutalo na mulabe alina amaanyi kumpi ge gamu n'agago era ng'akozesa obukodyo bwe bumu n'obubwo.
Ugandan security is limited in resources.	Ab'eby'okwerinda mu Uganda tebalina bikozesebwa bimala.
Mugira told the independent that fighting terrorisms requires the maximum cooperation of citizens.	Mugira yagamba olupapula lwa Independent nti okusobola okulwanyisa obutujju gavumenti yeetaaga obuyambi bw'abantu ba bulijjo.
Mugira dismissed corruption claims by asserting that the Joint Anti-terrorism Task force is well funded.	Mugira yakisambajja nti waliwo obulyi bw'enguzi bwe yagamba nti ekitongole ekirwanyisa obutujju kiweebwa ssente ezikimala.
Mugira explained that people use the excuse of fighting to make money.	Mugira yannyonnyola nti abantu beekwasa ensonga ey'okulwana okusobola okukola ssente.
The security forces made an assessment on the eleventh of July to ascertain what gave the terrorists an advantage.	Ab'eby'okwerinda beeyongera okwekenneenya ebyaliwo nga Jjulaayi 11, okulaba ensonga lwaki abatujju baasobola okukola obulumbaganyi obwo.
The Joint Intelligence Committee failed to share intelligence information.	Ekitongole kya Joint Intelligence Committee kyalemwa okubunyisa obubaka obwetaagisa mu by'okwerinda.
The External Security Organisation was informed by the United States of America and South Africa but did not inform the Internal Security Organistion.	Amerika ne South Africa baategeeza ekitongole kya ESO ku bulumbaganyi obwali bujja, naye ESO n'etetegeeza ISO.
The Joint Anti-terrorism Task force had information about the location and telephone numbers of terrorists.	Ekitongole ekirwanyisa obutujju kyali kimanyi wa abatujju we baali ne nnamba zaabwe ez'essimu.
The Rapid Response Unit of the Police  ascertained information on the plans of terrorists to bomb Kampala but lacked intelligence on their location.	Ekitongole kya poliisi ekya Rapid Response Unit kyakakasa nti abatujju baalina enteekateeka okukuba bbomu mu Kampala naye nga tekimanyi wa we bali.
The Joint Anti-terrorism Taskforce and the Rapid Response Unit did not share information to deter the terrorists plans.	Tewaaliwo mpuliziganya wakati w'ekitongole ekiranyisa obutujju n'ekya Rapid Response Unit okusobola okulemesa enteekateeka z'abatujju ezo.
Allied Democratic Forces cells in Kampala were cracked down as Uganda was preparing for the Commonwealth Heads of Government Meeting.	Obubinja bwa ADF mu Kampala baabufeffetta kubanga Uganda yali yeetegekera olukungaana lw'amawanga agali mu mukago gwa Bulaaya.
The Joint Anti-terrorism Task force spear headed security organisations in infiltrating terrorists cells with a purpose of arresting and detaining.	Ekitongole ekirwanyisa obutujju kye kyakulemberamu ebitongole by'eby'okwerinda mu kuketta obubinja bw'abatujju okubakwata n'okubaako we babakuumira.
The backbone of the terrorists was broken in two thousand seven.	Abatujju baabamala amaanyi mu 2007.
The operations under Leopold Kyanda, the chief of Criminal Millitary Intelligence involved abuses and corruption.	Ebikwekweto ebyaduumirwa Leopold Kyanda, eyali akulira ekitongole kya CMI byazingiramu okutulugunya n'obulyake.
Kyanda borrowed money at high interests rates to fund operations according to security sources.	Okusinziira ku nsonda z'eby'okwerinda, Kyanda yeewola ssente eziriko amagoba amangi asobole okufuna ssente ez'okukozesa mu bikwekweto.
Kyanda left the Joint Anti-terrorism Task force broke and heavily indebted.	Kyanda yaleka ekitongole ekirwanyisa obutujju nga kyavu era nga kirina amabanja mangi.
James Mugira replaced Kyanda and aimed first at improving the image of the Joint Anti-terrorism Task force.	James Mugira ye yadda mu bigere bya Kyanda era ekiruubirirwa kye yasooka okuba nakyo kyali kya kutereeza linnya lya kitongole ekirwanyisa obutujju.
Mugira told his officials that the Joint Anti-terrorism Task force should respect the law.	Mugira yagamba bakungu banne nti ekitongole ekirwanyisa obutujju kirina okugondera amateeka.
Security sources felt that although there was an improvement in security compared to the days of Kyanda, it was costly..	Ensonda z'eby'okwerinda zaagamba nti wadde ng'eby'okwerinda byatereeramu bw'obigeraageranya n'omulembe gwa Kyanda, ebintu tebyali byangu.
Mugira explained that the Joint Anti-terrorism Task force exaggerated the threat of the Allied Democratic Forces to make money.	Mugira yagamba nti ekitongole ekirwanyisa obutujju kyali kisavuwaza obulabe ADF bwe yali esobola okutuusa ku ggwanga olw'okwagala okukola ssente.
There were reports in March two thousand ten that the Allied Democratic Forces were going to train with Al-shabaab in Somalia.	Mu Maaki wa 2010, waaliwo ebyali biyitingana nti aba ADF baali bagenda kutendekera wamu n'aba Al-shabaab e Somalia.
Security sources told the Independent that operatives lacked money to transport food.	Ensonda z'eby'okwerinda zaategeeza Independent nti abatujju tebaalina ssente kutambuza mmere.
By eleventh July, the Allied Democratic Forces had already built cells outside the intelligence.	Jjulaayi 11 we lwatuukira, aba ADF baali baamala dda okutandikawo obubinja wabweru w'ekitongole ekikessi.
Allied Democratic Forces receive money through forex bureaus and bus companies for their operations.	Aba ADF baafuna ssente okuyitira mu bibanda bya ssente ne kampuni za bbaasi okusobola okuddukanya emirimu gyabwe.
The Allied Democratic Forces replaced its traditional operatives that are prone to Intelligence organisations.	Era ADF yakyusaamu enkola zaayo ezaali zisobola okulondoolwa ebitongole ebikessi.
