eng	kin
"The United Nations has identified three armed groups that gang raped dozens of people about two months ago in a week-long attack in Luvungi, another part of North Kivu province.	Umuryango w'abibumbye wagaragaje imitwe itatu yitwaje intwaro yasambanyije ku gahato abantu benshi mu gihe cy'amezi abiri ashize mu gitero cyabereye i Luvungi, mu kindi gice cy'intara ya Kivu y'Amajyaruguru.
Those implicated are the Mai Mai Cheka, the Democratic Liberation Forces of Rwanda, and followers of an army deserter, Colonel Emmanuel Nsengiyumva.	Ababigizemo uruhare ni Mai Mai Cheka, Ingabo ziharanira Demokarasi yo Kwibohoza mu Rwanda, hamwe n'abayoboke b'umuntu watorotse ingabo, Colonel Emmanuel Nsengiyumva.
Proposals for improvementDuring their presentation, the two activists, Bihamba and Rostagno, also offered concrete proposals to make the situation better.	Ibyifuzo byo kunoza. Mu gihe cyo kwerekana uko byifashe, abaharanira inyungu bombi, Bihamba na Rostagno, na bo batanze ibyifuzo bifatika kugira ngo ibintu birusheho kuba byiza.
Rostagno explained that foreign non-governmental organizations get funding to tackle the issue of sexual violence, but local organizations often get ignored.	Rostagno yasobanuye ko imiryango itegamiye kuri Leta y’amahanga ibona inkunga yo gukemura ikibazo cy’ihohoterwa rishingiye ku gitsina, ariko imiryango y'aho ikunze kwirengagizwa.
She said complex applications to get outside funding favor bigger organizations.	Yavuze ko gusaba bigoye cyane kubona inkunga yo hanze y'imiryango minini.
"They can just do it, they send it, they receive the money.	Bashobora kubikora, bakabyohereza, bakabona amafaranga.
The problem is that the money in most cases is spent to pay for the fixed cost of the organization, for the salaries of expat people coming to the region and to the country, while the local non-governmental organizations, those working with the communities, with the women, with the children, in the villages, those who need need money to survive in order to do their work do not have access," said Rostagno. Bihamba said Congolese soldiers should be paid directly through bank withdrawals, rather than being paid through their superiors.	Ikibazo ni uko amafaranga menshi akoreshwa mu kwishyura ikiguzi cyagenwe cy'umuryango, ku mishahara y'inzobere ziza mu karere ndetse no mu gihugu, mu gihe imiryango itegamiye kuri leta yaho, ikorana n'abaturage, hamwe n'abagore n'abana, mu midugudu, abakeneye amafaranga kugira ngo babeho kugira ngo bakore akazi kabo ntibayabone ”, ibi bikaba byavuzwe na Rostagno. Bihamba yavuze ko abasirikare ba Kongo bakwiye guhembwa binyuze mu kubikuza mu mabanki, aho guhembwa binyuze ku bayobozi babo.
Bihamba said with the current system they receive only about a third of their salary, which causes some soldiers to loot and rape.	Bihamba yavuze ko hamwe n'uburyo buriho bahabwa gusa kimwe cya gatatu cy'umushahara wabo, bigatuma bamwe mu basirikare basahura no gufata ku ngufu.
She also called for an international tribunal for the Congo to help end general impunity, as well as more local tribunals for raped victims to seek justice. 	Yasabye kandi urukiko mpuzamahanga rwa Kongo kugira ngo rufashe guca burundu umuco wo kudahana muri rusange, ndetse n'inkiko nyinshi z’abafashwe ku ngufu kugira ngo barenganurwe. 
In North Kivu, where more than 5 million people are estimated to live, she said there are only three tribunals.	Mu majyaruguru ya Kivu, aho bivugwa ko abantu barenga miliyoni 5 batuye, yavuze ko hari inkiko eshatu gusa.
	
Desmond Tutu Retires From Public Life	Desmond Tutu yasezeye mu buzima rusange.
Desmond Tutu fought apartheid in South Africa, and was critical of the war in Iraq.	Desmond Tutu yarwanyije ivangura muri Afurika y'Epfo, kandi yanenze intambara yo muri Iraki.
"We waged a war that shouldn't have happened," he said.He also spoke out against genocide in Rwanda.	Ati: "Twakoze intambara itagomba kubaho". Yavuze kandi ku kurwanya jenoside yakorewe mu Rwanda.
"God have mercy on us," he said.The retired Anglican archbishop announced in July that he would retire from public life on his birthday."	Ati: "Imana itugirire impuhwe." Umwepiskopi mukuru wa Anglican uri mu kiruhuko cy'izabukuru yatangaje muri Nyakanga ko azasezera mu buzima rusange ku munsi w'amavuko.
The time has come to slow down, and sip maybe rooibos tea with my beloved wife in the afternoons" he said.	Ati: "Igihe kirageze cyo gutinda, kandi tunywa icyayi cya rooibos hamwe n'umugore wanjye nkunda nyuma ya saa sita".
Tutu rose through the ranks of the Anglican church in South Africa to become the first black Anglican archbishop of Capetown.	Tutu yazamutse mu ntera mu itorero ry'Abangilikani muri Afurika y'Epfo aba umwepiskopi wa mbere w’abirabura wa Anglican wa Capetown.
He was a vocal critic of South Africa's white-ruled government and encouraged non-violence to end apartheid. 	Yamaganaga cyane guverinoma iyobowe n’abazungu kandi ashishikariza kurwanya ihohoterwa no kurangiza ivangura. 
Tutu was the recipient of many awards, and in 1984, he received a Nobel Peace Prize for advocating "a democratic and just society without racial divisions.	"Tutu ni we wahawe ibihembo byinshi, maze mu 1984, ahabwa igihembo cy’amahoro cyitiriwe Nobel kubera ko yashyigikiye "sosiyete ishingiye kuri demokarasi kandi itabera idafite amacakubiri ashingiye ku moko."
" He used the recognition to step up the anti-apartheid campaign, calling for an economic boycott against South Africa. 	Yakoresheje uburyo bwo kumenyekanisha n'ingufu igikorwa cyo kurwanya ivanguramoko, asaba kwamagana ibangamirwa ry'ubukungu muri Afurika y'Epfo. 
After the end of apartheid, Tutu called it an incredible day when Nelson Mandela won South Africa's first all-race elections.	Nyuma y'ivangura rya apartheid, Tutu yavuze ko ari umunsi udasanzwe ubwo Nelson Mandela yatsindaga amatora ya mbere yo muri Afurika y'Epfo.
"I would say the highest point for me was when I stood on the balcony in 1994 to introduce our new, brand new president to South Africa and the world," he said.	Ati: "Navuga ko ingingo isumba izindi kuri njye ari igihe nahagararaga kuri ruhimbi mu 1994 kugira ngo menyekanishe perezida mushya, mushya muri Afurika y'Epfo no ku isi".
To help mend the nation, President Mandela appointed Tutu as head of the country's Truth and Reconciliation Commission. 	Mu rwego rwo gufasha igihugu, Perezida Mandela yashyizeho Tutu nk'umuyobozi wa komisiyo ishinzwe ukuri n'ubwiyunge mu gihugu. 
The group issued a report that included numerous confessions of guilt under apartheid in return for amnesty.	Itsinda ryasohoye raporo ikubiyemo kwatura ibyaha byinshi muri apartheid n'itangwa ry' imbabazi.
"It makes specific proposals on how we can cultivate a culture of human rights and of structures to insure that the atrocities of the past will not reoccur," Tutu said.Tutu also campaigned to fight poverty and AIDS.	Tutu yagize ati: "Itanga ibitekerezo byihariye ku buryo dushobora kwimakaza umuco w'uburenganzira bwa muntu n'inzego kugira ngo twizere ko amarorerwa yo mu bihe byashize atazongera kubaho."
In recent years, he expressed his disappointment in post-apartheid South Africa, especially the level of violent crime.	Mu myaka yashize, yagaragaje ko atishimiye muri Afurika y'Epfo nyuma ya apartheid, cyane cyane urwego rw'ibyaha by'urugomo.
Despite his withdrawal from public life, Tutu says he will continue to support his peace foundation and will remain part of a group of elder statesmen who campaign for peace and human rights.	N'ubwo yavuye mu buzima rusange, Tutu avuga ko azakomeza gushyigikira umusingi w’amahoro kandi ko azakomeza kuba mu itsinda ry’abasaza bakuru baharanira amahoro n’uburenganzira bwa muntu.
But Tutu says he will no longer give interviews and, as he put it, will mostly "shut up."	Ariko Tutu avuga ko atazongera gutanga ibiganiro kandi nk'uko yabivuze, ahanini "azaceceka."
"I have been part of our struggle for freedom and democracy, and I am part of the celebration that we did succeed," he said. "I have been part of the post apartheid dispensation and long for us to do infinitely better."Many say his voice will be missed.	Ati: "Nagize uruhare mu rugamba rwo guharanira ubwisanzure na demokarasi, kandi ndi mu birori ko twatsinze". Nagize uruhare mu ivangura rya apartheid kandi ndifuza ko dukora neza bitagira akagero. Benshi bavuga ko ijwi rye ritazabura.
	
Malawi's Jacaranda School for Orphans Celebrates Christmas	Ishuri Jacaranda rya Malawi ry’imfubyi ririzihiza Noheri
The management for the Jacaranda School for Orphans in Malawis commercial capital Blantyre recently hosted a party for its students as it closed for Christmas and New Years Day holidays.	Ubuyobozi bw'ishuri rya Jacaranda ry'impfubyi mu murwa mukuru w'ubucuruzi wa Malawis Blantyre riherutse gukora ibirori ku banyeshuri baryo kuko ryizihije iminsi mikuru ya Noheri n'Ubunani.
Around 500 people including students, staff members and others from surrounding areas attended the event, which was held at the schools premises in Chigumula area.	Abantu bagera kuri 500 barimo abanyeshuri, abakozi ndetse n’abandi baturutse mu turere tuhakikije bitabiriye ibirori byabereye mu bigo by’amashuri mu gace ka Chigumula.
The party included gifts, Santa Claus, and a "dancing show case" by the students.	Muri ibyo birori harimo impano, Santa Claus n'imbyino by'abanyeshuri.
The school management told VOA that the yearly celebration has been a school tradition for the past 13years.	Ubuyobozi bw'ishuri bwatangarije VOA ko kwizihiza isabukuru buri mwaka byabaye umuco w'ishuri mumyaka 13 ishize.
The school's director, Luc Deschamps, said: "[We feel] it is very important for us to celebrate Christmas because the children do not have parents.	Umuyobozi w'iryo shuri, Luc Deschamps, yagize ati: "[Twumva] ari ngombwa kuri twe kwizihiza Noheri kuko abana badafite ababyeyi.
They stay with either a grandmother or a distant aunt or uncle, and they are not able to cerebrate at home or have a party or a little bit of sweets and cake for the children. 	Bagumana na nyirakuru, nyirasenge cyangwa nyirarume kandi ntibashobora guterana mu rugo cyangwa kugira ibirori cyangwa akantu gato karyoshye hamwe na keke ku bana.
So, we provide a happy day for the children to celebrate the spirit of Christmas. And it is also a way of our children to learn to give."	Rero, dukora umunsi mwiza ku bana twizihiza Noheri. Kandi ni n'inzira yo gutuma abana bacu biiga gutanga. "
No media source currently available	Nta soko y'amakuru ubu ihari.
Deschamps, who is also an Honorary Consul of France in Malawi, said before the main event the patrons were treated to "a nice meal" from the students.	Deschamps, akaba kandi ari n'Umujyanama w’icyubahiro w’Ubufaransa muri Malawi, yavuze ko mbere y’ibirori nyamukuru abo bagenzuzi bahawe "ifunguro ryiza" n’abanyeshuri.
"We had a big, big lunch with good meat and rice,[the dish made from maize flour called] nsima, of course, and vegetables. 	Yagize ati: "Twabonye ifunguro rya saa sita rihagije kandi rifite inyama n'umuceri mwiza, [ifunguro rikozwe mu ifu y'ibigori yitwa] nsima, ndetse n'imboga. 
And it was the students themselves who cooked the meal for everybody, for over 500 people," he said.	Kandi abanyeshuri ubwabo ni bo bariteguriye buri wese, ku bantu barenga 500.
One of the students, Eddah Zimba, said, "The celebrations are really cool, ... I have enjoyed myself. I have eaten, and now I am here dancing. 	Umwe mu banyeshuri, Eddah Zimba, yagize ati: "Ibirori ni byiza rwose, ... ubwange nishimye. Nariye, none ndimo no kubyina. 
What has interested me most is the gift that we have received the like the puffs, the biscuits, the squash and the dance."	Icyanshimishije cyane ni impano twahawe zirimo nk'ibi puffs, ibisuguti, amashu n'imbyino. "
She thanked the schools management for hosting the Christmas party for students who in most cases do not have such celebrations at home.	Yashimiye ubuyobozi bw'amashuri kuba bwaremeye gukora ibirori bya Noheri ku banyeshuri usanga akenshi badafite ibirori nk'ibi mu rugo.
Another student Emmanuel Chisale said good meal aside, the event has taught him the spirit of sharing.	Undi munyeshuri Emmanuel Chisale yavuze ifunguro ryiza ku ruhande rwe, ibirori byamwigishije umuco wo gusangira.
"This party has brought a change in my life. I have learned that we have to have a heart for sharing one another as the Father Christmas was doing," he said.	Ati: "Ibi biroro byazanye impinduka mu buzima bwanjye. Namenye ko tugomba kugira umutima wo gusangira nk'uko Papa Noheri yabikoraga".
Founded in 2002, the Jacaranda School for Orphans is the only one in Malawi which provides free primary, secondary and tertiary education to children without parents.	Ishuri ry'imfubyi rya Jacaranda ryashinzwe mu 2002, rikaba ari ryo ryonyine muri Malawi ritanga uburezi bw'amashuri abanza, ayisumbuye na kaminuza ku buntu ku bana badafite ababyeyi.
A Malawian woman, Marie Da Silva, started the school after she returned from the United States where she spent nineteen years working as a nanny.	Umugore wo muri Malawi, Marie Da Silva, yatangije ishuri nyuma yo kuva muri Amerika aho yari amaze imyaka cumi n'icyenda akora akazi ko kurera.
"In 2022, it's really undeniable that media polarization and information chaos are really fueling social divisions in ways that are pretty new," said Clayton Weimers, deputy director of RSF for the United States, told VOA. 	Umuyobozi wungirije wa RSF muri Leta Zunze ubumwe za Amerika, Clayton Weimers, yabwiye ibiro ntaramakuru by'Abanyamerika ati: "Mu 2022, ntawahakana ko kuba itangazamakuru rikabije ndetse n'akajagari mu makuru bitera amacakubiri mu mibereho mu buryo bushya." 
