en	ibo
Ekweremadu, his wife and child were in the house when these gun men came	Ekweremadu, nwụnye ya na nwa ya nọ n'ụlo ya mgbe ndị a ji egbe bata
The federal high court has mandated their sector in charge of the police to quickly look into this confiscation.	Ndị ụlọomeiwu ukwu enyela ngalaba ha na-ahụ maka ndị uweojii, iwu ka ha mee nyocha gbasara mwakpo a wakporo ụlọ osote onyeisi ha bụ Ike Ekweremadu.
Remember that in November 6, 2018, a gun man was arrested in Ekweremadu's house.	Cheta na a nwụchiri otu nwoke bu egbe banye n'ime ọnụụlọ Ekweremadu, n'ụtụtụ ụbọchị Nọvemba 6, 2018.
See the truth to what happened to Ekweremadu's house	Lee eziokwu ihe mere n'ụlọ Ekweremadu
Ekweremadu: the legislators are tired	Ekweremadu: Ike agwụla ndị ụlọ ome iwu
What the Igbos are saying about the six years in governance of the president.	Ihe Ndigbo na-ekwu maka ọchịchị onyeisiala ịbụ otu agba afọ isii
This gun man has not said his mission but the people who know the story said that he is one of those who sneaked into Ekweremadu's house.	Onye a ji egbe ekwubeghi ihe bụ ije ya, mana ndị ma maka akụkọ a kwuru na o so n'ime ndị mibara n'ụlọ Ekweremadu.
Uche Anichukwu, the special adviser to Ekweremadu on media, sent a news letter to BBC which sys that unknown men sneaked into Ekweremadu's house in the early hours of the morning.	Uche Anichukwu, bụ onye ndụmọdụ Ekweremadu n'ihe gbasara ntaakụkọ, zitere BBC akwụkwo mgbasaozi kwuru na ndị amabeghị ndi ha bụ ji nzuzo rịba be Ekweremadu n'ọnụ ụtụtụ taa.
Anichukwu said that the people who entered his place caught his son and asked him to lead them to his father.	Anichukwu sị na ndị batara be Ekweremadu jidere nwa ya nwoke wee sị ya kpọrọ ha gawa ebe nna ya nọ.
Anichukwu went on to say that it was when these people were struggling with Ekweremadu that the security entered to rescue him and caught one of the kidnappers.	Anichukwu gakwara n'ihu kwuo na ọ bụ mgbe ndị a na Ekweremadu na-ama aka ka ndị nchekwa gbatara bịa zọpụta ya ma jide otu onye n'ime ndị mwakpo a.
The assistant commissioner of police Joshak Habila has gone to see Ekweremadu	Osote onyeisi ndị uweojii Joshak Habila agala ịhụ Ekweremadu
As it is, the arrested person has the instruments for breaking into a house and other items too.	Dika Uche siri dee, onye eji aka nwere ọtụtụ ihe eji awakpo ụlọ nakwa ngwa agha ndi ọzọ.
He went on to say that the arrested person has refused to state his mission.	Ọ gakwara n'ihu kwuo na onye a aka ji ekwebeghị ikwu ije ya.
Anichukwu said that the people came to kill Ekweremadu and his family	Anichukwu sị na ọ bụ ogbugbu ka ndị bịara igbu Ekweremadu na ndị be ya.
BBC called the Nigerian police spokesman Jimoh Moshood but his workers said that he was in a meeting with the commissioner of police and went on to say that they have not heard anything concerning the break in Ekweremadu's house.	BBC kpọrọ ọnụ na-ekwuru ndị uweojii Naịjirịa bụ Jimoh Moshood mana ndị nọ n'ụlọọrụ ya kwuru na ya na onyeisi ndị uweojii Naịjirịa nọ na nzukọ, ma gakwa n'ihu kwuo na ha anụbeghị kepukepu ọbụla banyere ihe mere na be Ekweremadu.
Ekweremadu himself later told what happened to him in court.	Ekweremadu n'onwe ya mechara tinye ọnụ n'ihe mere ya n'Ụlọomeiwu.
He said that they handed the person caught to the police.	Ọ sị na ha lanyere onye a ejidere na be n'aka ndi uweojii.
And went on to express his displeasure on the attitude of the police.	Ma gakwa n'ihu katọọ etu ndi uweojii jiri kpa agwa.
He said that the tried to call the commissioner of police Ibrahim Idris but it did not go through.	Ọ sị na ha mere ka ha kpụọ onyeisi ndi uweojii bụ Ibrahim Idris n'ekwentị mana ọgaghị.
It was at four in the morning that people broke into my house and entered the room I laid with my wife .	Ọ bụ n'elekere anọ nke ụtụtu ka ndị mmadụ wakporo be m, wee ruo ime ụlo ebe mụ na nwụnye m dina.
We called the commissioner of police in Akpo	Anyi kpọrọ onyeisi ụloọrụ uweojii dị na Akpo.
We did not see him till five thirty	Anyị ahụghị ya ruo elekere ise na ọkara.
He sent his assistant	Ọ bụ osote ya ka o dunyere.
After seeing the items these people came with, the left and said that the commissioner would come.	Ka ọ hụchara ngwa agha ndị a ji bịa, ọ la sị na onyeisi ya ga-abịa.
Till nine O'clock I left my place, I did not see him.	Ruo elekere itoolu m pụrụ na be m, ahụbeghi ya.'
Ekweremadu went on to say that nobody is secured in Nigeria.	Ekweremadu gakwara n'ihu kwuo na onweghi onye nwere nchekwa n'obodo Naịjirịa.
Story that would interest you	Akụkọ ga-amasị gị
NLC Strike: How you would be affected.	NLC Strike: Etu ọ ga-esi metụta gị
Asuu strike: The happenings in Igbo universities.	Asuu strike: Ihe na-eme ugbua na mahadum ala Igbo
Does condom prevent you from enjoying sex?	Utu rọba ọ na-egbochi gị inwete ụtọ ikpu?
2019 Elections: Atiku's coming is not for us- Igbo youths.	2019 Elections: Ọ bịbịa Atiku abụghị maka anyị - Ndị ntoroọbịa Igbo
Atiku Abubakar in a meeting with Igbo leaders in Nike Lake Enugu	Atiku Abubakar nọ Nike Lake Enugwu ebe ya na ndị isi ha pụtara n'ala Igbo na-eme nzukọ.
Atiku went to Enugu	Atiku gara Enugwu
Ben Nwabueze and Atiku	Ben Nwabueze na Atiku
Some Igbos have said their mind concerning the meeting Atiku had with their leaders on November 14, 2018 in Enugu.	Ụfọdụ ndị Igbo ekwuwela uche ha gbasara ọgbakọ Atiku na ndị isi ha mere n'Enugwu n'ụbọchị November 14,2018.
the Igbo youth leader Kingsley Dozie said that Atiku is talking to himself and those he knows that he did not come to Igbo youths.	Onye ndu ndị ntoroọbịa ohaneze ndị Igbo bụ Kingsley Dozie kwuru na Atiku na-akọrọ onwe ya na ndị ọ ma na ọ bụghị ndị ntoroọbịa Igbo ka ọ bịakwutere.
He also said that the Igbo youth would not vote for him because he does not have them in mind.	O kwukwara na ndị ntoroọbịa Igbo agaghị atụnyere Atiku maka na o bughi ha n'obi.
The Igbos have mocked the idea of sharing Abacha's money amongst nineteen states.	Ohaneze akatọọla atụmatụ ikesa ego Abacha na steeti 19
Best evening news: The Igbos have given Buhari a grievous command	Akụkọ kachasị n'abalị: Ohaneze ndịgbo enyeela Buhari iwu kpụ ọkụ n'ọnụ
Some Igbo leaders meeting called 'Igbo Unity' has endorsed Atiku Abubakar and Peter Obi for 2019 presidency.	Ụfọdụ ndị isi ala Igbo kpọrọ ọgbakọ ha 'mkpoko Igbo' ekwetala maka mpụta Atiku Abubakar na Peter Obi dịka ndị ga-azọ oche onyeisiala na ntuliaka 2019.
They also said the maltreatment of Igbos is too much and it is when Atiku/Obi assumes office that their hope for this to change lies.	Ha kwukwara na mmekpa ahụ ndị Igbo akarịala ya kpatara na ọ bụ naanị mgbe Atiku/Obi chịwara ka ha nwere olileanya na ọnọdụ a ga-agbanwe.
Obasanjo and Atiku will fail woefully	Obasanjo na Atiku ga-adawa isi- APC
APC has accused Obasanjo concerning Atiku	APC eboola Obasanjo ebubo maka Atiku
Other prominent politicians who came for the gathering include Obi of Onicha, Nnaemeka Achebe, President ohaneze ndịgbo, Nnia Nwodo, senator Enyinnaya Abaribe and others.	Ndị ọzọ ọnụ na-eru n'okwu n'ala Igbo biara ya bụ ọgbakọ gụnyere Obi nke Onicha bụ Igwe Nnaemeka Achebe, onyeisi ohaneze ndịgbo bụ Nnia Nwodo, sinatọ Enyinnaya Abaribe na ndị ọzọ.
The person who read their agreement Olisa Agbakọba said that the reason behind their endorsement of Atiku and Peter Obi for presidency is because they said that they would reorganize Nigeria when they get into power.	Onye gụpụtara nkwekọrịta ha bụ Olisa Agbakọba kwuru na ihe mere ha ji kweta na Atiku na Peter ga-azọ ọkwa onyeisiala bụ maka nhazigharị Naịjirịa ha kwuru ha ga-eme ma ha banye n'ọkwa.
They agreed that the coming of Atiku and Peter Obi to power would make the Igbos to be involved in the governance of Nigeria.	Ha kwetara na mpụta Atiku na Obi ga-eme ka ndị Igbo nwee ọnụ n'ihe na-eme n'etiti gọọmenti Naịjirịa.
Professor Nwabueze begged the Igbos to support Atiku and Obi and also vote for them in the forthcoming election.	Ọkammụta Nwabueze rịọrịọ ndị Igbo ka ha kwadọ mpụta Atiku na Obi ma tụnyere ha n'igwe ka ha merie na ntuliaka na-abịanụ.
He said that one of the things he wants to achieve before he dies is to ensure that the Igbos get fully involved in the governance of Nigeria.	O kwuru otu ihe ọ chọrọ ime tupu ọnwụọ bụ ihụ na ndigbo so n'ihe a na-eme na gọọmenti etiti.
Nwabueze said that he would not rest if the Igbos do not get involved in the governance of Nigeria and also begged the Igbo leaders to always do things as one.	Nwabueze kwuru na ọ gaghị ezu ike maọbụrụ na ndigbo esonyeghi n'ihe a na-eme na Naịjirịa ma rịọkwa ndị ọchịchị ala Igbo ka ha were otu obi na-eme ihe.
Atiku has been arrested -PDP	A wakpoola Atiku - PDP
Breaking news: The Igbos have said what they want to be done for them.	Akụkọ kachasị n'ụtụtụ a: Ohaneze ekwuola ihe ha chọrọ ka e mere ha
Remember that the former vice president of Nigeria Atiku Abububar, went to Enugu where he met with some Igbo leaders.	Cheta na onye bụbu osote onyeisiala Naịjirịa bụ Atiku Abububar gara Enugwu ebe ya na ndị isi ụfọdụ ndị ndu Igbo nwerr nzukọ.
The story more so said that some Igbo leaders are not happy that he chose Peter Obi as the vice president if he wins the 2019 election.	Akụkọ kwuburu na obi adịghi ụfọdụ ndị na-achi Igbo mma maka etu o siri họpụta Peter Obi dịka onye ga-abụrụ ya osote onyeisiala ma o merie ntuliaka 2019.
Some governors and popular kings were in the meeting.	Ụfọdụ gọvanọ na ndị eze ama ama nọ na nzụkọ ahụ.
Osita Chidoka, the former minister for aviation wrote about this meeting on twitter.	Osita Chidoka, bụbu minista na-ahụ maka njem ụgbọelu dere maka nzụkọ a n'akara Twitter ya.
More stories are coming	Akụkọ ka na-abịa
again,	Ọzọ,
Kanu has been missen since September, 2017.	Kanu na-efu kamgbe Sepụtemba afọ 2017
The federal high court in Abuja has told senator Eyinnaya Abaribe and two others who bore witness for Nnamdi Kanu to pay one hundred million naira.	Ụlọikpe ukwu di n'Abuja agwaala Sịnetọ Eyinnaya Abaribe na mmadụ abụọ ọzọ gbara Nnamdi Kanu aka ebe ha kwụọ otu nde narị naira.
Judge Nyako gave this mandate to cover his track of releasing Nnamdi Kanu to Abaribe in 2017.	Ọkaikpe Nyako nyere iwu a iji megharị usoro oji hanye Nnamdi Kanu n'aka Abaribe n'afọ 2017.
Overseas	Na mba ofesi
Isreal's minister for security Avigdor Lieberman has resigned.	Minista na-ahụ maka nchekwa na mba Izrel bụ Avigdor Lieberman agbaala arụkwaghị m.
He did this based on the agreement between the two governments to stop the war between them and Palestine within two days in Gaza.	O mere nke a n'ihi nkwekọrịta ndị gọọmentị etiti mba ahụ nwere iji kwụsị ọgụ n'etiti ha ndị Palestine n'abalị abụọ na Gaza.
During games	N'egwuregwu
Nigerian female club have left Abijan for Accra for the female African Cup of Nations.	Otu egwuregwu ụmụnwaanyị Naịjirịa esila Abidjan gaba Accra na njem ịbulata iko mba Afrịka nke ụmụ nwaanyị.
They said this through their twitter handle.	Ha kwuputara nke a site n'akara twitter ha.
Listen to this half time	Gee nkeji nke mgbede a:
Abortion has increased	Ite ime na-arị elu
Research on family planning titled 2018 Global Family Planning said the number of abortion in Nigeria in 2018 has reached one million and more	Nchọpụta e mere maka atụmatụ ezinaụlọ a kpọrọ 2018 Global Family Planning kwuru na ime e tepụrụla na Naịjirịa n'afọ 2018 eruola otu nde na ọma(1.3m.
while people who aborted are up to seven hundred and thirty-five thousand	), ebe ndị tere ime azụụlọ dị 735,000.
This news was released in International Conference on Family Planning happening in Rwanda now.	E wepụtara akụkọ a n'ọgbakọ atụmatụ ezinaụlọ bụ International Conference on Family Planning bụ nke na-eme na mba Rwanda ugbua.
see Igbo siblings that got pregnant at the same time	Lee ụmụnne Igbo atọ tụrụ ime n'otu mgbe
Ebonyi State INEC are begging people	INEC Ebonyi Steeti na-arịọ ndị mmadụ arịrịọ
INEC: come and collect your PVC	INEC: Bia nara PVC gị
As it is just hundred days before the 2019 election, Ebonyi State INEC office has said that a lot of people have not collected their voter's card	Dịka ọ fọdụrụ naanị abalị otu narị ka e mee ntuliaka afọ 2019, ụlọọrụ INEC nke Ebonyi Steeti etiela mkpu na ọtụtụ ndị mmadụ a bịabeghi were akwụkwọ ntuliaka ha.
The chairman of that office in Ebonyi state Godswill Obioma said that more than one thousand voters' card are with them now.	Onyeisi ụlọọrụ ahụ na Ebonyi Steeti bụ Godswill Obioma kwuru na ihe karịrị otu puku akwụkwọ ntuliaka ka nọ n'aka ha ugbua.
INEC is shouting about PVC	INEC na-eti mkpu maka 'PVC'
Overseas	N'ofesi
Fire service commission in Clifornia has said that forty eight persons are dead while many are missing because of fire hazards.	Ndị na-agbanyụ ọkụ na kalifonịa ekwuola na mmadụ iri anọ na asatọ anwụọla ebe ọtụtụ na-efu efu n'ihi ọkụ ọgbụgba a.
These workers said that they have prevented the fire in the city from moving to out but they can not prevent it till a months time	Ndị ọrụ a kwuru na ha ejikọtala ọkụ na-agba n'obodo ahụ ka ọ ghara ifesasị mana ha agaghị emeli nke ruo otu ọnwa.
during games	N'egwuregwu
Many people gathered in Mexico during the opening ceremony of the sixteenth world cup for the homeless	Ọtụtụ ndị mmadụ gbakọtara na Mexico n'emume mmalite asọmpi Iko Mbaụwa nke ndị na-enweghi ụlọ nke agba iri na isii ya.
This competition was instituted twenty years ago to empower the less priviledged in the world.	Ihe a bụ asọmpị e hiwere n'afọ iri abụọ gara aga, iji kwalite ndụ ndị na onweghi ka ọha bụrụ ha n'ụwa.
Nigeria vs South Africa: Super Eagles have qualified for African Cup of Nations	Nigeria vs South Africa: Super Eagles ga-eso agba 'Iko mba Afrịka'
The one goal draw between Nigeria and South Africa has qualified Nigeria for the African Cup of Nations.	Otu ọkpụ Naịjirịa na Saụt Afrịka gbara onwe ha enyela Naịjirịa ohere iji gafee iso n'Iko mba Afrịka nke 2019.
Important message	Akụkọ dị mkpa
In sports: The Super Eagles.	N'egwuregwu: Ndị Super Eagles
Nigeria has qualified for the 2019 African Cup of Nations are they played a one goal draw with South Africa.	Naịjirịa agafeela ma sonye na ndị ga-agba Iko mba Afrịka nke 2019 ka ha na Saụt Afrịka ji otu goolu gbaa onye laba onye laba.
While Libya in the same group E with Nigeria won Seychelles with seven goals to one.	Ebe Libya ha na Naịjirịa nọ n'ime otu Otu E ahụ, ji ọkpụ goolu asatọ a satara naanị otu nyụọ ndị Seychelles anya.
A football analyst Ejike Kanife, explained what 'onye laba onye laba' means.	Onye ọkachamara n'egwu bọọlụ aha ya bụ Ejike Kanife, kọwara ihe 'onye laba onye laba' a pụtara.
he said that the one goal draw between Nigeria and South Africa as placed Nigeria at the group E top ans also made them to qualify for the African cup of nations 2019.	O kwuru na 1-1 Naịjirịa na Saụt Afrịka gbara mere ka Naịjirịa nọrọ n'elu tebulu otu E, ma mekwaa ka ha gafee n'ịgba asọmpi Iko Mba Afrịka 2019.
