eng	luo
She accused the firm of tampering with the emails filed with the procurement review board as evidence to show that it had sent the email earlier. 	Nowacho ni kambino nochocho email ma ne migawo mochung' ne tij gedono nooro mondo onere ni ne gioro email no motelo .
“I have noted with extreme concern that the applicant’s email screengrab… has been tampered with and is a pure forgery,” Ms Obonyo says in her affidavit.	Ms Obonyo nowacho kama e barupgi mar affidavit, “Nafwenyo ni email ma ne kambino ooro ne okop kamoro kendo ne otem lok weche ma ni e iye, omiyo oting'o miriambo lilo.”
"“Specifically, a keen examination of the applicant’s exhibit… shows that the same has been tampered with to mislead the board to perceive as if the email was sent on Friday April 9, 2021 at 7.40am instead of… 17.40 hours by inculcating into the email screen grab a clear alteration or deletion of the number 1 and addition of the suffix AM."""	"“Bang' kawo thuolo kendo nono weche motudore gi kambino… noyud ni ne gitimo lokruok e email no mondo gichoch bod kendo miyo opar ni email no noornegi chieng' Tich Abich April 9, 2021 sa 1.40 okinyi kar mondo obed… 11.40 odhiambo ka girucho namba 1 e email ma ne gikopono kendo giloko ni ne oore okinyi."""
She added that because of failure to submit all the requirements, China Gezhouba was dismissed as a non-responsive bidder and hence its bid was not considered. 	Ms Obonyo nomedo wacho ni nikech kambi mar Gezhouba ne ok ochiwo gik moko duto mane dwarore, ne ong'ad kare oko kendo wachne norumo gi kanyo.
“From the foregoing, the applicant did not meet the preliminary responsiveness and mandatory requirements… the applicant’s bid could therefore not proceed for technical evaluation,” says Ms Obonyo.	Ms Obonyo wacho ni, “Kochakore gi wach loko email, kambino ne ok ochopo gik moko duto ma ne dwarore e yudo tijno… kwayo ma ne gioro ne ok nyal chopo e okenge man nyime.
Other firms that bid for the job were SBI International Holdings at Sh26 billion and Just Nice Construction at Sh22 billion.	Kembe mamoko ma bende ne ooro kwayogi ka gimanyo tijno ne gin SBI International Holdings ma ne dwaro bilion 26 kod Just Nice Construction ma ne dwaro bilion 22.
The Soin-Koru dam, which has been in the works for years, is supposed to be put up along the River Nyando in Kisumu County to contain perennial flooding as well as improve water access for residents.	Yao ma Soin-Koru, mosebed ka iloso wachne kuom higni mang'eny, e ma onego oger e Aora Nyando e kaunti ma Kisumu mondo okony e chiko ohula kendo konyo joma odak e aloworano yodo pi ma ginyalo tiyogo.
It is also expected to expand rice farming in Kano Plains.	Bende ne odhi konyo e puro mchele e alwora mar Kano.
In the tender documents, the authority said it was working with a budget of Sh23 billion, including taxes, to build the government-financed dam. 	E foms mag tijno, jotelo nowacho ni gigoyo bajet maromo bilion 23 mondo okony e wach gero yaono moriwo nyaka weche mag osuru.
“The Soin-Koru Dam is a multi-purpose project that will reduce the perennial flooding on the lower reaches of River Nyando. It will also supply water for domestic, irrigation and hydropower generation,” it said.	Nondik e fom-go ni, “Yao mar Soin-Koru biro konyo e gik mang'eny kaka chiko ohula ma betga e alwora ma mwalo mag Aora Nyando. Bende, obiro miyo ji oyud pi ma gitiyogo e utegi, e puothe, kaachiel gi loso sitima.”
The dam with a water storage capacity of 93.7 million cubic metres will provide 72,000 cubic metres of water per day for domestic and institutional use.	Yaono ma ting'o pi ma romo lita milion 93.7 biro miyo ji oyud pi ma romo lita 72,000 ma ginyalo tiyogo e utegi kod tije mamoko pile ka pile.
The water authority had started the tender process last year but was forced back to the drawing board after all the bidders failed to meet minimum set standards. 	Migawo mochung' ne weche pi nochako chenro mar gero yaono higa mokalo kata kamano, wachne noduok chien nikech joma ne dwaro tijno ne ok ogoyo bei matinie mogik ma ochan ni otigo e gedono.
It restarted the process earlier this year that culminated in the award of the tender on April 15.	E chak higani ne ochak wachne kendo to obiro chopo e ng'iende tarik 15 April.
Parts of Kisumu, Kericho and Nandi counties are expected to benefit from the water supplied by the dam which will be located at the border of Kisumu and Kericho counties. 	Yao ma ibiro ger e kiewo mar kaunti ma Kisumu gi kaunti ma Kericho biro miyo joma odak e alwora moko e kaunti mar Kisumu, Kericho kod Nandi e yudo pi ma ginyalo tiyogo.
“Flooding is a frequent phenomenon in the lower reaches of the Nyando River Basin and poses problems to the communities especially in the lower zones of the river basin,” said the authority in the environmental and social impact assessment (ESIA) lodged with the National Environment Management Authority.	Migawo mar ESIA (the authority in the environmental and social impact assessment) kaachiel gi migawo mar National Environment Management Authority nowacho ni, “Ohula bedoga e alwora ma mwalo mag Aora Nyando kendo okeloga chandruoge mang'eny ne joma odak e alworago.
A 2009 report by the Ministry of Water quantified the impact of floods on the lower reaches of River Nyando, noting that it displaced 5,000 people annually and left them with losses of about Sh49 million due to damage to property.	Ripot ma higa 2009 ma nogol gi migawo mar Ministry of Water nowacho ni ohula ma bedoga e alwora ma mwalo mag Aora Nyando, daroga ji 5,000 higa ka higa kendo kethoga mwandu ma dirom siling' milion 49.
Kisumu County Government recently said it requires about Sh400 million to repair roads destroyed by flooding following recent rains. 	County Government ma Kisumu machiegnini nowacho ni milion 400 dwarore mondo olosgo nderni ma ohula noketho nikech koth ma nochue kinde matin mokalo.
The Nyando flooding also interfered with the seasonal patterns of agriculture, threatening livelihoods and food security in the area, according to the water authority.	Kaluwore gi migawo mar  water authority, ohula ma Nyando keloga oseketho weche mag pur bende to mano osemiyo dak e alworano kod yudo chiemo obedo matek.
The flood water also destroys infrastructure as well as a general disruption of socio-economic activities, with the residents required to evacuate from their homes whenever there are heavy rains.	Ohulago oseketho gik moko kaka yore mag wuoth, yore mag tudruok, yudo pi, sitima kendo osechocho dongruok e alworago nikech chuno joma odak e alworano ni gidar kinde ka kinde ka koth chue mang'eny.
“Apart from constant flooding, the lower reaches of the Nyando River are also plagued by prolonged drought spells resulting in scarcity of water for irrigation,” said the authority in the ESIA.	Migawo moro e ESIA nowacho ni, “Mopogore gi ohula, alwora ma mwalo mag Aora Nyando bedoga gi kinde mag oro ma miyo yudo pi ma inyalo tigo e weche pur bedo matek.
“During the period, the Nyando River flow is low and a number of irrigation schemes in the area cannot operate at full capacity, especially in lowers areas of Kano Plain where there are rice paddies.”	“E kinde kaka mago, pi bedo manok e Aora Nyando kendo mano miyo tije pur mitimoga e alworago ok nyal dhi maber, to moloyo e alwora mag Kano ma ipidhoe mchele.”
It added that water from the dam had potential to increase the area under irrigation from 1,800 hectares to 5,170 hectares in and around Ahero and West Kano Irrigation schemes.  	Nomedo wacho ni pi yao nyalo miyo ji omed weche pur koa e eka 1800 nyaka eka 5,170 e Ahero kod alwora mage, kaachiel gi puothe mag mchele ma yudore West Kano.
The free M-Pesa transactions for amounts below Sh1,000 at the height of the Covid-19 pandemic last year weighed down on Safaricom’s overall earnings for the year ended 2020.	Thuolo ma Jo- Safaricom nochiwo mar oro pesa ma tin ne siling' 1,000 nono kotiyo gi M-Pesa e kinde ma tuo mar Korona noduoko chien kwan mar pesa ma ne giyudo e giko higa mar 2020.
The telco reported a 6.8 per cent drop in profit after tax of Sh68.7 billion for the year ended March 2021 from Sh73.7 billion in the previous period.	Migawo mochung' ne weche tudruok nochiwo ripot ni ne gilalo pasent 6.8 bang' golo osuru ma romo siling' bilion 68.7 e giko dwe mar Mach higa 2021 koa e siling' bilion 73.7 ma ne giyudo higa mokalo.
During this period, Safaricom enabled Kenyans to reduce the impact of the pandemic by waiving fees for transactions below a Sh1,000, which saw free transactions worth Sh4.4 billion processed.	E kindeno, Jo-Safaricom nokonyo Jo-Kenya e dwoko chien landruok mar Korona kuom golo pesa ma ji ne chuloga ka gioro pesa ma tin ne siling' 1, 000, to mano nomiyo pesa ma moromo bilion 4.4 ma dine giyudo odhi adhiya kamano.
Service revenue, mostly from voice and data, recorded a marginal decline of 0.3 per cent to close at Sh250.35 billion driven by double-digit growth in mobile data business, which grew by 11.5 per cent to Sh44.79 billion.	Pesa  ma noyud e goyo simu kod ng'iewo data ne odok piny nyaka bilion 250.35 ma en dok chien mar pasent 0.3, mano luwore gi dongruok ma nobedoe e ohand mobile data ma nochopo bilion 44.79 ma en dongruok mar pasent 11.5.
Amid the coronavirus pandemic, some companies implemented work-from-home arrangements that helped boost Internet usage. 	E chuny kinde korona, kembe moko nochako chenro mar timo tich ka gin e utegi e yor intanet, to mano nomiyo tiyo gi internet omedre ahinya.
M-Pesa and voice revenue declined marginally, with M-Pesa recording a 2.1 per cent drop to Sh82. 64 billion and voice dropping by 4.6 per cent to Sh82.55 billion.	Pesa miyudo ka ng'ato otiyo gi M-Pesa kata ka ng'ato ogoyo simu nodok chien ahinya, M-Pesa nodok chien gi pasent 2.1 mochopo siling' bilion 82. 64, to goyo simu nodok chien gi pasent 4.6 mochopo siling' bilion 82.55.
“We remained resilient in a disruptive year, demonstrating strong operational capacity, diligence and commitment in supporting the country, our customers and shareholders through this uncertain time,” Peter Ndegwa, Safaricom CEO.	Peter Ndegwa, CEO mar Safaricom nowacho niya: “Ne wasiko ka wanano kata mana e higa ma ne weche richoni, kendo ne wachung' motegno e tijewa, bende ne wadhi nyime siro pinywa, kastembewa kod joma nonyiewo shares magwa e kinde ma ne weche tekni.”
“Our immediate focus in the year has been to ensure that network capacity, operations and financial services are prioritized to limit disruptions.”	“Higani gima duong' ma ne waketo e pachwa e neno ni netwak ber moromo, otiyo maber kod weche pesa obedo motelo mondo kik chochni moro amora obedie.”
M-Pesa accounted for 33 per cent of the total service revenue down from 33.6 per cent last year, impacted by the waiver of the peer-to-peer transactions fees.	E pesa duto ma ne wayudo, M-Pesa nodok chien koa e pasent 33.6 ma ne wayud higa mokalo nyaka e pasent 33, nikech ne wagolo chudo ma ng'ato onego ogol ka ooro pesa.
Speaking during the virtual release of the results, Safaricom Chairman Michael Joseph said the telco has embarked on a journey that will see it turn into a purpose-led company.	E kinde ma ne ilando wechegi, jakom mar Safaricom Michael Joseph nowacho ni migawo mochung' ne weche tudruok osedok e wang'e kendo obiro neno ni kambi chopo weche duto momiyo nolose.
“This will see our attention in the coming months shifting to areas such as the agriculture, education, healthcare, support for Small and Medium Enterprises and regional expansion,” he added.	Nomedo wacho niya: “Mano biro miyo dweche mabiro waket pachwa e gik ma moko kaka weche pur, somo, thieth, siro ohelni matindo kod mosechopo e okang' madiere kendo medo yaro alwora.
On regional expansion, Safaricom is leveraging on a new consortium to make an entry into the vast Ethiopian telecommunications market, to help it grow its revenues and market share to a new high.	E wach yaro alwora, Safaricom temo holo pesa mondo gidonj e riwruok moro manyien mar timo ohala e weche tudruok gi jo Ethiopia, mondo gimed yudo ohala mang'eny kendo shares maggi bende omedre.
In a statement released in April, the Ethiopian Communications Authority (ECA) said Safaricom was one of the members of a consortium that includes Vodacom Group Ltd (South Africa), Vodafone Group Plc (UK), CDC Group Plc (UK) and Sumitomo Corporation (Japan) that submitted bids for a nationwide telecommunication service licence.	Ripot moro ma nogol April gi migawo mar Ethiopian Communications Authority (ECA), nowacho ni Safaricom ne en achiel kuom joma nie riwruok moro moriwo Vodacom Group Ltd (South Africa), Vodafone Group Plc (UK), CDC Group Plc (UK) kod Sumitomo Corporation (Japan) ma nooro kwayogi mar manyo laisens mar timo weche tudruok e piny mangima.
The licence will allow the winning bidder (s) to roll out telecommunication services in competition with the State-run Ethio Telecom on voice and data across Ethiopia’s 112 million citizens.	Joma oyudo laisensno ne dhi yudo thuolo mar chako tije mag tuodruok ka gipiem gi State-run Ethio Telecom e weche dudruok gi simu kata data gi raia mag Ethiopia ma kwan gi romo milion 112.
