eng	nya
The U.N. Security Council, which authorized the new mission called the African Union Transition Mission in Somalia, gave it a mandate to reduce the threat posed by al-Shabab, support the capacity building of Somali security forces, and conduct a phased handover of security responsibilities to the Somali government. The mission's mandate runs through the end of 2024. 	Khonsolo ya chitetezo ya U.N yomwe inapereka chilolezo kwa African Union Transition Mission ku Somalia, yapereka ulamulilo kuti ziopsezo za al-Shabab zichepe, kuthandiza kukuza chiwerengero cha asilikari a ku Somali ndi kupereka udindo wa chitetezo mmanja mwa boma la Somali. Izi zili choncho mpaka kumapeto kwa chaka cha 2024.
This story comes from VOA's Somali and Central African services. 	Nkhaniyi ikuchokera ku VOA ya ku Somali ndi Central African Services.
	
	
Kenya Trains Domestic Workers in Middle East About Rights 	Dziko la Kenya liphunzitsa ogwira ntchito za m'nyumba ku mayiko a aluya za ma ufulu.
Kenyan authorities are training domestic workers who accept jobs in the Middle East about their rights after years of reported abuses there, including beatings, rapes and deaths. 	Akuluakulu a ku Kenya akuphunzitsa anthu omwe amakagwira ntchito ku mayiko a aluya za ma ufulu awo zitadziwika kuti anthuwa amachitidwa nkhanza monga kumenyedwa, kugwiliridwa komanso kuphedwa.
It's been a year since Bernard Njenga learned his wife, Esther Thuku, had died in Saudi Arabia, where she had been a domestic worker for three years. 	Padutsa chaka kuchokera nthawi yomwe a Bernard Njenga anadziwa kuti akazi awo a Esther Thuku, anamwalira ku Saudi Arabia komwe amagwira ntchito ya m'nyumba kwa zaka zitatu.
Saudi authorities reported that his wife had committed suicide at her employer's home, Njenga said, but he believes the mother of four was murdered. 	Akuluakulu a ku Saudi ati mkazi wawo anachita kudzipha kunyumba yomwe amagwirako ntchito, anatero a Njenga, koma iwo akukhulupilira kuti mkazi wawo yemwe anali ndi ana anayi anachita kuphedwa.
Njenga said his wife's body did not have any marks that would show that she had hanged herself. It appeared the body had been buried because it was very dirty and looked like she had been stabbed on the left side, he added. 	A Njenga ati thupi la mkazi wawo linalibe chizindikilo chilichonse chosonyeza kuti anachita kudzimangilira. Iwo anaonjezera kuti thupi la malemuyu limaoneka kuti linayikidwa m'manda chifukwa linali lakuda komanso linabayidwa kumanzere.
Kenyan authorities say that since November, at least 23 domestic workers have died while working in the Middle East. Most of those deaths occurred in Saudi Arabia, according to labor officials. 	Akuluakulu a ku Kenya ati kuchoka m'mwezi wa November, anthu 23 ogwira ntchito za m'nyumba anamwalira pamene amagwira ntchito ku mayiko a aluya. Akuluakulu oyang'anira anthu ogwira ntchito ati zambiri mwa imfazi zinachitikira ku Saudi Arabia.
Saudi authorities have reported that all 23 of those deaths resulted from cardiac arrest. 	Akuluakulu a ku Saudi Arabia ati imfa zonse 23, zinadza kamba ka matenda a mtima otchedwa cardiac arrest.
In April of 2020, rights advocacy group Amnesty International reported that Kenyans who have jobs as domestic workers in the Middle East often complain of lack of payment, forced labor, physical abuse, rape and dangerous working conditions. 	M'mwezi wa April 2020, gulu lomenyera ufulu la Amnesty International linapeza kuti anthu a ku Kenya omwe amagwira ntchito za m'nyumba ku mayiko a aluya amadandaula za kusapatsidwa malipiro awo, kugwiritsidwa ntchito mokakamiza, kumenyedwa, kugwiliridwa komanso kugwira ntchito m'malo owopsa. 
Now, Kenya is offering safety training for domestic workers who take jobs abroad. 	Tsopano dziko la Kenya likuphunzitsa za chitetezo kwa onse omwe amakagwira ntchito za m'nyumba kunja kwa dzikolo.
"When you don't train them, basically, you are exposing them to a lot of exploitation and abuse," said Edith Murogo, director at East Africa Institute of Homecare Management in Nairobi. "Part of the training also includes labor rights awareness. They have to know how to bargain and talk to employees about decent terms and conditions of employment." 	"Mukapanda kuwaphunzitsa, ndiye kuti mukuwayika pa chiopsezo chochitiridwa nkhanza," anatero a Edith Murogo, mkulu wa East Africa Institute of Homecare ku Nairobi. "Gawo lina la maphunzirowa ndi kudziwa ufulu wa ogwira ntchito. Akuyenera kudziwa kuyankhula bwino ndi ogwira ntchito za zoyenera kuchita pa ntchito yawo."
An estimated 30,000 Kenyans migrate to the Middle East to find work each year. 	Pafupifupi anthu 30,000 a ku Kenya amasamukira ku mayiko a aluya kukafuna ntchito chaka chilichonse.
Kenya's cabinet secretary for labor, Simon Chelugui, said his department is working with Saudi officials on labor law reforms. 	Mlembi woyan'ganira ogwira ntchito ku Kenya, a Simon Chelugui, ati ofesi yawo ikugwira ntchito ndi adindo a ku Saudi kuti asinthe malamulo a ogwira ntchito.
"We would want them also to upscale their law to protect workers and employers equally, not to discriminate and have the attitude of the employer is right always," Chelugui said. "Number two is the pay is reasonable and commensurate to the work." 	"Timafuna kuti malamulowa akhwimitsidwe kuti aziteteza olemba komanso olembedwa ntchito, osati kusalana kapena kukhala ndi maganizo oti olemba ntchito samalakwitsa," anatero a Chelugui. "Chachiwiri, malipiro azikhala omvelera komanso ogwirizana ndi ntchito."
VOA reached out to the Saudi embassy in Nairobi for comment on alleged mistreatment and deaths of Kenyan workers. In an email response, the embassy said the kingdom does not condone illegal and ill treatment of anyone and said Riyadh is working with Nairobi to protect citizens from any offense. 	VOA inafikira nyumba ya kazembe ya ku Saudi ku Nairobi kuti ayankhulepo pa za nkhanza komanso imfa za ogwira ntchito a ku Kenya. Nkuyankha kwawo pa email, iwo anati, ufumu wawo sumalora kuchitira nkhanza wina aliyense ndipo mzinda wa Riyadh ukugwira ntchito ndi mzinda wa Nairobi kuti ateteze nzika zawo ku milandu.
Meanwhile, officials say with an estimated 2 million young people graduating each year, according to national figures, and only about 800,000 new jobs, many Kenyans will continue to go abroad to find work. 	Izi zili chomwechi, adindo ati pafupifupi achinyamata 2 miliyoni amamaliza maphunziro awo a ukachenjede chaka chilichonse, kutengera ndi chiwerengero cha dziko, ndipo ntchito zomwe zilipo ndi 800,000 zokha zomwe zikuchititsa kuti achinyamatawa azipita kunja kukafuna ntchito.
	
	
South Africa Urges Africa’s First COVID-19 Vaccine Plant to Keep Its Doors Open 	South Africa yapempha kuti kukhazikitsa kwa katemera woyamba wa COVID-19 wa mu Africa kupitilire.
South African health officials are urging COVID-19 vaccine manufacturer Aspen to keep its plant in the Eastern Cape province open. This follows a Reuters article quoting Aspens senior director saying they may have to shut down as there have been no orders for their rebranded COVID vaccine. 	Adindo a zaumoyo ku South Africa apempha okonza katemera wa COVID-19, Aspen, kuti apitilize kutsegula malo awo mu dera la Eastern Cape. Izi zadza potengera nkhani yomwe a Reuters analemba kuti mkulu wa Aspen anali ndi ganizo lotseka malowa chifukwa choti katemera watsopanoyu samagulidwa. 
A South African-owned subsidiary of pharmaceutical giant Aspen struck a deal with American company Johnson & Johnson in March to package, price, sell and distribute its vaccine in Africa. 	Nthambi yowona za mankhwala ya ku South Africa, ya Aspen, inagwirizana ndi kampani ya ku America ya Johnson & Johnson m'mwezi wa March kuti azilongedza, kuyika mitengo, kugulitsa komanso kugawa katemerayu mu Africa.
This vaccine was rebranded as Aspenovax. 	Katemerayu anakonzedwanso ndi kukhala Aspenovax.
The move was hailed by many as there had been much concern about Africas reliance on imported vaccines which were often costly and at times in short supply. 	Ganizoli linalandiridwa ndi anthu ambiri chifukwa panali madando oti Africa imadalira kuyitanitsa katemerayu kuchoka kunja zomwe zinali zokwera mtengo komanso katemerayu amakhala wosakwanira.
But there have been no orders for Aspenovax. South Africas National Health Department Spokesperson Foster Mohale said the lack of orders is due to low vaccination rates not only at home, but globally. 	Koma palibe yemwe akugula katemera wa Aspenovax. M'neneri wa National Health Department ku South Africa, a Foster Mohale, ati izi zachitika kamba ka kuchepa kwa anthu obayitsa katemerayu m'dzikomo komanso pa dziko lonse.
"Vaccine hesitancy is one of the factors which contribute to these low vaccination rates or demand for more vaccines which also affect the production. Because obviously we understand that they are in a business, they cant keep on producing vaccines when they know that the demand for vaccines is very low. So, we understand the situation where they are, and we sympathize with them," he said. 	"Kuzengereza kubayitsa katemerayu ndi chimodzi mwa zifukwa zomwe zikuchepetsa chiwerengero cha anthu obayitsa kapena kufuna katemera wochuluka zomwe zimakhudza kapangidwe. Chifukwa mwachidziwikire ife tikuwamvetsa kuti akuchita malonda choncho sangamakonze katemera wochuluka pamene akudziwa kuti omufuna ndi ochepa. Kotero ife tikuwamvetsa ndipo tili okhudzika," iwo anatero.
Mohale said for now, South Africa has enough vaccines. He adds that in March, 100,000 vaccines expired. And more are due to expire in June and July. 	A Mohale ati  pakali pano dziko la South Africa lili ndi katemera wokwanira. Iwo awonjezera kuti, m'mwezi wa March, katemera 100,000 anaonongeka ndipo wina wochuluka akuyembekezeka kuwonongeka m'mwezi wa June ndi July.
However, he said that Aspens vaccine plant is important because no one knows what the future holds. 	Komabe, iwo ati kukhazikitsidwa kwa katemera wa Aspen ndi kofunika popeza palibe yemwe amadziwa zobwera m'tsogolo.
"We will try to engage them not to rush their decision precisely because we anticipate especially our scientists, our epidemiologists, we anticipate that the fifth wave might hit the country, South Africa, during the winter season which is a few weeks away from now. As you can see the number of daily COVID-19 patients has been rising for the past seven days," he said. 	"Tiyesetsa kuwapempha kuti asapitilire ndi ganizoli chifukwa tikuyembekezera wodziwa sayansi ndi owona za kufala kwa matenda kuti mwina nyengo yachisanu ya COVID-19 ikhoza kufika ku South Africa pamene nyengo ya dzinja ikufika m'ma sabata akubwerawa. Monga mmene mukuwonera, chiwerengero cha anthu odwala COVID-19 chakhala chikukwera mmasiku asanu ndi awiri apitawo," iwo anatero.
Professor Petro Terblanche, who is the managing director of South African company, Afrigen, which in a continent-first made an mRNA COVID vaccine using Modernas data — said the situation at Aspen is a tragedy for the industry. 	Pulofesa Petro Terblanche, mkulu wa kampani ya ku South Africa yotchedwa Afrigen, yomwe inali yoyamba kukonza katemera wa COVID wotchedwa mRNA kugwiritsa ntchito Modernas data, wati zomwe zachitika ku Aspen ndi zodzetsa chiwopsezo pa malonda awo.
"This is just indicating again how important it is that this continent looks at policy reform. This is about how are we going to make sure that we give preferential procurement to local companies. How are we going to make sure that we create a marketplace and eco-system that will absorb local capacity? Otherwise, we will not have capacity locally in a sustainable manner and were going to get the next pandemic and we will be unprepared, and we will not have health security," said Terblanche. 	"Izi zikusonyeza kufunika kosintha malamulo mu Africa. Izi ndi zokhudzana ndi mmene tingaperekere mwayi kwa makampani ang'onoang'ono kuti tipange misika komanso njira yabwino yoti anthu azipezera katemerayu mosavuta. Tikapanda kutero, tidzavutika mliriwu ukadzabweranso," iwo anatero.
She believes money should also be put into educating people on the importance of vaccines. 	Iwo akukhulupilira kuti ndalama zikuyenera kugwiritsidwa ntchito pophunzitsa anthu za ubwino wa kayemerayu.
"We need to ensure that we also put effort into advocacy for vaccination. Because we now have 17% of the continent that is vaccinated. We need to get them to at least 40% to ensure that we fully arrest this pandemic," she said. 	"Tikuyenera kuwonetsetsa kuti tikuyesetsa kulimbikitsa ubwino wa katemerayu chifukwa pakali pano, anthu 17 pa 100 ali wonse ndi amene anabayitsa katemerayu mu Africa. Nambalayi ikuyenera kukula kufika pa anthu 40 pa 100 ali wonse kuti tithane ndi mliriwu," iwo anatero.
Mohale was unable to say when the Health Department would be meeting with Aspens executives. 	A Mohale anakanika kunena tsiku lomwe ofesi ya zaumoyo idzakumane ndi akuluakulu a Aspens.
	
	
Journalists in Ethiopia Say Press Freedom is at 'Crossroads' 	Wolemba nkhani ku Ethiopia ati ufulu wa atola nkhani uli pa mpanipani.
When Ethiopia's Prime Minister Abiy Ahmed took office four years ago, Reporters Without Borders, a Paris-based group that promotes press freedom, raised Ethiopia's ranking in its international press freedom index by 40 places. 	Pamene pulezidenti wa ku Ethiopia, a Abiy Ahmed, anakhala pampando zaka zinayi zapitazo, gulu la atolankhani la ku Paris lotchedwa Reporters Without Boarders, lomwe limamenyera ufulu wa atolankhani, linakwanitsa kukweza dziko la Ethiopia mu ndandanda wa ufulu wa atolankhani pa dziko lonse ndi malo 40.
