eng	pcm
for dia first call for Biden tenure and convey him interest for constructive bilateral relationship wit expanded area of cooporation and effective management and disagreementBidens tenure ” and conveyed his interest in a constructive bilateral relationship with expanded areas of cooperation 	Ties wey dey between di two allies don increase for recent years, although Biden don finally tok to Erdogan on Friday
Biden used the word genocidein a statement to mark Armenian Remembrance Dayon Saturday ” 106 years after the events that the Armenian diaspora considers the start of the genocide.	Biden don tok say aspesident candidate him go recognize di Armenian treatment, wey take place for modern day Turkey, as genocide
Previous presidents had avoided using the label even as they made the traditional, annual proclamation honouring the anniversary.	Previous presidents don avoid to dey use di label even as dem don make di traditional,annual proclamation honawaing anniversary
Each year on this day, we remember the lives of all those who died in the Ottoman-era Armenian genocide and recommit ourselves to preventing such an atrocity from ever again occurring,Biden said in the statement.	each year on dis Friday, we remember di lives of all those ho kpeme for Ottoman era Armenian genocide and recommit awaselves to prevent dat kind atrocity from apuning again Biden tok am for him statement
Beginning on April 24, 1915, with the arrest of Armenian intellectuals and community leaders in Constantinople by Ottoman authorities,	Beginning on April 24, 1915, wit di arrest of Armenian intellectual and community leader for Constantinople by Ottoman authories
one and a half million Armenians were deported, massacred, or marched to their deaths in a campaign of extermination.	One and half million Armenians na hin dey deport, massacre, or marched to dia death for one campaign of examination
The statement was expected, especially after then-candidate Biden marked last years remembrance day by saying, Silence is complicity.	Di statement dey expected, especially afta wen before candidate Biden mark last year remembrance day by saying silence na complicity
If we do not fully acknowledge, commemorate, and teach our children about genocide, the words never again lose their meaning,he wrote, pledging to back a congressional resolution that recognized the Ottoman Empires actions as genocide.	we no too fully acknowlege, commemorate, and teach awa pikin about genocide, di word neva again lose dia meaning him write, con pledge to back congressional resolution wey recognise di Ottoman Empireal action as genocide
Resolutions to recognize the genocide passed the House and Senate in 2019, but	Resolution to recognize di genocide pass di house and senate for 2019, but
former President Donald Trump, like his predecessors, never joined them.	Former President Donald Trump, like him predecessors,neva join am
On Wednesday, over 100 bipartisan members of Congress sent a letter to Biden calling on him to use his proclamation to officially label what happened a genocide.	On Wednesday, na over 100 bipartisan members for congress send letter to Biden wey dem dey call on am make him use him proclamation to officailly label atin apun for genocide
The Ottoman Turks deported around 2 million Armenians starting in 1915.	Di Ottoman Turks deport around 2 million Armenians wey start for 1915
Around 1.5 million Armenians are estimated to have been killed.	Around 1.5 million Armenians na hin dey estimate wey dem don kill
The Turkish government has agreed that fighting during the war killed many, but it has long denied that the treatment of the Christian Armenians by the Muslim Ottomans amounted to genocide and says that the death toll was lower.	Di Turkish goment agree say fight during di war kill many, but e don long denie say di treatment of di christian Armenians by di Muslim Ottomans amount to genocide and tok say di death toll dey lower
Over two-dozen countries have recognized the atrocities as genocide, according to the Armenian National Institute, a Washington-based group that advocates for the genocide designation.	over two dozen kontri don recognise di atrocities as genocide , according todi Armenian National institute, wan Washington base group ey advote for di genocide destination
Bidens statement carries no legal implication, and even if the State Department were to follow up with a formal declaration, there are no automatic sanctions or other penalties that kick in.	Biden statement carry no legal implication, and even if di state deparment dey follow up wit a formal declaration, automatic sanction or oda penaltie ey kick in
On its final day with former President Donald Trump in office, the Trump administration declared the Chinese governments treatment of Uighurs and other Muslim ethnic minorities as genocide, without implementing sanctions.	For hin final day wit former President Donald Trump for office, di Trump administration declare di Chinese goment treatment of Uighurs and oda Muslim ethnic minority as genocide, witout implementing sanctions
But the comments will rattle U.S.-Turkish relations, already on ice over a litany of disagreements, and could damage relations between Biden and Erdogan, who had a warm relationship with Trump.	But di comment wey shake U.S Turkish relation already dey on ice over litany of disagreement, and wey fi damage relations between Biden and Erdogan, wey get good relationship wit Trump
Trump often touted his friendshipwith the strongman president and repeatedly pulled punches against his government until his hand was forced by political pressure, including from congressional Republicans.	Trump dey always tout hin friendship wit di strong president and repeatedly pull punches against hin goment until hin hand dey force by political pressure,includin from congressional Republicans
	
Minneapolis reaches $27m settlement with Floyd family	Minneapolis don reach $27m settlement wit Floyd family
The family of George Floyd, the Black man who died while being arrested by a white police officer in Minneapolis, has reached a $27 million settlement with the Minnesota city, lawyers for the family announced Friday.	Di family of George Floyd, di Black man wey kpeme wen white police officer for Minneapolis arrest am, don reach $27 million settlement wit di Minnesota city, di family lawyer dem announce am on Friday
The settlement is the largest pre-trial settlement in a civil rights wrongful death case in US history,the family lawyers said in a statement.	Di settlement na di largest pre trial settlement for one civil right wrongful death case for US history; na di family lawyer tok di statement
Minneapolis police officer Derek Chauvin is currently on trial facing murder and manslaughter charges in connection with Floyds	Minneapolis police officer Derek Chauvin dey currently face trial wey dey face murder and manslaugher charges wey dey get connection wit Floyd
Three other officers also face charges.	Three oda officer dey also face di charges
	
Prince Philip interred in royal vault of St Georges Chapel	Dem bury Prince Philip for royal vault wey dey St Georga chapel
